sta,n,span,order,n_segments,skipped_segments,n_blocks,dropped_blocks,n_flags,coef_bytes,gram_bytes,grid_bytes,raw_bytes,npz_bytes,seconds,error
00NA,3185,10.4969,100,2,0,11,0,0,8712,504024,229320,649944,544788,0.24,
01NA,2360,11.4743,108,2,1,10,0,0,8640,543168,167568,481644,547068,0.038,
02NA,1913,8.2738,83,0,0,7,6,0,4200,197736,91584,390456,214390,0.023,
0ABI,6078,17.1965,154,0,0,18,0,0,9336,649608,291744,1240116,765614,0.09,
0ABN,1206,3.3813,44,0,0,4,0,0,2328,64824,57888,246228,89484,0.014,
0ABY,4114,11.3676,107,0,0,12,0,0,6336,328608,197472,839460,402259,0.048,
0AKE,5807,15.9918,144,0,0,16,0,0,8472,569496,278736,1184832,677307,0.078,
0ALE,3857,10.6886,102,0,0,11,0,0,5904,299232,185136,787032,364249,0.046,
0ALF,7541,20.7502,183,0,0,21,0,0,10968,897720,361968,1538568,1037731,0.286,
0ALI,5632,15.5291,141,0,0,16,0,0,8400,548832,270336,1149132,653178,0.068,
0ALM,8827,24.3395,211,0,0,25,0,0,12888,1180056,423696,1800912,1347253,0.129,
0ALN,1197,3.3813,44,0,0,4,0,0,2328,64824,57456,244392,89350,0.014,
0ALS,2833,7.8412,79,0,0,8,0,0,4416,186048,135984,578136,231070,0.029,
0ALV,6707,18.4038,164,5,0,19,0,0,15504,1022688,482904,1368432,1138704,0.113,
0AMB,4090,11.2882,107,0,0,12,0,0,6336,328608,196320,834564,399951,0.055,
0AME,6179,17.1006,153,0,0,18,0,0,9312,642192,296592,1260720,760041,0.081,
0AMM,6683,18.5572,165,0,0,19,0,0,9912,738408,320784,1363536,865112,0.287,
0AMS,3714,10.2971,99,0,0,11,0,0,5832,284616,178272,757860,347736,0.046,
0ANA,6849,18.9596,168,0,0,19,0,0,9984,762528,328752,1397400,899796,0.097,
0ANG,6616,18.2094,162,0,0,19,0,0,9840,714720,317568,1349868,844821,0.091,
0ANS,4098,11.3347,107,0,0,12,0,0,6336,328608,196704,836196,405137,0.056,
0ARA,3451,9.5305,93,0,0,10,0,0,5376,252624,165648,704208,311180,0.04,
0ARB,5494,15.1841,138,0,0,16,0,0,8328,528600,263712,1120980,629766,0.072,
0ARD,5199,14.3491,131,0,0,15,0,0,7848,479016,249552,1060800,578466,0.066,
0ARH,1565,4.3532,51,0,0,5,0,0,2808,85176,75120,319464,115999,0.186,
0ARJ,11336,32.5777,277,6,1,33,0,3,25680,2596368,813240,2312748,2800084,0.232,
0ART,6911,19.2307,170,0,0,20,0,0,10344,782904,331728,1410048,919544,0.091,
0ARV,6931,19.2307,170,0,0,20,0,0,10344,782904,332688,1414128,918581,0.087,
0ASD,4828,13.3251,123,0,0,14,0,0,7344,425808,231744,985116,513767,0.058,
0ASE,6883,18.9843,168,0,0,19,0,0,9984,762528,330384,1404336,894940,0.099,
0AST,3042,8.4654,84,0,0,9,0,0,4848,209904,146016,620772,259171,0.035,
0ATR,8639,23.9507,208,0,0,24,0,0,12504,1145688,414672,1762560,1318538,0.123,
0ATT,2637,7.3265,75,0,0,8,0,0,4320,171072,126576,538152,214916,0.201,
0ATV,4106,11.3292,107,0,0,12,0,0,6336,328608,197088,837828,404929,0.055,
0AVI,1206,3.4004,44,0,0,4,0,0,2328,64824,57888,246228,89756,0.013,
0AZ1,2767,7.6906,78,0,0,8,0,0,4392,182232,132816,564672,227703,0.033,
0BAS,7291,20.167,178,0,0,21,0,0,10848,854160,349968,1487568,1000988,0.111,
0BEB,2513,7.0007,73,0,0,7,0,0,3960,159816,120600,512856,198196,0.028,
0BEF,4503,12.4299,116,0,0,13,0,0,6864,381264,216144,918816,463663,0.056,
0BEN,1259,3.551,45,0,0,4,0,0,2352,67008,60432,257040,93451,0.014,
0BER,2810,7.7426,78,0,0,8,0,0,4392,182232,134880,573444,225694,0.2,
0BIE,8831,24.3395,211,0,0,25,0,0,12888,1180056,423888,1801728,1347399,0.15,
0BIP,4153,11.5647,109,0,0,12,0,0,6384,339072,199344,847416,415768,0.047,
0BIS,5656,15.6852,142,0,0,16,0,0,8424,555672,271488,1154028,665878,0.069,
0BJA,3449,9.6536,94,0,0,10,0,0,5400,257160,165552,703800,315822,0.038,
0BJO,8832,24.3395,211,0,0,25,0,0,12888,1180056,423936,1801932,1347363,0.127,
0BJU,7269,20.1287,178,4,0,21,0,0,16392,1216536,523368,1483080,1353231,0.113,
0BKI,4617,12.7365,118,0,0,13,0,0,6912,392592,221616,942072,475610,0.06,
0BLA,7879,21.8946,192,0,0,22,0,0,11496,983208,378192,1607520,1138563,0.312,
0BLG,641,1.9083,32,0,0,2,0,0,1416,34248,30768,130968,49010,0.007,
0BLI,4872,13.4757,124,0,0,14,0,0,7368,431784,233856,994092,520383,0.056,
0BMO,1842,5.1225,57,0,0,6,0,0,3264,105072,88416,375972,138730,0.018,
0BOD,5906,16.3696,147,0,0,17,0,0,8856,594648,283488,1205028,708946,0.104,
0BOS,2059,5.6482,62,0,0,6,0,0,3384,119592,98832,420240,153782,0.03,
0BOT,575,1.5852,29,0,0,2,0,0,1344,29712,27600,117504,44291,0.009,
0BRA,2547,7.1403,74,0,0,8,0,0,4296,167448,122256,519792,207296,0.029,
0BRO,3150,8.7064,86,0,0,9,0,0,4896,218160,151200,642804,268906,0.228,
0BRU,3127,8.668,86,0,0,9,0,0,4896,218160,150096,638112,270563,0.036,
0BST,5333,14.8638,135,0,0,15,0,0,7944,504744,255984,1088136,606073,0.075,
0BTT,2194,6.1656,66,0,0,7,0,0,3792,136128,105312,447780,173157,0.025,
0BUE,2500,6.9459,72,0,0,7,0,0,3936,156288,120000,510204,193920,0.027,
0BUG,3066,8.4791,84,0,0,9,0,0,4848,209904,147168,625668,258952,0.034,
0BUR,7310,20.167,178,0,0,21,0,0,10848,854160,350880,1491444,1001072,0.104,
0BYG,2583,7.1759,74,0,0,8,0,0,4296,167448,123984,527136,207606,0.031,
0BYS,1194,3.3867,44,0,0,4,0,0,2328,64824,57312,243780,89295,0.178,
0CHA,5792,15.8823,144,0,0,16,0,0,8472,569496,278016,1181772,670586,0.083,
0DAJ,4074,11.2608,107,0,0,12,0,0,6336,328608,195552,831300,400736,0.052,
0DAL,5645,15.5537,141,0,0,16,0,0,8400,548832,270960,1151784,652638,0.074,
0DAN,7951,21.8946,192,0,0,22,0,0,11496,983208,381648,1622208,1136601,0.121,
0DAV,2520,7.0034,73,0,0,7,0,0,3960,159816,120912,514284,198736,0.033,
0DEG,5653,15.5866,141,0,0,16,0,0,8400,548832,271344,1153416,657217,0.082,
0DIL,4876,13.4949,124,0,0,14,0,0,7368,431784,234048,994908,525817,0.059,
0DOC,4119,11.3703,107,0,0,12,0,0,6336,328608,197712,840480,402446,0.24,
0DOR,6873,18.9952,168,0,0,19,0,0,9984,762528,329904,1402296,894210,0.101,
0DUN,672,1.9055,32,0,0,2,0,0,1416,34248,32256,137292,49761,0.008,
0EDA,4073,11.2389,106,0,0,12,0,0,6312,323448,195504,831096,398822,0.048,
0EDB,4087,11.2772,107,0,0,12,0,0,6336,328608,196176,833952,400518,0.063,
0EDS,4068,11.3703,107,0,0,12,0,0,6336,328608,195264,830076,401494,0.066,
0ED_,4627,12.7858,119,0,0,13,0,0,6936,398328,222096,944112,484096,0.057,
0EKB,3106,8.5914,85,0,0,9,0,0,4872,214008,149088,633828,264116,0.047,
0EKE,7955,21.8946,192,0,0,22,0,0,11496,983208,381840,1623024,1135602,0.315,
0EMA,1200,3.3867,44,0,0,4,0,0,2328,64824,57600,245004,89462,0.013,
0ENS,4049,11.1759,106,0,0,12,0,0,6312,323448,194352,826200,393126,0.045,
0ENV,4123,11.3703,107,0,0,12,0,0,6336,328608,197904,841296,402283,0.047,
0ERS,2129,5.9138,64,0,0,6,0,0,3432,125736,102192,434520,159810,0.023,
0ESK,5834,16.0931,145,0,0,17,0,0,8808,580536,280032,1190340,690318,0.069,
0ESL,2369,6.5599,69,0,0,7,0,0,3864,145992,113712,483480,182818,0.026,
0ESN,4118,11.3484,107,0,0,12,0,0,6336,328608,197664,840276,403139,0.047,
0FAF,4965,13.7495,126,0,0,14,0,0,7416,443880,238320,1013064,538303,0.251,
0FAL,8608,23.9507,208,0,0,24,0,0,12504,1145688,413184,1756236,1319405,0.128,
0FAR,7358,20.3258,179,0,0,21,0,0,10872,862776,353184,1501236,1007157,0.101,
0FBG,2967,8.3614,83,0,0,9,0,0,4824,205848,142416,605472,255996,0.034,
0FIL,3247,8.9966,88,0,0,9,0,0,4944,226608,155856,662592,280630,0.037,
0FIN,4114,11.3703,107,0,0,12,0,0,6336,328608,197472,839460,402588,0.049,
0FLR,1944,5.4264,60,0,0,6,0,0,3336,113640,93312,396780,147498,0.022,
0FLU,5219,14.4038,132,0,0,15,0,0,7872,485376,250512,1064880,583417,0.068,
0FRA,1721,4.7365,54,0,0,5,0,0,2880,92880,82608,351288,125681,0.02,
0FRB,4603,12.731,118,0,0,13,0,0,6912,392592,220944,939216,476091,0.057,
0FRE,6708,18.5544,165,0,0,19,0,0,9912,738408,321984,1368636,866384,0.09,
0FRI,4581,12.7119,118,0,0,13,0,0,6912,392592,219888,934728,475887,0.058,
0FRL,5558,15.6852,142,0,0,16,0,0,8424,555672,266784,1134036,664922,0.071,
0FRO,4987,13.7467,126,0,0,14,0,0,7416,443880,239376,1017552,534547,0.062,
0FUN,6863,19.0007,169,0,0,19,0,0,10008,770664,329400,1400256,901869,0.095,
0FUR,7520,20.7201,182,0,0,21,0,0,10944,888912,360960,1534284,1030802,0.115,
0GAD,6823,18.9952,168,0,0,19,0,0,9984,762528,327504,1392096,895359,0.108,
0GAL,6457,17.7906,159,0,0,18,0,0,9456,687408,309936,1317432,814400,0.08,
0GAM,4020,11.0883,105,0,0,12,0,0,6288,318336,192960,820284,391639,0.048,
0GEB,4840,13.4401,124,0,0,14,0,0,7368,431784,232320,987564,521636,0.058,
0GIM,887,2.4504,36,0,0,3,0,0,1824,45024,42576,181152,65300,0.018,
0GIS,4119,11.3703,107,0,0,12,0,0,6336,328608,197712,840480,402448,0.047,
0GLO,4102,11.3703,107,0,0,12,0,0,6336,328608,196896,837012,402428,0.047,
0GMA,4120,11.3703,107,0,0,12,0,0,6336,328608,197760,840684,402555,0.051,
0GMO,2057,5.8317,63,0,0,6,0,0,3408,122640,98736,419832,157006,0.022,
0GNA,5331,14.8337,135,0,0,15,0,0,7944,504744,255888,1087728,608043,0.063,
0GOT,1189,3.2717,43,0,0,4,0,0,2304,62688,57072,242760,87452,0.013,
0GRA,7535,20.7803,183,0,0,21,0,0,10968,897720,361680,1537344,1044465,0.1,
0GRB,1305,3.6742,46,0,0,4,0,0,2376,69240,62640,266424,96242,0.014,
0GRI,5576,15.3813,140,0,0,16,0,0,8376,542040,267648,1137708,645082,0.067,
0GRN,6677,18.4477,164,3,1,19,0,0,14520,1030200,472848,1362312,1140413,0.102,
0GRO,7425,20.4709,180,3,0,21,0,0,16080,1332288,534600,1514904,1459963,0.131,
0GRS,5230,14.6366,134,0,0,15,0,0,7920,498240,251040,1067124,596974,0.061,
0GST,2538,7.0253,73,0,0,7,0,0,3960,159816,121584,517956,198419,0.026,
0GUL,5375,14.8967,136,0,0,15,0,0,7968,511296,258000,1096704,611824,0.067,
0GUM,2507,6.9678,72,0,0,7,0,0,3936,156288,120336,511632,197023,0.026,
0GUN,7239,20.1862,178,0,0,21,0,0,10848,854160,347472,1476960,999115,0.097,
0GVA,5876,16.4736,148,0,0,17,0,0,8880,601776,282048,1198908,713163,0.076,
0GVG,3076,8.4983,84,0,0,9,0,0,4848,209904,147648,627708,258588,0.034,
0HAD,4223,11.8056,111,0,0,12,0,0,6432,349728,202704,861696,423707,0.049,
0HAE,2928,8.1123,81,0,0,9,0,0,4776,197880,140544,597516,244426,0.033,
0HAF,5369,14.8227,135,0,0,15,0,0,7944,504744,257712,1095480,602584,0.064,
0HAG,2067,5.7823,63,0,0,6,0,0,3408,122640,99216,421872,157913,0.022,
0HAM,7509,20.7201,182,0,0,21,0,0,10944,888912,360432,1532040,1031600,0.104,
0HAP,7260,20.1506,178,0,0,21,0,0,10848,854160,348480,1481244,992728,0.101,
0HAS,11716,32.5558,277,0,0,33,0,3,16968,1988664,562368,2390268,2209217,0.199,
0HAV,3391,9.3936,92,0,0,10,0,0,5352,248136,162768,691968,306035,0.038,
0HDA,4114,11.3703,107,0,0,12,0,0,6336,328608,197472,839460,402295,0.05,
0HDG,5656,16.0876,145,0,0,17,0,0,8808,580536,271488,1154028,688962,0.082,
0HED,6876,18.998,168,4,0,19,0,0,15312,1072272,495072,1402908,1199328,0.103,
0HEL,163,0.4462,20,0,1,1,0,0,816,14640,7824,33456,20379,0.004,
0HEM,6614,18.4805,164,0,0,19,0,0,9888,730464,317472,1349460,863216,0.084,
0HEN,4111,11.3703,107,0,0,12,0,0,6336,328608,197328,838848,402455,0.05,
0HFS,8760,24.3368,211,0,0,25,0,0,12888,1180056,420480,1787244,1352672,0.133,
0HIL,8653,23.8494,207,0,0,24,0,0,12480,1135680,415344,1765416,1301049,0.124,
0HIS,3169,9.2539,91,0,0,10,0,0,5328,243696,152112,646680,294641,0.038,
0HJO,8015,22.0945,193,0,0,23,0,0,11832,996552,384720,1635264,1154708,0.112,
0HJV,4615,12.7338,118,0,0,13,0,0,6912,392592,221520,941664,475180,0.054,
0HLL,5349,14.7625,135,0,0,15,0,0,7944,504744,256752,1091400,603644,0.064,
0HLM,3066,8.4572,84,0,0,9,0,0,4848,209904,147168,625668,259735,0.037,
0HLO,4119,11.3703,107,0,0,12,0,0,6336,328608,197712,840480,402527,0.05,
0HMS,5494,15.1458,138,0,0,16,0,0,8328,528600,263712,1120980,631093,0.113,
0HNA,3921,10.8556,103,0,0,11,0,0,5928,304200,188208,800088,373640,0.044,
0HOA,5070,14.037,129,3,0,15,0,0,11736,694776,365040,1034484,783624,0.07,
0HOB,7353,20.3258,179,0,0,21,0,0,10872,862776,352944,1500216,1009251,0.102,
0HOJ,4544,12.5558,117,0,0,13,0,0,6888,386904,218112,927180,471266,0.064,
0HOL,1099,3.0199,41,0,0,3,0,0,1944,54504,52560,224400,76727,0.012,
0HOO,5650,15.5893,141,0,0,16,0,0,8400,548832,271200,1152804,657117,0.073,
0HOR,4790,13.2156,122,0,0,14,0,0,7320,419880,229920,977364,507095,0.062,
0HOS,7209,19.9206,176,4,0,20,0,0,15984,1174608,519048,1470840,1315288,0.108,
0HOT,6805,18.9459,168,0,0,19,0,0,9984,762528,326640,1388424,891057,0.1,
0HRN,4008,11.0664,105,0,0,12,0,0,6288,318336,192384,817836,389337,0.05,
0HRO,8158,22.5654,197,0,0,23,0,0,11928,1034184,391584,1664436,1195503,0.116,
0HSA,6875,18.9815,168,0,0,19,0,0,9984,762528,330000,1402704,895719,0.093,
0HST,4917,13.6893,126,0,0,14,0,0,7416,443880,236016,1003272,533595,0.067,
0HSU,4119,11.3703,107,0,0,12,0,0,6336,328608,197712,840480,402453,0.053,
0HUD,6857,18.9021,168,0,0,19,0,0,9984,762528,329136,1399032,891560,0.092,
0HUS,1273,3.5784,45,0,0,4,0,0,2352,67008,61104,259896,92653,0.015,
0HVI,2145,6.0507,65,0,0,7,0,0,3768,132936,102960,437784,167743,0.024,
0HYB,7511,20.7201,182,0,0,21,0,0,10944,888912,360528,1532448,1032214,0.107,
0IDR,1953,5.3553,59,0,0,6,0,0,3312,110736,93744,398616,145212,0.021,
0JAK,6165,17.1581,154,0,0,18,0,0,9336,649608,295920,1257864,769963,0.076,
0JAM,4102,11.3703,107,0,0,12,0,0,6336,328608,196896,837012,402316,0.049,
0JAR,6874,18.998,168,0,0,19,0,0,9984,762528,329952,1402500,893174,0.092,
0JAT,4616,12.7474,118,0,0,13,0,0,6912,392592,221568,941868,475452,0.053,
0JAV,7300,20.1862,178,6,0,21,0,0,17256,1208280,525600,1489404,1359669,0.114,
0JFA,3430,9.4785,92,0,0,10,0,0,5352,248136,164640,699924,303646,0.039,
0JNA,3837,10.5846,101,0,0,11,0,0,5880,294312,184176,782952,361216,0.042,
0JOK,6908,19.1978,170,0,0,20,0,0,10344,782904,331584,1409436,921778,0.093,
0JON,11777,32.5804,277,7,1,33,0,3,26088,2608440,844824,2402712,2820295,0.253,
0JOR,3757,10.434,100,0,0,11,0,0,5856,289440,180336,766632,353229,0.059,
0JTP,7048,19.4168,172,0,0,20,0,0,10392,799416,338304,1437996,933307,0.09,
0JUN,6849,18.9459,168,0,0,19,0,0,9984,762528,328752,1397400,890801,0.094,
0JUO,6154,17.2293,154,0,0,18,0,0,9336,649608,295392,1255620,766260,0.079,
0KAB,6901,19.2006,170,3,0,20,0,0,15288,1147560,496872,1408008,1270935,0.103,
0KAL,8573,23.8248,207,0,0,24,0,0,12480,1135680,411504,1749096,1306804,0.121,
0KAR,10853,30.9568,264,0,0,31,0,2,16032,1811136,520944,2214216,2020834,0.228,
0KAS,6701,18.6147,165,0,0,19,0,0,9912,738408,321648,1367208,870236,0.089,
0KAT,7369,20.3258,179,0,0,21,0,0,10872,862776,353712,1503480,1006635,0.1,
0KBO,5149,14.5928,133,0,0,15,0,0,7896,491784,247152,1050600,592101,0.066,
0KEB,2459,6.9103,72,0,0,7,0,0,3936,156288,118032,501840,193569,0.026,
0KER,2430,7.143,74,0,0,8,0,0,4296,167448,116640,495924,207038,0.029,
0KIC,6271,17.6208,157,0,0,18,0,0,9408,672144,301008,1279488,797624,0.082,
0KIE,6259,17.6208,157,0,0,18,0,0,9408,672144,300432,1277040,797333,0.082,
0KIR,11335,32.5804,277,9,3,33,0,3,26784,2558448,806976,2312544,2774001,0.223,
0KIS,1623,4.6817,54,0,0,5,0,0,2880,92880,77904,331296,122159,0.02,
0KIV,4695,13.41,124,0,0,14,0,0,7368,431784,225360,957984,521434,0.06,
0KLI,7377,20.3258,179,0,0,21,0,0,10872,862776,354096,1505112,1006397,0.099,
0KNA,8676,23.9507,208,0,0,24,0,0,12504,1145688,416448,1770108,1318631,0.122,
0KNI,1202,3.5537,45,0,0,4,0,0,2352,67008,57696,245412,91191,0.014,
0KOB,1050,7.8412,79,2,0,5,0,0,4968,220200,75600,214404,217235,0.017,
0KOL,5327,14.7324,134,0,0,15,0,0,7920,498240,255696,1086912,599770,0.07,
0KOP,2962,8.1944,82,0,0,9,0,0,4800,201840,142176,604452,250520,0.042,
0KOR,6334,17.6728,158,0,0,18,0,0,9432,679752,304032,1292340,802799,0.087,
0KOS,278,0.7776,23,0,1,1,0,0,888,17880,13344,56916,25797,0.005,
0KOT,5684,15.6852,142,0,0,16,0,0,8424,555672,272832,1159740,665333,0.075,
0KOV,4963,13.7468,126,0,0,14,0,0,7416,443880,238224,1012656,538236,0.058,
0KRA,7417,20.4518,180,3,1,21,0,0,16032,1263984,532032,1513272,1391602,0.113,
0KRB,4117,11.3703,107,0,0,12,0,0,6336,328608,197616,840072,402611,0.05,
0KRE,4119,11.3539,107,0,0,12,0,0,6336,328608,197712,840480,402775,0.049,
0KRI,5650,15.5866,141,0,0,16,0,0,8400,548832,271200,1152804,657165,0.076,
0KRO,5125,14.1547,130,0,0,15,0,0,7824,472704,246000,1045704,567754,0.066,
0KST,4883,13.4757,124,0,0,14,0,0,7368,431784,234384,996336,520515,0.063,
0KTH,4023,11.0554,105,0,0,12,0,0,6288,318336,193104,820896,387753,0.047,
0KUM,4602,12.7064,118,0,0,13,0,0,6912,392592,220896,939012,476241,0.058,
0KUN,7856,21.8946,192,7,1,22,0,0,18528,1295040,560424,1602828,1465098,0.121,
0KVI,5830,16.512,149,4,2,17,0,0,13656,888552,414648,1189524,992320,0.087,
0LAD,1105,3.0253,41,0,0,3,0,0,1944,54504,52800,225624,76736,0.012,
0LAJ,6116,17.2211,154,0,0,18,0,0,9336,649608,293568,1247868,766651,0.077,
0LAK,5676,15.8631,143,0,0,16,0,0,8448,562560,272448,1158108,669965,0.074,
0LAN,7534,20.7803,183,0,0,21,0,0,10968,897720,361632,1537140,1044784,0.105,
0LAR,4480,12.4052,116,0,0,13,0,0,6864,381264,215040,914124,466099,0.053,
0LAS,4109,11.3457,107,0,0,12,0,0,6336,328608,197232,838440,403196,0.065,
0LAT,771,2.1164,33,0,0,3,0,0,1752,39912,37008,157488,58579,0.01,
0LBH,5622,15.5291,141,0,0,16,0,0,8400,548832,269856,1147092,653662,0.075,
0LDA,2641,7.3813,76,0,0,8,0,0,4344,174744,126768,538968,215675,0.032,
0LDE,1702,4.6899,54,0,0,5,0,0,2880,92880,81696,347412,125216,0.018,
0LED,6070,16.9062,152,0,0,17,0,0,8976,630768,291360,1238484,752485,0.08,
0LEK,10787,30.9568,264,7,1,31,0,0,24840,2353656,773808,2200752,2553910,0.191,
0LEN,7512,20.7009,182,0,0,21,0,0,10944,888912,360576,1532652,1032304,0.105,
0LFT,4885,13.4785,124,0,0,14,0,0,7368,431784,234480,996744,519980,0.08,
0LHE,4115,11.3457,107,0,0,12,0,0,6336,328608,197520,839664,403161,0.054,
0LIC,4075,11.2608,107,0,0,12,0,0,6336,328608,195600,831504,400901,0.048,
0LID,1259,3.4497,44,0,0,4,0,0,2328,64824,60432,257040,90679,0.014,
0LIE,4096,11.3703,107,0,0,12,0,0,6336,328608,196608,835788,402465,0.048,
0LIH,5359,14.8364,135,0,0,15,0,0,7944,504744,257232,1093440,608777,0.065,
0LIL,4122,11.3703,107,0,0,12,0,0,6336,328608,197856,841092,402595,0.047,
0LIN,6036,16.7146,150,0,0,17,0,0,8928,616176,289728,1231548,729056,0.08,
0LIO,3011,8.3505,83,0,0,9,0,0,4824,205848,144528,614448,254574,0.037,
0LKA,2742,8.1643,82,0,0,9,0,0,4800,201840,131616,559572,244959,0.034,
0LKO,3029,8.386,84,0,0,9,0,0,4848,209904,145392,618120,257620,0.036,
0LNC,3464,9.5688,93,0,0,10,0,0,5376,252624,166272,706860,310104,0.039,
0LND,3150,8.7064,86,0,0,9,0,0,4896,218160,151200,642804,268764,0.042,
0LOB,2406,6.6639,70,0,0,7,0,0,3888,149376,115488,491028,186524,0.026,
0LOD,8514,23.9507,208,0,0,24,0,0,12504,1145688,408672,1737060,1316763,0.136,
0LOF,7521,20.7611,183,0,0,21,0,0,10968,897720,361008,1534488,1039129,0.103,
0LSE,6862,18.9843,168,0,0,19,0,0,9984,762528,329376,1400052,894948,0.091,
0LUL,7307,20.2601,179,0,0,21,0,0,10872,862776,350736,1490832,1002822,0.104,
0LUM,3779,10.4504,100,0,0,11,0,0,5856,289440,181392,771120,353079,0.044,
0LVA,2570,7.1376,74,0,0,8,0,0,4296,167448,123360,524484,207552,0.029,
0LYC,1289,3.5345,45,0,0,4,0,0,2352,67008,61872,263160,93773,0.023,
0MAK,1962,5.4456,60,0,0,6,0,0,3336,113640,94176,400452,147453,0.02,
0MAL,1084,2.9843,40,0,0,3,0,0,1920,52512,52032,221340,75084,0.012,
0MAN,2552,7.1349,74,0,0,8,0,0,4296,167448,122496,520812,207298,0.028,
0MAT,3874,10.7269,102,0,0,11,0,0,5904,299232,185952,790500,369072,0.044,
0MBT,2974,8.2026,82,0,0,9,0,0,4800,201840,142752,606900,251751,0.034,
0MED,4090,11.3676,107,0,0,12,0,0,6336,328608,196320,834564,402199,0.047,
0MGV,4985,13.744,126,0,0,14,0,0,7416,443880,239280,1017144,539160,0.057,
0MJO,8826,24.3395,211,0,0,25,0,0,12888,1180056,423648,1800708,1346684,0.136,
0MKO,4116,11.3703,107,0,0,12,0,0,6336,328608,197568,839868,402311,0.047,
0MLA,7283,20.1506,178,3,0,21,0,0,15984,1268352,524376,1485936,1390572,0.112,
0MLE,2871,7.9398,80,0,0,8,0,0,4440,189912,137808,585888,236167,0.032,
0MLK,5335,14.7105,134,0,0,15,0,0,7920,498240,256080,1088544,600561,0.064,
0MLL,4834,13.3279,123,0,0,14,0,0,7344,425808,232032,986340,513036,0.06,
0MLM,5676,16.1013,145,0,0,17,0,0,8808,580536,272448,1158108,688102,0.074,
0MLU,7521,20.7201,182,0,0,21,0,0,10944,888912,361008,1534488,1031227,0.1,
0MLY,5606,15.5099,141,0,0,16,0,0,8400,548832,269088,1143828,655621,0.07,
0MOA,4889,13.5168,125,0,0,14,0,0,7392,437808,234672,997560,529791,0.065,
0MOB,3571,9.8618,95,0,0,10,0,0,5424,261744,171408,728688,324627,0.039,
0MOC,3701,10.2286,98,0,0,11,0,0,5808,279840,177648,755208,347168,0.042,
0MOL,2222,6.0835,65,0,0,7,0,0,3768,132936,106656,453492,168948,0.026,
0MOR,5220,14.3929,132,0,0,15,0,0,7872,485376,250560,1065084,584914,0.067,
0MOS,4161,11.4388,108,0,0,12,0,0,6360,333816,199728,849048,406387,0.066,
0MOT,573,1.6208,29,0,0,2,0,0,1344,29712,27504,117096,44527,0.008,
0MRF,2519,7.154,74,0,0,8,0,0,4296,167448,120912,514080,207194,0.028,
0MRJ,4083,11.3703,107,0,0,12,0,0,6336,328608,195984,833136,402009,0.047,
0MRS,5840,16.1013,145,0,0,17,0,0,8808,580536,280320,1191564,689972,0.072,
0MSE,4099,11.3703,107,0,0,12,0,0,6336,328608,196752,836400,402214,0.046,
0MUF,2970,8.2218,82,0,0,9,0,0,4800,201840,142560,606084,249859,0.032,
0MUN,3068,8.4791,84,0,0,9,0,0,4848,209904,147264,626076,259127,0.032,
0NAS,5382,14.883,136,0,0,15,0,0,7968,511296,258336,1098132,612313,0.064,
0NAT,6128,17.2019,154,0,0,18,0,0,9336,649608,294144,1250316,767993,0.084,
0NBA,6713,18.601,165,0,0,19,0,0,9912,738408,322224,1369656,872313,0.084,
0NBG,8774,24.3368,211,0,0,25,0,0,12888,1180056,421152,1790100,1351985,0.133,
0NBR,2815,7.781,79,0,0,8,0,0,4416,186048,135120,574464,228843,0.031,
0NBY,4855,13.3744,123,0,0,14,0,0,7344,425808,233040,990624,516981,0.06,
0NFJ,1233,3.4798,44,0,0,4,0,0,2328,64824,59184,251736,90442,0.016,
0NHL,4106,11.3676,107,0,0,12,0,0,6336,328608,197088,837828,402405,0.046,
0NIH,912,3.3621,43,0,0,4,0,0,2304,62688,43776,186252,81170,0.012,
0NIK,6542,18.152,162,0,0,19,0,0,9840,714720,314016,1334772,839795,0.091,
0NOA,4106,11.3566,107,0,0,12,0,0,6336,328608,197088,837828,403123,0.052,
0NOF,5139,14.2095,130,0,0,15,0,0,7824,472704,246672,1048560,573137,0.07,
0NOL,385,1.221,26,0,0,2,0,0,1272,25608,18480,78744,36623,0.007,
0NOR,10490,30.4011,260,5,5,31,0,0,23328,2282736,737376,2140164,2466279,0.2,
0NOS,4178,11.5674,109,0,0,12,0,0,6384,339072,200544,852516,416433,0.049,
0NRA,6857,18.9952,168,0,0,19,0,0,9984,762528,329136,1399032,894008,0.093,
0NUN,2615,7.2498,74,0,0,8,0,0,4296,167448,125520,533664,209535,0.03,
0NYB,7214,20.0301,177,0,0,20,0,0,10512,841536,345984,1471860,978173,0.098,
0NYH,1691,4.7584,55,0,0,5,0,0,2904,95544,81168,345168,126445,0.017,
0NYK,4110,11.3539,107,0,0,12,0,0,6336,328608,197280,838644,402591,0.054,
0NYL,6834,18.9021,168,0,0,19,0,0,9984,762528,328032,1394340,892287,0.092,
0NYN,9025,24.9281,216,0,0,25,0,0,13008,1231536,433200,1841304,1412581,0.141,
0OCK,4650,12.8296,119,0,0,13,0,0,6936,398328,223200,948804,482345,0.059,
0ODE,5377,14.82,135,0,0,15,0,0,7944,504744,258096,1097112,602309,0.066,
0OKC,4926,13.6099,125,0,0,14,0,0,7392,437808,236448,1005108,532505,0.063,
0OML,4417,12.2546,115,0,0,13,0,0,6840,375672,212016,901272,454959,0.054,
0OMO,1726,4.7584,55,0,0,5,0,0,2904,95544,82848,352308,126363,0.02,
