sta,n,span,order,n_segments,skipped_segments,n_blocks,dropped_blocks,n_flags,coef_bytes,gram_bytes,grid_bytes,raw_bytes,npz_bytes,seconds,error
KLO2,633,1.7523,31,0,0,2,0,0,1392,32688,30384,129336,47611,0.008,
KLO3,2841,7.9398,80,0,0,8,0,0,4440,189912,136368,579768,233796,0.031,
KLOB,5870,18.2231,162,5,0,19,0,0,15408,977568,422640,1197684,1104286,0.09,
KLOK,4977,14.1356,130,5,4,15,0,0,12432,670224,350400,1015512,780106,0.071,
KLOP,10323,29.128,250,7,1,30,0,0,23712,2074608,735480,2106096,2270263,0.184,
KLOS,1474,4.8405,55,0,0,5,0,0,2904,95544,70752,300900,120668,0.016,
KLPA,1163,4.8405,55,0,0,5,0,0,2904,95544,55824,237456,112642,0.015,
KLPD,1883,7.6687,78,0,0,7,0,0,4080,178176,90384,384336,196147,0.024,
KLPS,1017,4.2656,51,0,0,4,0,0,2496,81120,48816,207672,96040,0.012,
KLQ3,793,2.6146,37,0,0,3,0,0,1848,46824,38064,161976,64297,0.011,
KLR0,5578,17.5551,157,0,0,18,0,0,9408,672144,267744,1138116,785571,0.074,
KLRP,152,0.6927,22,0,1,1,0,0,864,16752,7296,31212,21608,0.004,
KLRS,2746,12.1479,114,3,5,11,0,0,9264,495312,182112,560388,519352,0.041,
KLS1,268,1.4127,28,0,3,2,0,0,1320,28296,12864,54876,35082,0.007,
KLSH,1251,5.9055,64,0,0,6,0,0,3432,125736,60048,255408,137334,0.017,
KLSP,1703,4.8953,56,0,0,5,0,0,2928,98256,81744,347616,129302,0.018,
KLSQ,4070,12.1862,114,2,0,13,0,0,9984,593088,293040,830484,657285,0.057,
KLTS,5020,14.9706,136,2,2,15,0,0,11472,780960,353856,1024284,867316,0.072,
KLU1,2709,9.295,91,0,0,10,0,0,5328,243696,130032,552840,284220,0.044,
KLU2,1227,5.0815,57,0,5,6,0,0,3264,105072,58896,250512,122938,0.016,
KLUC,710,2.3546,35,0,0,3,0,0,1800,43272,34080,145044,59642,0.011,
KLUU,2587,15.3347,139,0,1,11,0,0,6792,515016,124176,527952,537371,0.038,
KLWA,757,2.1054,33,0,1,3,0,0,1752,39912,36336,154632,58749,0.009,
KLWN,1271,4.3942,52,0,0,5,0,0,2832,87696,61008,259488,111265,0.016,
KLY2,929,4.6132,53,0,1,4,3,0,2544,86208,44568,189720,97242,0.012,
KM20,355,4.5174,53,0,5,5,0,0,2856,90264,17040,72624,86994,0.009,
KMA1,2240,10.987,104,2,1,10,0,0,8208,445248,158352,457164,454042,0.035,
KMAN,8107,24.0547,209,0,0,25,0,0,12840,1159800,389136,1654032,1325218,0.122,
KMBA,87,0.2464,18,0,1,1,0,0,768,12720,4176,17952,16792,0.003,
KMBR,1403,4.0466,49,0,0,5,0,0,2760,80280,67344,286416,108428,0.015,
KMIT,616,2.2861,35,0,1,3,0,0,1800,43272,29568,125868,57465,0.009,
KMJP,5284,18.0889,161,3,1,18,0,0,14040,1039080,379392,1078140,1129895,0.085,
KML1,,,,,,,,,,,,816,,0.001,"ValueError: KML1.tenv3: 3 epochs, need 24"
KMLP,2393,6.5818,69,0,0,7,0,0,3864,145992,114864,488376,183917,0.03,
KMNM,5075,14.6393,134,3,1,15,0,0,11904,787920,361056,1035504,881414,0.076,
KMNS,,,,,,,,,,,,816,,0.001,"ValueError: KMNS.tenv3: 3 epochs, need 24"
KMOC,234,0.6434,22,0,1,1,0,0,864,16752,11232,47940,23794,0.004,
KMOR,5841,17.9055,160,3,0,18,0,0,14184,1065432,420552,1191768,1171017,0.095,
KMPP,1023,2.8118,39,0,0,3,0,0,1896,50568,49104,208896,72315,0.012,
KMRA,1132,3.9151,48,0,0,4,0,0,2424,73848,54336,231132,93868,0.014,
KMS3,7056,19.6167,173,4,1,20,0,0,15720,1127304,502200,1439628,1255793,0.105,
KMTR,9165,25.8782,224,7,6,26,0,1,20880,1695024,637728,1869864,1881078,0.155,
KNAP,4820,13.4401,124,0,0,14,0,0,7368,431784,231360,983484,520278,0.057,
KNCB,3407,9.5086,93,0,0,10,0,0,5376,252624,163536,695232,311413,0.041,
KNDH,1122,3.154,42,0,0,4,0,0,2280,60600,53856,229092,84521,0.013,
KNDL,,,,,,,,,,,,4284,,0.0,"ValueError: KNDL.tenv3: 20 epochs, need 24"
KNDS,1354,7.9918,80,0,4,6,3,0,3816,181800,64752,276420,182232,0.018,
KNEZ,2119,8.0082,81,2,2,8,0,0,6696,298584,146928,432480,319173,0.026,
KNG3,5169,14.4148,132,0,0,15,0,0,7872,485376,248112,1054680,584674,0.069,
KNGL,49,0.1314,12,0,1,1,0,0,624,8112,2352,10200,12383,0.003,
KNGS,8717,24.1917,210,2,0,25,0,0,18360,1992744,627624,1778472,2166146,0.163,
KNGV,5035,13.8782,128,0,0,14,0,0,7464,456168,241680,1027344,551037,0.06,
KNJA,4573,14.2587,131,2,0,15,0,0,11424,824160,329256,933096,900321,0.073,
KNKG,1303,3.8987,48,0,1,4,0,0,2424,73848,62544,266016,98365,0.016,
KNKL,2447,7.0363,73,0,1,8,0,0,4272,163872,117456,499392,202089,0.028,
KNKO,6162,17.2539,155,4,45,18,0,0,12000,729696,339552,1257252,861594,0.087,
KNNE,6993,21.3908,188,4,5,22,0,0,16464,1308672,484224,1426776,1452335,0.116,
KNOC,6060,18.2122,162,2,0,19,0,0,14184,1113144,436320,1236444,1214342,0.097,
KNOL,9458,28.0192,241,7,10,28,0,3,21888,1900512,644952,1929636,2090272,0.192,
KNOX,1460,4.0712,49,0,1,5,0,0,2760,80280,70080,298044,109231,0.017,
KNRA,47,20.1041,11,0,1,0,21,0,288,3456,1128,9792,6243,0.003,
KNS5,5066,16.1671,146,2,2,17,0,0,12624,922128,358992,1033668,1002481,0.086,
KNS6,5323,16.1369,146,2,2,17,0,0,12624,922128,377520,1086096,1014010,0.086,
KNTN,8110,23.6331,206,6,1,24,0,0,19512,1499112,582600,1654644,1649720,0.138,
KNTP,237,0.7173,22,0,1,1,0,0,864,16752,11376,48552,23906,0.004,
KNWR,3646,13.0212,121,2,1,12,0,0,9600,589296,257280,743988,640454,0.054,
KNY1,753,9.1198,89,0,2,5,0,0,3720,214680,36144,153816,193864,0.015,
KNYA,11406,31.4415,268,10,39,32,0,2,24144,2119104,709560,2327028,2368015,0.209,
KOBF,1305,3.6194,45,0,6,4,0,0,2352,67008,62640,266424,93600,0.016,
KOBL,3339,22.6393,198,3,0,23,0,1,17544,1547352,240408,681360,1525724,0.084,
KOCH,,,,,,,,,,,,1632,,0.0,"ValueError: KOCH.tenv3: 7 epochs, need 24"
KOD5,7990,23.8494,207,7,9,24,0,3,19080,1411656,537192,1630164,1580523,0.123,
KOD6,5525,24.1096,209,5,7,22,6,0,16776,1358328,378312,1127304,1460132,0.093,
KODA,2594,10.0753,97,3,0,11,0,0,8976,435552,186768,529380,463699,0.038,
KODK,1730,6.631,70,2,5,6,3,0,5352,215832,112560,353124,235572,0.021,
KOE2,5140,16.4654,148,3,1,17,0,0,13296,915072,369696,1048764,995895,0.076,
KOEZ,1729,5.1964,58,0,0,5,0,0,2976,103824,82920,352920,132249,0.018,
KOHG,6342,18.141,162,3,3,19,0,0,14184,1001304,439560,1293972,1114721,0.14,
KOID,3761,10.9295,104,0,0,11,0,0,5952,309216,180528,767448,376787,0.043,
KOJO,827,3.4114,44,0,0,4,0,0,2328,64824,39696,168912,80335,0.012,
KOK3,185,0.564,21,0,1,1,0,0,840,15672,8880,37944,21692,0.004,
KOK5,8162,23.5236,205,3,0,24,0,0,18216,1673112,587664,1665252,1821949,0.137,
KOK6,4594,23.2855,203,2,0,19,6,0,15816,1608888,330528,937380,1628928,0.09,
KOKB,11214,32.6352,278,7,0,33,0,0,26160,2570976,807408,2287860,2755785,0.211,
KOKC,3464,10.3984,100,2,1,11,0,0,8664,453816,248616,706860,509119,0.045,
KOKF,1488,4.2409,50,0,0,5,0,0,2784,82704,71424,303756,111449,0.017,
KOKG,1488,4.2409,50,0,0,5,0,0,2784,82704,71424,303756,111459,0.016,
KOKJ,258,0.753,23,0,1,1,0,0,888,17880,12384,52836,25327,0.004,
KOKO,7931,21.796,191,7,4,22,0,0,18240,1266960,555456,1618128,1428908,0.127,
KOKS,4820,14.0013,129,0,0,14,0,0,7488,462384,231336,983484,553525,0.058,
KOKV,6338,17.8864,160,3,0,18,0,0,14160,1108224,456336,1293156,1231329,0.096,
KOL0,688,2.0124,33,0,0,2,0,0,1440,35856,32904,140556,51496,0.009,
KOL1,2685,9.4072,92,0,0,10,0,0,5352,248136,128880,547944,287952,0.031,
KOL2,2881,8.1753,82,0,0,9,0,0,4800,201840,138288,587928,248370,0.035,
KOL3,64,3.5099,16,0,1,2,3,0,1032,15048,2688,13260,20013,0.004,
KOL4,1424,4.1643,50,0,0,5,0,0,2784,82704,68352,290700,110168,0.022,
KOL5,,,,,,,,,,,,1224,,0.0,"ValueError: KOL5.tenv3: 5 epochs, need 24"
KOLB,534,1.7166,30,0,0,2,0,0,1368,31176,25632,109140,44323,0.008,
KOLO,513,1.7686,31,0,0,2,0,0,1392,32688,24624,104856,44749,0.007,
KOLP,884,3.102,41,0,0,4,0,0,2256,58560,42432,180540,77178,0.011,
KOM1,872,3.0554,41,0,1,4,0,0,2256,58560,41856,178092,77010,0.011,
KOMO,772,2.4421,36,0,1,3,0,0,1824,45024,37056,157692,62829,0.01,
KON1,1489,5.3497,59,0,0,6,0,0,3312,110736,71472,303960,133315,0.019,
KON2,104,0.6872,22,0,1,1,0,0,864,16752,4992,21420,20087,0.004,
KONA,2195,7.7536,79,0,0,8,0,0,4416,186048,105360,447984,214363,0.028,
KONE,6726,18.809,167,3,0,19,0,0,14832,1111440,484272,1372308,1224063,0.099,
KONI,5819,18.5544,165,2,1,18,0,0,13944,1136232,418080,1187280,1221798,0.092,
KONJ,569,2.2012,34,0,0,3,0,0,1776,41568,27312,116280,55083,0.011,
KONY,1900,14.3245,131,0,2,8,0,0,5664,450624,91200,387804,451036,0.03,
KOOT,5301,17.1499,154,5,0,18,0,0,14736,903216,381672,1081608,1001472,0.084,
KOP1,276,0.7857,23,0,1,1,0,0,888,17880,13248,56508,25638,0.004,
KOP2,1549,4.4079,52,2,1,5,0,0,4416,141696,107184,316200,177425,0.018,
KOPA,2206,11.562,109,2,3,9,3,0,7392,406608,143208,450228,426795,0.034,
KOPE,6302,17.9959,160,3,2,18,0,0,14016,1021056,445152,1285812,1135986,0.09,
KOPF,3125,8.7693,87,0,0,9,0,0,4920,222360,150000,637704,271789,0.033,
KOPR,8039,24.5038,213,3,0,25,0,2,18888,1792584,578808,1640160,1941592,0.143,
KOR1,1813,8.3203,83,3,2,8,0,0,7152,300048,126264,370056,313682,0.027,
KORC,828,10.0753,97,2,3,7,0,0,6096,311616,56808,169116,292818,0.021,
KORI,3941,18.0041,161,4,4,15,0,0,12504,866088,268080,804168,923101,0.062,
KORO,6702,19.1759,170,8,10,20,0,0,16632,994296,447216,1367412,1145997,0.104,
KORP,677,1.9905,32,0,1,2,0,0,1416,34248,32496,138312,50381,0.008,
KOS1,4744,13.1581,122,0,0,14,0,0,7320,419880,227712,967980,507872,0.063,
KOS2,5873,17.6372,158,2,0,18,0,0,13656,1097592,422856,1198296,1205313,0.132,
KOSA,1673,4.7666,55,0,0,5,0,0,2904,95544,80304,341496,124898,0.018,
KOSC,1787,6.5298,69,0,0,7,0,0,3864,145992,85776,364752,168672,0.02,
KOSG,6975,21.8946,192,4,2,22,0,0,17184,1340976,493896,1423104,1453791,0.112,
KOSI,2895,8.449,84,0,0,9,0,0,4848,209904,138960,590784,255670,0.032,
KOSM,9453,27.0582,233,5,4,28,0,0,21312,1939872,668376,1928616,2113080,0.176,
KOST,447,1.7249,30,0,0,2,0,0,1368,31176,21456,91392,42187,0.007,
KOSZ,5916,18.5544,165,2,1,19,0,0,14232,1135320,425160,1207068,1226943,0.095,
KOTL,3444,9.974,96,0,0,10,0,0,5448,266376,165312,702780,326824,0.039,
KOU1,701,4.2409,50,0,1,4,3,0,2472,78648,33624,143208,86353,0.01,
KOU2,663,3.6413,46,0,0,4,0,0,2376,69240,31824,135456,79263,0.015,
KOUC,10063,30.3135,259,13,15,31,0,0,25608,2055528,658320,2053056,2298860,0.176,
KOUG,5541,15.4716,140,3,0,16,0,0,12600,810504,398952,1130568,905929,0.083,
KOUM,4349,14.9377,136,2,0,14,0,0,11088,762720,313128,887400,823087,0.069,
KOUN,6370,22.2724,195,8,10,23,0,0,18768,1269840,440736,1299684,1413661,0.114,
KOUR,10971,32.616,277,7,3,33,0,0,25656,2470968,777048,2238288,2661501,0.206,
KOWN,1084,3.0144,41,0,0,3,0,0,1944,54504,51888,221340,76532,0.014,
KOZI,2401,9.3223,91,0,0,10,0,0,5328,243696,115248,490008,275977,0.03,
KOZM,3524,11.7234,110,0,0,12,0,0,6408,344376,169152,719100,404612,0.046,
KP10,3694,13.4866,124,0,0,14,0,0,7368,431784,177312,753780,496285,0.061,
KP12,3172,13.1772,122,0,0,14,0,0,7320,419880,152256,647292,469963,0.043,
KP13,4197,14.497,132,0,1,15,0,0,7872,485376,201456,856392,560982,0.053,
KP14,3921,14.4148,132,0,0,15,0,0,7872,485376,188208,800088,553331,0.057,
KP15,1235,4.7365,54,0,0,5,0,0,2880,92880,59280,252144,113715,0.016,
KP16,3495,13.8782,128,0,0,14,0,0,7464,456168,167760,713184,515533,0.055,
KP18,4081,13.1417,122,0,0,14,0,0,7320,419880,195888,832728,494346,0.049,
KP19,3961,13.1143,121,0,0,14,0,0,7296,414000,190128,808248,482329,0.049,
KP21,1373,4.0028,49,0,0,4,0,0,2448,76224,65856,280296,102747,0.016,
KP35,2932,9.1773,90,0,0,10,0,0,5304,239304,140736,598332,287442,0.033,
KPCD,3431,9.5058,93,2,0,10,0,0,8040,439464,247032,700128,489991,0.046,
KPCS,2748,9.4976,92,2,0,10,0,0,7992,430968,197856,560796,456846,0.038,
KPI1,4244,14.7269,134,0,0,15,0,0,7920,498240,203712,865980,574732,0.058,
KPI6,4257,14.7269,134,0,0,15,0,0,7920,498240,204336,868632,575000,0.057,
KPI9,1697,7.2963,75,0,0,8,0,0,4320,171072,81456,346392,189469,0.022,
KPLN,1024,2.8364,39,0,0,3,0,0,1896,50568,49152,209100,72665,0.012,
KPRA,712,4.2437,50,0,5,3,3,0,2160,74592,33984,145452,80377,0.01,
KPTI,2336,9.5387,93,3,5,10,0,0,7800,338376,156936,476748,369469,0.032,
KPVA,1134,5.9521,64,0,0,6,0,0,3432,125736,54432,231540,134469,0.015,
KR0G,991,4.4682,52,0,0,5,0,0,2832,87696,47568,202368,102791,0.014,
KRA1,5995,16.5311,149,0,0,17,0,0,8904,608952,287760,1223184,725612,0.079,
KRA2,1727,5.9083,64,0,0,6,0,0,3432,125736,82896,352512,150272,0.021,
KRA5,1236,4.6407,54,0,0,5,0,0,2880,92880,59328,252348,112814,0.016,
KRAC,8471,24.9199,216,8,3,25,0,1,20976,1584672,602784,1728288,1768330,0.141,
KRAK,250,0.7282,22,0,1,1,0,0,864,16752,12000,51204,24134,0.005,
KRAP,357,2.4668,36,0,0,2,0,0,1512,40968,17040,73032,45863,0.007,
KRAR,608,2.4641,36,0,1,3,0,0,1824,45024,29184,124236,58312,0.008,
KRAS,750,2.4011,36,0,0,3,0,0,1824,45024,36000,153204,62051,0.009,
KRAW,7740,23.5783,205,2,0,24,0,0,17784,1773048,557280,1579164,1913054,0.138,
KRB1,1316,6.8993,72,2,1,5,0,0,5064,212712,93168,268668,217734,0.019,
KRBG,7052,24.7173,214,3,0,21,0,0,17736,1844184,507744,1438812,1953851,0.12,
KRBK,2596,14.3245,131,0,2,10,0,0,6288,458736,124608,529788,481580,0.036,
KRBL,,,,,,,,,,,,1428,,0.0,"ValueError: KRBL.tenv3: 6 epochs, need 24"
KRDG,664,5.0322,57,2,0,3,6,0,4128,163104,47640,135660,152080,0.011,
KRDI,2188,12.6242,117,2,5,10,0,0,7992,474504,144936,446556,488016,0.035,
KRDL,5982,18.0178,161,2,0,18,0,0,13800,1118568,430536,1220532,1218731,0.091,
KREG,2721,9.1417,90,0,0,10,0,0,5304,239304,130608,555288,282543,0.039,
KRET,121,0.4463,20,0,1,1,0,0,816,14640,5808,24888,19260,0.004,
KRG1,1104,3.2717,43,0,0,4,0,0,2304,62688,52992,225420,85564,0.013,
KRGG,4973,13.9137,128,4,1,14,0,0,11784,682104,357888,1014696,773361,0.08,
KRGT,1444,6.9076,72,2,1,5,0,0,5088,214656,102528,294780,226769,0.019,
KRIK,105,3.5373,26,0,1,3,3,0,1584,29664,4944,21624,33804,0.006,
KRIN,2033,6.9267,72,2,4,6,0,0,5232,208800,132792,414936,238727,0.024,
KRIS,545,1.5058,29,0,0,2,0,0,1344,29712,26160,111384,43449,0.008,
KRL2,1163,3.2745,43,0,0,4,0,0,2304,62688,55824,237456,86859,0.014,
KRLS,4831,17.4374,156,0,0,15,0,0,8448,652416,231888,985728,735674,0.073,
KRMT,2277,7.1814,74,0,1,8,0,0,4296,167448,109296,464712,203308,0.026,
KRNG,5091,15.3758,140,2,1,16,0,0,12000,872784,366456,1038768,963916,0.08,
KRO1,5780,17.6372,158,2,0,18,0,0,13656,1063752,416160,1179324,1159512,0.092,
KROL,4347,14.59,133,0,0,15,0,0,7896,491784,208656,886992,572371,0.055,
KROM,1393,5.9795,64,2,0,6,0,0,5424,209376,100296,284376,222104,0.02,
KROR,207,0.564,21,0,1,1,0,0,840,15672,9936,42432,22126,0.004,
KROS,6030,18.5544,165,3,1,19,0,0,14664,1057656,433368,1230324,1155199,0.096,
KROT,2913,9.0459,89,2,0,10,0,0,7848,406056,209736,594456,440458,0.041,
KROU,2094,5.922,64,2,0,6,0,0,5424,209376,150768,427380,246142,0.027,
KRP1,1001,3.5018,45,0,5,4,0,0,2352,67008,48048,204408,86039,0.013,
KRPA,436,1.254,27,0,0,2,0,0,1296,26928,20928,89148,38957,0.006,
KRPO,603,3.3703,43,0,0,4,0,0,2304,62688,28944,123216,72296,0.009,
KRPS,1076,3.2115,42,0,1,4,0,0,2280,60600,51648,219708,83518,0.012,
KRRM,2082,6.0397,65,0,1,7,0,0,3768,132936,99936,424932,166022,0.024,
KRRS,2806,8.3559,83,2,1,9,0,0,7200,334992,199200,572628,372905,0.035,
KRS1,5661,17.8809,160,4,1,18,0,0,14376,951432,400296,1155048,1056366,0.086,
KRSU,233,0.6598,22,0,3,1,0,0,864,16752,11184,47736,23558,0.004,
KRT1,889,2.5024,37,0,0,3,0,0,1848,46824,42672,181560,66753,0.01,
KRTL,438,2.1711,34,0,0,3,0,0,1776,41568,21024,89556,51339,0.008,
KRTM,5210,18.1629,162,3,0,18,0,0,14256,1047744,374928,1063044,1120023,0.083,
KRTN,3802,11.9699,112,2,0,12,0,0,9576,561000,273744,775812,615975,0.056,
KRTV,9068,25.9548,224,4,1,26,0,0,20040,1949688,652680,1850076,2117157,0.163,
KRU1,3018,14.8775,136,4,0,12,0,0,11568,729600,217296,615876,741470,0.053,
KRUF,279,1.8672,31,0,0,2,0,0,1392,32688,13392,57120,38651,0.006,
KRUG,6150,19.3319,171,0,0,20,0,0,10368,791136,295200,1254804,916693,0.088,
KRUI,2842,11.3922,108,3,6,10,3,0,8640,447888,186984,579972,481867,0.043,
KRUM,2452,7.3703,75,0,0,8,0,0,4320,171072,117696,500412,210558,0.029,
KRYK,1524,4.8405,55,0,0,5,0,0,2904,95544,73152,311100,121903,0.017,
KRYO,1273,11.0938,105,2,7,6,3,0,5928,341736,82632,259896,332817,0.025,
KSAY,3342,9.9192,96,0,0,10,0,0,5448,266376,160416,681972,321483,0.038,
KSBA,3338,9.9494,96,0,0,10,0,0,5448,266376,160224,681156,320108,0.04,
KSBK,3454,9.9521,96,0,0,10,0,0,5448,266376,165792,704820,322606,0.04,
KSBR,3387,9.7577,95,0,0,10,0,0,5424,261744,162576,691152,320226,0.041,
KSBU,3455,10.0041,97,0,0,10,0,0,5472,271056,165792,705024,330746,0.039,
KSBY,991,6.5297,69,0,0,5,0,0,3240,137880,47568,202368,135129,0.015,
KSCC,2902,10.1437,98,0,0,11,0,0,5808,279840,139296,592212,324982,0.039,
KSCH,2589,7.5236,77,0,0,8,0,0,4368,178464,124272,528360,217783,0.031,
KSCI,3515,13.0814,121,0,0,14,0,0,7296,414000,168720,717264,472136,0.047,
KSCM,3298,9.8946,96,0,0,10,0,0,5448,266376,158304,672996,321296,0.043,
KSCO,3543,10.1465,98,0,0,11,0,0,5808,279840,170064,722976,340704,0.041,
KSCP,3274,9.8316,95,0,0,10,0,0,5424,261744,157152,668100,314876,0.039,
KSCW,3394,9.9083,96,0,0,10,0,0,5448,266376,162912,692580,322761,0.038,
KSDT,3290,9.8179,95,0,0,10,0,0,5424,261744,157920,671364,315250,0.037,
KSDU,43,0.1478,10,0,1,1,0,0,576,6960,2064,8976,11444,0.003,
KSED,3277,9.5934,93,0,0,10,0,0,5376,252624,157296,668712,310425,0.036,
KSEM,4925,22.4531,196,0,0,16,0,0,9720,996312,236400,1004904,1071793,0.096,
KSEU,3378,9.9001,96,0,0,10,0,0,5448,266376,162144,689316,322489,0.038,
KSFS,2520,7.3484,75,0,0,8,0,0,4320,171072,120960,514284,210572,0.028,
KSGB,3121,10.1574,98,0,0,11,0,0,5808,279840,149808,636888,330291,0.036,
KSGC,3539,10.1629,98,0,0,11,0,0,5808,279840,169872,722160,339866,0.046,
KSH2,670,2.0452,33,0,8,3,0,0,1752,39912,32160,136884,56302,0.009,
KSHA,3342,9.974,96,0,0,10,0,0,5448,266376,160416,681972,324733,0.039,
KSHI,4394,14.527,133,6,19,15,0,0,11976,608184,279384,896580,704144,0.064,
KSHR,3261,9.7632,95,0,0,10,0,0,5424,261744,156528,665448,316859,0.038,
KSHU,3151,9.9685,96,0,0,10,0,0,5448,266376,151248,643008,314926,0.041,
KSHW,3557,10.1876,98,0,0,11,0,0,5808,279840,170736,725832,339369,0.054,
KSHX,384,1.0651,25,0,0,2,0,0,1248,24336,18432,78540,35324,0.006,
KSJM,3276,9.8207,95,0,0,10,0,0,5424,261744,157248,668508,314881,0.038,
KSKE,768,3.5921,45,0,0,4,0,0,2352,67008,36864,156876,79918,0.01,
KSKG,3081,9.9685,96,0,0,10,0,0,5448,266376,147888,628728,313160,0.037,
KSKU,4646,13.5277,125,0,0,14,0,0,7392,437808,223008,947988,526156,0.073,
KSKW,3248,9.9083,96,0,0,10,0,0,5448,266376,155904,662796,322398,0.038,
KSKY,3458,9.911,96,0,0,10,0,0,5448,266376,165984,705636,324301,0.042,
KSLC,3448,9.911,96,0,0,10,0,0,5448,266376,165504,703596,324328,0.038,
KSLM,1481,5.9795,64,2,0,6,0,0,5424,209376,106632,302328,226120,0.023,
KSLW,3335,10.0069,97,0,0,10,0,0,5472,271056,160008,680544,326494,0.038,
KSM1,1215,3.9617,48,0,0,4,0,0,2424,73848,58320,248064,96182,0.014,
KSM2,1048,3.5537,45,0,0,4,0,0,2352,67008,50304,213996,87220,0.012,
KSMA,3278,9.9658,96,0,0,10,0,0,5448,266376,157344,668916,317889,0.037,
KSMD,3458,9.8946,96,0,0,10,0,0,5448,266376,165984,705636,324938,0.039,
KSMH,3388,10.0096,97,0,0,10,0,0,5472,271056,162528,691356,328498,0.042,
KSML,2583,7.5291,77,0,0,8,0,0,4368,178464,123984,527136,217269,0.028,
KSMP,3487,9.974,96,0,0,10,0,0,5448,266376,167376,711552,328314,0.04,
KSMV,5696,17.8371,159,3,82,18,0,0,11472,744048,301968,1162188,860368,0.08,
KSMY,3301,10.1821,98,0,0,11,0,0,5808,279840,158448,673608,333737,0.041,
KSNB,6423,18.7816,167,3,1,18,0,0,14496,1152864,461856,1310496,1270963,0.106,
KSNC,3456,9.9521,96,0,0,10,0,0,5448,266376,165888,705228,322681,0.04,
KSOB,2596,7.5318,77,0,0,8,0,0,4368,178464,124608,529788,217737,0.029,
KSOC,4181,14.7269,134,0,0,15,0,0,7920,498240,200688,853128,573329,0.056,
KSOG,3454,9.8973,96,0,0,10,0,0,5448,266376,165792,704820,324860,0.037,
KSOL,3510,10.0616,97,0,0,11,0,0,5784,275112,168480,716244,334340,0.043,
KSOT,256,0.8022,23,0,1,1,0,0,888,17880,12288,52428,25107,0.005,
KSPO,2548,7.6304,78,0,0,8,0,0,4392,182232,122304,519996,219910,0.031,
KSPR,3362,9.8234,95,0,0,10,0,0,5424,261744,161376,686052,316930,0.036,
KSRN,42,0.1123,10,0,1,1,0,0,576,6960,2016,8772,11337,0.003,
KSSC,729,2.0041,33,0,0,2,0,0,1440,35856,34944,148920,52236,0.009,
KSSD,296,1.0705,25,0,0,1,0,0,936,20280,14136,60588,27914,0.005,
KSSI,2795,8.1506,82,0,0,9,0,0,4800,201840,134160,570384,244562,0.032,
KSSL,3459,9.7604,95,0,0,10,0,0,5424,261744,166032,705840,321938,0.038,
KSSN,3149,10.1848,98,0,0,11,0,0,5808,279840,151152,642600,329549,0.037,
KSSR,346,0.9774,24,0,1,1,0,0,912,19056,16608,70788,28408,0.005,
KSSY,2033,8.0739,81,0,0,8,0,0,4464,193824,97560,414936,216656,0.025,
KST5,4190,11.7043,110,3,0,12,0,0,9912,525720,301680,854964,606452,0.053,
KST6,3986,11.5182,109,3,0,12,0,0,9864,518520,286992,813348,587463,0.056,
KSTB,3162,10.1602,98,0,0,11,0,0,5808,279840,151776,645252,330921,0.037,
KSTC,355,0.9829,24,0,1,1,0,0,912,19056,17040,72624,28497,0.005,
KSTD,7454,24.0547,209,0,0,25,0,0,12840,1159800,357792,1520820,1310246,0.119,
KSTK,74,0.2163,18,0,1,1,0,0,768,12720,3552,15300,16404,0.003,
KSTM,2529,14.3245,131,0,1,10,0,0,6288,458736,121392,516120,479786,0.037,
KSTU,1445,7.0527,73,2,1,8,0,0,6240,246288,99768,294984,252970,0.024,
KSU1,7167,20.1506,178,2,0,21,0,0,15552,1380864,516024,1462272,1515290,0.126,
KSUT,990,2.9705,40,0,0,3,0,0,1920,52512,47520,202164,73300,0.012,
KSW1,119,0.6626,22,0,1,1,0,0,864,16752,5712,24480,20508,0.003,
KSWA,442,1.2129,26,0,0,2,0,0,1272,25608,21216,90372,38016,0.006,
KSWF,3349,9.9713,96,0,1,10,0,0,5448,266376,160752,683400,325115,0.044,
KSWK,3406,9.7741,95,0,0,10,0,0,5424,261744,163488,695028,320071,0.038,
KSWN,3440,9.9138,96,0,0,10,0,0,5448,266376,165120,701964,323446,0.041,
KSWT,221,0.6626,22,0,1,1,0,0,864,16752,10608,45288,23351,0.004,
KTBW,8988,25.3991,220,6,4,26,0,0,20616,1673496,639576,1833756,1847027,0.154,
KTCH,2934,10.6064,101,4,4,11,0,0,9192,410520,206760,598740,462818,0.054,
KTCK,3899,10.9432,104,0,0,11,0,0,5952,309216,187152,795600,380479,0.047,
KTET,4601,15.1732,138,4,26,16,0,0,11232,619008,265776,938808,708636,0.067,
KTGM,3045,9.1527,90,2,0,10,0,0,7896,388680,219240,621384,433714,0.042,
KTHA,1710,6.1876,66,0,0,7,0,0,3792,136128,82080,349044,159077,0.021,
KTIA,6847,18.8282,167,6,0,19,0,0,16080,1036080,492984,1396992,1182900,0.101,
KTIM,310,2.0862,33,0,0,3,0,0,1752,39912,14880,63444,46920,0.006,
KTMB,3818,10.6858,102,0,0,11,0,0,5904,299232,183264,779076,364615,0.046,
KTMT,3588,10.9103,104,3,0,11,0,0,9312,471840,258336,732156,530470,0.049,
KTNO,3594,13.221,122,0,0,14,0,0,7320,419880,172512,733380,479029,0.046,
KTON,4433,12.7611,119,3,1,13,0,0,10512,579024,313968,904536,659100,0.061,
KTPH,729,2.0206,33,0,0,2,0,0,1440,35856,34800,148920,52120,0.009,
