station,component,config,step_year,step_index,code,magnitude,distance_km,threshold_km,dist_ratio,mag_bin,dist_bin,ratio_bin,reachable,detected,delay_days
AB04,north,detection,2011.1895961670089,1245,2,9.1,4177.428,5754.399,0.726,>=7,>=100,0.5-1,True,False,
AB04,north,detection,2013.3935660506502,2049,2,8.3,2236.273,2290.868,0.9762,>=7,>=100,0.5-1,True,False,
AB04,north,detection,2020.5557837097879,4652,2,7.8,1167.059,1288.25,0.9059,>=7,>=100,0.5-1,True,False,
AB04,north,detection,2021.574264202601,4730,2,8.2,1162.76,2041.738,0.5695,>=7,>=100,0.5-1,True,False,
AB04,north,detection,2025.574264202601,5672,2,8.8,2088.131,4073.803,0.5126,>=7,>=100,0.5-1,True,False,
AB04,north,tracking,2018.7049965776864,3980,1,,,,,none,none,none,False,False,
AB04,north,tracking,2023.60848733744,4996,1,,,,,none,none,none,False,False,
AB04,north,tracking,2023.60848733744,4996,1,,,,,none,none,none,False,False,
AB04,north,tracking,2011.1895961670089,1245,2,9.1,4177.428,5754.399,0.726,>=7,>=100,0.5-1,False,False,
AB04,north,tracking,2013.3935660506502,2049,2,8.3,2236.273,2290.868,0.9762,>=7,>=100,0.5-1,False,False,
AB04,north,tracking,2020.5557837097879,4652,2,7.8,1167.059,1288.25,0.9059,>=7,>=100,0.5-1,False,False,
AB04,north,tracking,2021.574264202601,4730,2,8.2,1162.76,2041.738,0.5695,>=7,>=100,0.5-1,False,False,
AB04,north,tracking,2025.574264202601,5672,2,8.8,2088.131,4073.803,0.5126,>=7,>=100,0.5-1,True,False,
AB04,up,detection,2018.7049965776864,3980,1,,,,,none,none,none,True,False,
AB04,up,detection,2023.60848733744,4996,1,,,,,none,none,none,True,False,
AB04,up,detection,2023.60848733744,4996,1,,,,,none,none,none,True,False,
AB04,up,detection,2011.1895961670089,1245,2,9.1,4177.428,5754.399,0.726,>=7,>=100,0.5-1,True,False,
AB04,up,detection,2013.3935660506502,2049,2,8.3,2236.273,2290.868,0.9762,>=7,>=100,0.5-1,True,False,
AB04,up,detection,2020.5557837097879,4652,2,7.8,1167.059,1288.25,0.9059,>=7,>=100,0.5-1,True,False,
AB04,up,detection,2021.574264202601,4730,2,8.2,1162.76,2041.738,0.5695,>=7,>=100,0.5-1,True,False,
AB04,up,detection,2025.574264202601,5672,2,8.8,2088.131,4073.803,0.5126,>=7,>=100,0.5-1,True,False,
AB04,up,tracking,2018.7049965776864,3980,1,,,,,none,none,none,False,False,
AB04,up,tracking,2023.60848733744,4996,1,,,,,none,none,none,False,False,
AB04,up,tracking,2023.60848733744,4996,1,,,,,none,none,none,False,False,
AB04,up,tracking,2011.1895961670089,1245,2,9.1,4177.428,5754.399,0.726,>=7,>=100,0.5-1,False,False,
AB04,up,tracking,2013.3935660506502,2049,2,8.3,2236.273,2290.868,0.9762,>=7,>=100,0.5-1,False,False,
AB04,up,tracking,2020.5557837097879,4652,2,7.8,1167.059,1288.25,0.9059,>=7,>=100,0.5-1,False,False,
AB04,up,tracking,2021.574264202601,4730,2,8.2,1162.76,2041.738,0.5695,>=7,>=100,0.5-1,False,False,
AB04,up,tracking,2025.574264202601,5672,2,8.8,2088.131,4073.803,0.5126,>=7,>=100,0.5-1,True,False,
AB06,east,detection,2009.6427104722793,952,1,,,,,none,none,none,True,False,
AB06,east,detection,2016.473648186174,3359,1,,,,,none,none,none,True,False,
AB06,east,detection,2022.466803559206,5493,1,,,,,none,none,none,True,False,
AB06,east,detection,2022.466803559206,5493,1,,,,,none,none,none,True,False,
AB06,east,detection,2005.886379192334,98,2,6.2,123.751,204.174,0.6061,6-7,>=100,0.5-1,False,False,
AB06,east,detection,2005.8918548939082,100,2,5.7,114.108,114.815,0.9938,5-6,>=100,0.5-1,False,False,
AB06,east,detection,2007.7508555783709,260,2,6.3,117.824,229.087,0.5143,6-7,>=100,0.5-1,True,False,
AB06,east,detection,2011.1895961670089,1428,2,9.1,4398.51,5754.399,0.7644,>=7,>=100,0.5-1,True,False,
AB06,east,detection,2011.4770704996577,1533,2,7.3,639.297,724.436,0.8825,>=7,>=100,0.5-1,True,False,
AB06,east,detection,2011.5373032169746,1556,2,6.1,137.056,181.97,0.7532,6-7,>=100,0.5-1,True,False,
AB06,east,detection,2011.8466803559206,1668,2,5.7,102.125,114.815,0.8895,5-6,>=100,0.5-1,True,False,
AB06,east,detection,2014.4750171115675,2629,2,7.9,1227.142,1445.44,0.849,>=7,>=100,0.5-1,False,False,
AB06,east,detection,2018.0616016427105,3939,2,7.9,906.127,1445.44,0.6269,>=7,>=100,0.5-1,True,True,20.02
AB06,east,detection,2020.5557837097879,4826,2,7.8,308.688,1288.25,0.2396,>=7,>=100,<0.25,True,False,
AB06,east,detection,2020.5722108145105,4826,2,6.1,142.504,181.97,0.7831,6-7,>=100,0.5-1,True,False,
AB06,east,detection,2020.7994524298426,4884,2,7.6,245.751,1023.293,0.2402,>=7,>=100,<0.25,True,False,
AB06,east,detection,2021.574264202601,5167,2,8.2,355.869,2041.738,0.1743,>=7,>=100,<0.25,True,False,
AB06,east,detection,2021.618069815195,5183,2,6.9,369.63,457.088,0.8087,6-7,>=100,0.5-1,True,False,
AB06,east,detection,2022.028747433265,5334,2,6.8,401.935,407.38,0.9866,6-7,>=100,0.5-1,False,False,
AB06,east,detection,2023.5373032169746,5884,2,7.2,179.805,645.654,0.2785,>=7,>=100,0.25-0.5,True,False,
AB06,east,detection,2025.5386721423683,6465,2,7.3,193.021,724.436,0.2664,>=7,>=100,0.25-0.5,True,False,
AB06,east,detection,2025.574264202601,6478,2,8.8,2380.026,4073.803,0.5842,>=7,>=100,0.5-1,True,False,
AB06,east,tracking,2009.6427104722793,952,1,,,,,none,none,none,False,False,
AB06,east,tracking,2016.473648186174,3359,1,,,,,none,none,none,False,False,
AB06,east,tracking,2022.466803559206,5493,1,,,,,none,none,none,False,False,
AB06,east,tracking,2022.466803559206,5493,1,,,,,none,none,none,False,False,
AB06,east,tracking,2005.886379192334,98,2,6.2,123.751,204.174,0.6061,6-7,>=100,0.5-1,False,False,
AB06,east,tracking,2005.8918548939082,100,2,5.7,114.108,114.815,0.9938,5-6,>=100,0.5-1,False,False,
AB06,east,tracking,2007.7508555783709,260,2,6.3,117.824,229.087,0.5143,6-7,>=100,0.5-1,False,False,
AB06,east,tracking,2011.1895961670089,1428,2,9.1,4398.51,5754.399,0.7644,>=7,>=100,0.5-1,False,False,
AB06,east,tracking,2011.4770704996577,1533,2,7.3,639.297,724.436,0.8825,>=7,>=100,0.5-1,False,False,
AB06,east,tracking,2011.5373032169746,1556,2,6.1,137.056,181.97,0.7532,6-7,>=100,0.5-1,False,False,
AB06,east,tracking,2011.8466803559206,1668,2,5.7,102.125,114.815,0.8895,5-6,>=100,0.5-1,False,False,
AB06,east,tracking,2014.4750171115675,2629,2,7.9,1227.142,1445.44,0.849,>=7,>=100,0.5-1,False,False,
AB06,east,tracking,2018.0616016427105,3939,2,7.9,906.127,1445.44,0.6269,>=7,>=100,0.5-1,False,False,
AB06,east,tracking,2020.5557837097879,4826,2,7.8,308.688,1288.25,0.2396,>=7,>=100,<0.25,False,False,
AB06,east,tracking,2020.5722108145105,4826,2,6.1,142.504,181.97,0.7831,6-7,>=100,0.5-1,False,False,
AB06,east,tracking,2020.7994524298426,4884,2,7.6,245.751,1023.293,0.2402,>=7,>=100,<0.25,False,False,
AB06,east,tracking,2021.574264202601,5167,2,8.2,355.869,2041.738,0.1743,>=7,>=100,<0.25,False,False,
AB06,east,tracking,2021.618069815195,5183,2,6.9,369.63,457.088,0.8087,6-7,>=100,0.5-1,False,False,
AB06,east,tracking,2022.028747433265,5334,2,6.8,401.935,407.38,0.9866,6-7,>=100,0.5-1,False,False,
AB06,east,tracking,2023.5373032169746,5884,2,7.2,179.805,645.654,0.2785,>=7,>=100,0.25-0.5,False,False,
AB06,east,tracking,2025.5386721423683,6465,2,7.3,193.021,724.436,0.2664,>=7,>=100,0.25-0.5,False,False,
AB06,east,tracking,2025.574264202601,6478,2,8.8,2380.026,4073.803,0.5842,>=7,>=100,0.5-1,False,False,
AB06,north,detection,2009.6427104722793,952,1,,,,,none,none,none,True,False,
AB06,north,detection,2016.473648186174,3359,1,,,,,none,none,none,True,False,
AB06,north,detection,2022.466803559206,5493,1,,,,,none,none,none,True,False,
AB06,north,detection,2022.466803559206,5493,1,,,,,none,none,none,True,False,
AB06,north,detection,2005.886379192334,98,2,6.2,123.751,204.174,0.6061,6-7,>=100,0.5-1,False,False,
AB06,north,detection,2005.8918548939082,100,2,5.7,114.108,114.815,0.9938,5-6,>=100,0.5-1,False,False,
AB06,north,detection,2007.7508555783709,260,2,6.3,117.824,229.087,0.5143,6-7,>=100,0.5-1,True,False,
AB06,north,detection,2011.1895961670089,1428,2,9.1,4398.51,5754.399,0.7644,>=7,>=100,0.5-1,True,False,
AB06,north,detection,2011.4770704996577,1533,2,7.3,639.297,724.436,0.8825,>=7,>=100,0.5-1,True,False,
AB06,north,detection,2011.5373032169746,1556,2,6.1,137.056,181.97,0.7532,6-7,>=100,0.5-1,True,False,
AB06,north,detection,2011.8466803559206,1668,2,5.7,102.125,114.815,0.8895,5-6,>=100,0.5-1,True,False,
AB06,north,detection,2014.4750171115675,2629,2,7.9,1227.142,1445.44,0.849,>=7,>=100,0.5-1,False,False,
AB06,north,detection,2018.0616016427105,3939,2,7.9,906.127,1445.44,0.6269,>=7,>=100,0.5-1,True,False,
AB06,north,detection,2020.5557837097879,4826,2,7.8,308.688,1288.25,0.2396,>=7,>=100,<0.25,True,False,
AB06,north,detection,2020.5722108145105,4826,2,6.1,142.504,181.97,0.7831,6-7,>=100,0.5-1,True,False,
AB06,north,detection,2020.7994524298426,4884,2,7.6,245.751,1023.293,0.2402,>=7,>=100,<0.25,True,False,
AB06,north,detection,2021.574264202601,5167,2,8.2,355.869,2041.738,0.1743,>=7,>=100,<0.25,True,False,
AB06,north,detection,2021.618069815195,5183,2,6.9,369.63,457.088,0.8087,6-7,>=100,0.5-1,True,False,
AB06,north,detection,2022.028747433265,5334,2,6.8,401.935,407.38,0.9866,6-7,>=100,0.5-1,True,False,
AB06,north,detection,2023.5373032169746,5884,2,7.2,179.805,645.654,0.2785,>=7,>=100,0.25-0.5,True,False,
AB06,north,detection,2025.5386721423683,6465,2,7.3,193.021,724.436,0.2664,>=7,>=100,0.25-0.5,True,False,
AB06,north,detection,2025.574264202601,6478,2,8.8,2380.026,4073.803,0.5842,>=7,>=100,0.5-1,True,False,
AB06,north,tracking,2009.6427104722793,952,1,,,,,none,none,none,False,False,
AB06,north,tracking,2016.473648186174,3359,1,,,,,none,none,none,False,False,
AB06,north,tracking,2022.466803559206,5493,1,,,,,none,none,none,True,False,
AB06,north,tracking,2022.466803559206,5493,1,,,,,none,none,none,True,False,
AB06,north,tracking,2005.886379192334,98,2,6.2,123.751,204.174,0.6061,6-7,>=100,0.5-1,False,False,
AB06,north,tracking,2005.8918548939082,100,2,5.7,114.108,114.815,0.9938,5-6,>=100,0.5-1,False,False,
AB06,north,tracking,2007.7508555783709,260,2,6.3,117.824,229.087,0.5143,6-7,>=100,0.5-1,False,False,
AB06,north,tracking,2011.1895961670089,1428,2,9.1,4398.51,5754.399,0.7644,>=7,>=100,0.5-1,False,False,
AB06,north,tracking,2011.4770704996577,1533,2,7.3,639.297,724.436,0.8825,>=7,>=100,0.5-1,False,False,
AB06,north,tracking,2011.5373032169746,1556,2,6.1,137.056,181.97,0.7532,6-7,>=100,0.5-1,False,False,
AB06,north,tracking,2011.8466803559206,1668,2,5.7,102.125,114.815,0.8895,5-6,>=100,0.5-1,False,False,
AB06,north,tracking,2014.4750171115675,2629,2,7.9,1227.142,1445.44,0.849,>=7,>=100,0.5-1,False,False,
AB06,north,tracking,2018.0616016427105,3939,2,7.9,906.127,1445.44,0.6269,>=7,>=100,0.5-1,False,False,
AB06,north,tracking,2020.5557837097879,4826,2,7.8,308.688,1288.25,0.2396,>=7,>=100,<0.25,False,False,
AB06,north,tracking,2020.5722108145105,4826,2,6.1,142.504,181.97,0.7831,6-7,>=100,0.5-1,False,False,
AB06,north,tracking,2020.7994524298426,4884,2,7.6,245.751,1023.293,0.2402,>=7,>=100,<0.25,False,False,
AB06,north,tracking,2021.574264202601,5167,2,8.2,355.869,2041.738,0.1743,>=7,>=100,<0.25,True,False,
AB06,north,tracking,2021.618069815195,5183,2,6.9,369.63,457.088,0.8087,6-7,>=100,0.5-1,True,False,
AB06,north,tracking,2022.028747433265,5334,2,6.8,401.935,407.38,0.9866,6-7,>=100,0.5-1,True,False,
AB06,north,tracking,2023.5373032169746,5884,2,7.2,179.805,645.654,0.2785,>=7,>=100,0.25-0.5,True,False,
AB06,north,tracking,2025.5386721423683,6465,2,7.3,193.021,724.436,0.2664,>=7,>=100,0.25-0.5,True,False,
AB06,north,tracking,2025.574264202601,6478,2,8.8,2380.026,4073.803,0.5842,>=7,>=100,0.5-1,True,False,
AB06,up,detection,2009.6427104722793,952,1,,,,,none,none,none,True,False,
AB06,up,detection,2016.473648186174,3359,1,,,,,none,none,none,True,False,
AB06,up,detection,2022.466803559206,5493,1,,,,,none,none,none,True,False,
AB06,up,detection,2022.466803559206,5493,1,,,,,none,none,none,True,False,
AB06,up,detection,2005.886379192334,98,2,6.2,123.751,204.174,0.6061,6-7,>=100,0.5-1,False,False,
AB06,up,detection,2005.8918548939082,100,2,5.7,114.108,114.815,0.9938,5-6,>=100,0.5-1,False,False,
AB06,up,detection,2007.7508555783709,260,2,6.3,117.824,229.087,0.5143,6-7,>=100,0.5-1,True,False,
AB06,up,detection,2011.1895961670089,1428,2,9.1,4398.51,5754.399,0.7644,>=7,>=100,0.5-1,False,False,
AB06,up,detection,2011.4770704996577,1533,2,7.3,639.297,724.436,0.8825,>=7,>=100,0.5-1,True,False,
AB06,up,detection,2011.5373032169746,1556,2,6.1,137.056,181.97,0.7532,6-7,>=100,0.5-1,True,False,
AB06,up,detection,2011.8466803559206,1668,2,5.7,102.125,114.815,0.8895,5-6,>=100,0.5-1,True,False,
AB06,up,detection,2014.4750171115675,2629,2,7.9,1227.142,1445.44,0.849,>=7,>=100,0.5-1,True,False,
AB06,up,detection,2018.0616016427105,3939,2,7.9,906.127,1445.44,0.6269,>=7,>=100,0.5-1,True,False,
AB06,up,detection,2020.5557837097879,4826,2,7.8,308.688,1288.25,0.2396,>=7,>=100,<0.25,True,False,
AB06,up,detection,2020.5722108145105,4826,2,6.1,142.504,181.97,0.7831,6-7,>=100,0.5-1,True,False,
AB06,up,detection,2020.7994524298426,4884,2,7.6,245.751,1023.293,0.2402,>=7,>=100,<0.25,True,False,
AB06,up,detection,2021.574264202601,5167,2,8.2,355.869,2041.738,0.1743,>=7,>=100,<0.25,True,False,
AB06,up,detection,2021.618069815195,5183,2,6.9,369.63,457.088,0.8087,6-7,>=100,0.5-1,True,False,
AB06,up,detection,2022.028747433265,5334,2,6.8,401.935,407.38,0.9866,6-7,>=100,0.5-1,True,False,
AB06,up,detection,2023.5373032169746,5884,2,7.2,179.805,645.654,0.2785,>=7,>=100,0.25-0.5,True,False,
AB06,up,detection,2025.5386721423683,6465,2,7.3,193.021,724.436,0.2664,>=7,>=100,0.25-0.5,True,False,
AB06,up,detection,2025.574264202601,6478,2,8.8,2380.026,4073.803,0.5842,>=7,>=100,0.5-1,True,False,
AB06,up,tracking,2009.6427104722793,952,1,,,,,none,none,none,False,False,
AB06,up,tracking,2016.473648186174,3359,1,,,,,none,none,none,False,False,
AB06,up,tracking,2022.466803559206,5493,1,,,,,none,none,none,True,False,
AB06,up,tracking,2022.466803559206,5493,1,,,,,none,none,none,True,False,
AB06,up,tracking,2005.886379192334,98,2,6.2,123.751,204.174,0.6061,6-7,>=100,0.5-1,False,False,
AB06,up,tracking,2005.8918548939082,100,2,5.7,114.108,114.815,0.9938,5-6,>=100,0.5-1,False,False,
AB06,up,tracking,2007.7508555783709,260,2,6.3,117.824,229.087,0.5143,6-7,>=100,0.5-1,False,False,
AB06,up,tracking,2011.1895961670089,1428,2,9.1,4398.51,5754.399,0.7644,>=7,>=100,0.5-1,False,False,
AB06,up,tracking,2011.4770704996577,1533,2,7.3,639.297,724.436,0.8825,>=7,>=100,0.5-1,False,False,
AB06,up,tracking,2011.5373032169746,1556,2,6.1,137.056,181.97,0.7532,6-7,>=100,0.5-1,False,False,
AB06,up,tracking,2011.8466803559206,1668,2,5.7,102.125,114.815,0.8895,5-6,>=100,0.5-1,False,False,
AB06,up,tracking,2014.4750171115675,2629,2,7.9,1227.142,1445.44,0.849,>=7,>=100,0.5-1,False,False,
AB06,up,tracking,2018.0616016427105,3939,2,7.9,906.127,1445.44,0.6269,>=7,>=100,0.5-1,False,False,
AB06,up,tracking,2020.5557837097879,4826,2,7.8,308.688,1288.25,0.2396,>=7,>=100,<0.25,False,False,
AB06,up,tracking,2020.5722108145105,4826,2,6.1,142.504,181.97,0.7831,6-7,>=100,0.5-1,False,False,
AB06,up,tracking,2020.7994524298426,4884,2,7.6,245.751,1023.293,0.2402,>=7,>=100,<0.25,False,False,
AB06,up,tracking,2021.574264202601,5167,2,8.2,355.869,2041.738,0.1743,>=7,>=100,<0.25,True,False,
AB06,up,tracking,2021.618069815195,5183,2,6.9,369.63,457.088,0.8087,6-7,>=100,0.5-1,True,False,
AB06,up,tracking,2022.028747433265,5334,2,6.8,401.935,407.38,0.9866,6-7,>=100,0.5-1,True,False,
AB06,up,tracking,2023.5373032169746,5884,2,7.2,179.805,645.654,0.2785,>=7,>=100,0.25-0.5,True,False,
AB06,up,tracking,2025.5386721423683,6465,2,7.3,193.021,724.436,0.2664,>=7,>=100,0.25-0.5,True,False,
AB06,up,tracking,2025.574264202601,6478,2,8.8,2380.026,4073.803,0.5842,>=7,>=100,0.5-1,True,False,
AB07,east,detection,2014.5215605749486,3542,1,,,,,none,none,none,True,False,
AB07,east,detection,2023.2826830937713,6740,1,,,,,none,none,none,True,False,
AB07,east,detection,2023.2826830937713,6740,1,,,,,none,none,none,True,False,
AB07,east,detection,2007.7508555783709,1074,2,6.3,121.965,229.087,0.5324,6-7,>=100,0.5-1,True,False,
AB07,east,detection,2010.2888432580423,2002,2,5.7,102.6,114.815,0.8936,5-6,>=100,0.5-1,True,False,
AB07,east,detection,2011.088295687885,2293,2,5.9,41.736,144.544,0.2887,5-6,20-100,0.25-0.5,True,False,
AB07,east,detection,2011.1895961670089,2330,2,9.1,4586.555,5754.399,0.7971,>=7,>=100,0.5-1,True,False,
AB07,east,detection,2011.3401779603012,2385,2,5.7,28.65,114.815,0.2495,5-6,20-100,<0.25,True,False,
AB07,east,detection,2011.3401779603012,2385,2,5.8,39.097,128.825,0.3035,5-6,20-100,0.25-0.5,True,False,
AB07,east,detection,2011.5373032169746,2458,2,6.1,81.179,181.97,0.4461,6-7,20-100,0.25-0.5,True,False,
AB07,east,detection,2011.5564681724845,2464,2,5.7,84.401,114.815,0.7351,5-6,20-100,0.5-1,True,False,
AB07,east,detection,2014.4750171115675,3531,2,7.9,1419.854,1445.44,0.9823,>=7,>=100,0.5-1,True,False,
AB07,east,detection,2015.4058863791922,3864,2,6.8,287.271,407.38,0.7052,6-7,>=100,0.5-1,True,False,
AB07,east,detection,2018.0616016427105,4835,2,7.9,712.098,1445.44,0.4927,>=7,>=100,0.25-0.5,True,False,
AB07,east,detection,2018.546201232033,5012,2,5.8,102.839,128.825,0.7983,5-6,>=100,0.5-1,True,False,
AB07,east,detection,2020.5557837097879,5744,2,7.8,123.251,1288.25,0.0957,>=7,>=100,<0.25,True,True,14.0
AB07,east,detection,2020.5557837097879,5744,2,6.1,100.513,181.97,0.5524,6-7,>=100,0.5-1,True,False,
AB07,east,detection,2020.5557837097879,5744,2,5.7,75.153,114.815,0.6546,5-6,20-100,0.5-1,True,False,
AB07,east,detection,2020.5557837097879,5744,2,5.5,72.624,91.201,0.7963,5-6,20-100,0.5-1,True,False,
AB07,east,detection,2020.5694729637235,5749,2,5.5,47.095,91.201,0.5164,5-6,20-100,0.5-1,True,False,
AB07,east,detection,2020.5722108145105,5751,2,6.1,77.491,181.97,0.4258,6-7,20-100,0.25-0.5,True,False,
AB07,east,detection,2020.5749486652978,5752,2,5.6,45.989,102.329,0.4494,5-6,20-100,0.25-0.5,True,False,
AB07,east,detection,2020.602327173169,5762,2,5.5,81.192,91.201,0.8903,5-6,20-100,0.5-1,False,False,
AB07,east,detection,2020.7638603696098,5820,2,5.9,68.228,144.544,0.472,5-6,20-100,0.25-0.5,False,False,
AB07,east,detection,2020.7994524298426,5833,2,7.6,99.264,1023.293,0.097,>=7,20-100,<0.25,False,False,
AB07,east,detection,2020.7994524298426,5833,2,5.7,105.108,114.815,0.9155,5-6,>=100,0.5-1,False,False,
AB07,east,detection,2020.7994524298426,5833,2,5.9,119.65,144.544,0.8278,5-6,>=100,0.5-1,False,False,
AB07,east,detection,2021.574264202601,6116,2,8.2,163.661,2041.738,0.0802,>=7,>=100,<0.25,True,False,
AB07,east,detection,2021.618069815195,6132,2,6.9,180.487,457.088,0.3949,6-7,>=100,0.25-0.5,True,False,
AB07,east,detection,2021.7768651608487,6190,2,6.9,265.067,457.088,0.5799,6-7,>=100,0.5-1,True,False,
AB07,east,detection,2023.5373032169746,6833,2,7.2,107.932,645.654,0.1672,>=7,>=100,<0.25,True,False,
AB07,east,detection,2023.5373032169746,6833,2,5.8,83.015,128.825,0.6444,5-6,20-100,0.5-1,True,False,
AB07,east,detection,2023.586584531143,6850,2,5.6,87.676,102.329,0.8568,5-6,20-100,0.5-1,True,False,
AB07,east,detection,2025.5386721423683,7541,2,7.3,87.187,724.436,0.1204,>=7,20-100,<0.25,True,False,
AB07,east,detection,2025.5414099931554,7543,2,5.6,97.046,102.329,0.9484,5-6,20-100,0.5-1,True,False,
AB07,east,detection,2025.5496235455169,7546,2,6.2,92.237,204.174,0.4518,6-7,20-100,0.25-0.5,True,False,
AB07,east,detection,2025.574264202601,7554,2,8.8,2557.029,4073.803,0.6277,>=7,>=100,0.5-1,True,False,
AB07,east,tracking,2014.5215605749486,3542,1,,,,,none,none,none,False,False,
AB07,east,tracking,2023.2826830937713,6740,1,,,,,none,none,none,False,False,
AB07,east,tracking,2023.2826830937713,6740,1,,,,,none,none,none,False,False,
AB07,east,tracking,2007.7508555783709,1074,2,6.3,121.965,229.087,0.5324,6-7,>=100,0.5-1,False,False,
AB07,east,tracking,2010.2888432580423,2002,2,5.7,102.6,114.815,0.8936,5-6,>=100,0.5-1,False,False,
AB07,east,tracking,2011.088295687885,2293,2,5.9,41.736,144.544,0.2887,5-6,20-100,0.25-0.5,False,False,
AB07,east,tracking,2011.1895961670089,2330,2,9.1,4586.555,5754.399,0.7971,>=7,>=100,0.5-1,False,False,
AB07,east,tracking,2011.3401779603012,2385,2,5.7,28.65,114.815,0.2495,5-6,20-100,<0.25,False,False,
AB07,east,tracking,2011.3401779603012,2385,2,5.8,39.097,128.825,0.3035,5-6,20-100,0.25-0.5,False,False,
AB07,east,tracking,2011.5373032169746,2458,2,6.1,81.179,181.97,0.4461,6-7,20-100,0.25-0.5,False,False,
AB07,east,tracking,2011.5564681724845,2464,2,5.7,84.401,114.815,0.7351,5-6,20-100,0.5-1,False,False,
AB07,east,tracking,2014.4750171115675,3531,2,7.9,1419.854,1445.44,0.9823,>=7,>=100,0.5-1,False,False,
AB07,east,tracking,2015.4058863791922,3864,2,6.8,287.271,407.38,0.7052,6-7,>=100,0.5-1,False,False,
AB07,east,tracking,2018.0616016427105,4835,2,7.9,712.098,1445.44,0.4927,>=7,>=100,0.25-0.5,False,False,
AB07,east,tracking,2018.546201232033,5012,2,5.8,102.839,128.825,0.7983,5-6,>=100,0.5-1,True,False,
AB07,east,tracking,2020.5557837097879,5744,2,7.8,123.251,1288.25,0.0957,>=7,>=100,<0.25,True,False,
AB07,east,tracking,2020.5557837097879,5744,2,6.1,100.513,181.97,0.5524,6-7,>=100,0.5-1,True,False,
AB07,east,tracking,2020.5557837097879,5744,2,5.7,75.153,114.815,0.6546,5-6,20-100,0.5-1,True,False,
AB07,east,tracking,2020.5557837097879,5744,2,5.5,72.624,91.201,0.7963,5-6,20-100,0.5-1,True,False,
AB07,east,tracking,2020.5694729637235,5749,2,5.5,47.095,91.201,0.5164,5-6,20-100,0.5-1,True,False,
AB07,east,tracking,2020.5722108145105,5751,2,6.1,77.491,181.97,0.4258,6-7,20-100,0.25-0.5,True,False,
AB07,east,tracking,2020.5749486652978,5752,2,5.6,45.989,102.329,0.4494,5-6,20-100,0.25-0.5,True,False,
AB07,east,tracking,2020.602327173169,5762,2,5.5,81.192,91.201,0.8903,5-6,20-100,0.5-1,True,False,
AB07,east,tracking,2020.7638603696098,5820,2,5.9,68.228,144.544,0.472,5-6,20-100,0.25-0.5,True,False,
AB07,east,tracking,2020.7994524298426,5833,2,7.6,99.264,1023.293,0.097,>=7,20-100,<0.25,True,False,
AB07,east,tracking,2020.7994524298426,5833,2,5.7,105.108,114.815,0.9155,5-6,>=100,0.5-1,True,False,
AB07,east,tracking,2020.7994524298426,5833,2,5.9,119.65,144.544,0.8278,5-6,>=100,0.5-1,True,False,
AB07,east,tracking,2021.574264202601,6116,2,8.2,163.661,2041.738,0.0802,>=7,>=100,<0.25,False,False,
AB07,east,tracking,2021.618069815195,6132,2,6.9,180.487,457.088,0.3949,6-7,>=100,0.25-0.5,False,False,
AB07,east,tracking,2021.7768651608487,6190,2,6.9,265.067,457.088,0.5799,6-7,>=100,0.5-1,False,False,
AB07,east,tracking,2023.5373032169746,6833,2,7.2,107.932,645.654,0.1672,>=7,>=100,<0.25,False,False,
AB07,east,tracking,2023.5373032169746,6833,2,5.8,83.015,128.825,0.6444,5-6,20-100,0.5-1,False,False,
AB07,east,tracking,2023.586584531143,6850,2,5.6,87.676,102.329,0.8568,5-6,20-100,0.5-1,False,False,
AB07,east,tracking,2025.5386721423683,7541,2,7.3,87.187,724.436,0.1204,>=7,20-100,<0.25,False,False,
AB07,east,tracking,2025.5414099931554,7543,2,5.6,97.046,102.329,0.9484,5-6,20-100,0.5-1,False,False,
AB07,east,tracking,2025.5496235455169,7546,2,6.2,92.237,204.174,0.4518,6-7,20-100,0.25-0.5,False,False,
AB07,east,tracking,2025.574264202601,7554,2,8.8,2557.029,4073.803,0.6277,>=7,>=100,0.5-1,False,False,
AB07,north,detection,2014.5215605749486,3542,1,,,,,none,none,none,True,False,
AB07,north,detection,2023.2826830937713,6740,1,,,,,none,none,none,True,False,
AB07,north,detection,2023.2826830937713,6740,1,,,,,none,none,none,True,False,
AB07,north,detection,2007.7508555783709,1074,2,6.3,121.965,229.087,0.5324,6-7,>=100,0.5-1,True,False,
AB07,north,detection,2010.2888432580423,2002,2,5.7,102.6,114.815,0.8936,5-6,>=100,0.5-1,True,False,
AB07,north,detection,2011.088295687885,2293,2,5.9,41.736,144.544,0.2887,5-6,20-100,0.25-0.5,True,False,
AB07,north,detection,2011.1895961670089,2330,2,9.1,4586.555,5754.399,0.7971,>=7,>=100,0.5-1,True,False,
AB07,north,detection,2011.3401779603012,2385,2,5.7,28.65,114.815,0.2495,5-6,20-100,<0.25,True,False,
AB07,north,detection,2011.3401779603012,2385,2,5.8,39.097,128.825,0.3035,5-6,20-100,0.25-0.5,True,False,
AB07,north,detection,2011.5373032169746,2458,2,6.1,81.179,181.97,0.4461,6-7,20-100,0.25-0.5,True,False,
AB07,north,detection,2011.5564681724845,2464,2,5.7,84.401,114.815,0.7351,5-6,20-100,0.5-1,True,False,
AB07,north,detection,2014.4750171115675,3531,2,7.9,1419.854,1445.44,0.9823,>=7,>=100,0.5-1,True,False,
AB07,north,detection,2015.4058863791922,3864,2,6.8,287.271,407.38,0.7052,6-7,>=100,0.5-1,True,False,
