station,normals_id,kind,month,amp_image,amp_normals,phase_image_day,phase_normals_day,phase_diff_days,range_image,range_normals,n_days,error
74740013973,USW00013973,diurnal,9,5.764057387559205,,,,,13.059461659071134,11.774074074074074,30,
74740013973,USW00013973,diurnal,10,8.84628517395825,,,,,18.613531364642334,12.53763440860215,31,
74740013973,USW00013973,diurnal,11,7.3097408302000115,,,,,17.02104438445505,12.075925925925926,30,
74740013973,USW00013973,diurnal,12,5.420174359570755,,,,,13.343033776889536,12.10931899641577,31,
74775013846,USW00013846,annual,0,7.678506235398236,8.094148197883024,199.89273508444026,202.1003380714927,-2.2076029870524394,,,365,
74775013846,USW00013846,diurnal,1,3.3481152896827027,,,,,8.551577721867847,7.292114695340501,31,
74775013846,USW00013846,diurnal,2,3.991006913354431,,,,,9.064150525371833,7.142857142857144,29,
74775013846,USW00013846,diurnal,3,3.7066493205720974,,,,,8.82450237997984,7.471326164874553,31,
74775013846,USW00013846,diurnal,4,3.553221070823633,,,,,8.202105574126161,7.342592592592593,30,
74775013846,USW00013846,diurnal,5,2.7755391299257215,,,,,7.468586271901145,7.263440860215053,31,
74775013846,USW00013846,diurnal,6,2.575852417390278,,,,,6.177205811226127,5.896296296296297,30,
74775013846,USW00013846,diurnal,7,2.324474269566104,,,,,5.955881994455741,5.460573476702509,31,
74775013846,USW00013846,diurnal,8,3.002727672771843,,,,,7.683641605500972,5.666666666666667,30,
74775013846,USW00013846,diurnal,9,2.3479765749690085,,,,,5.688047440248978,6.977777777777779,30,
74775013846,USW00013846,diurnal,10,4.605748577784351,,,,,10.466205826858697,8.29032258064516,31,
74775013846,USW00013846,diurnal,11,3.3291771665247323,,,,,7.928564152195188,8.514814814814816,28,
74775013846,USW00013846,diurnal,12,4.655171459461748,,,,,11.123496062141594,7.116487455197133,30,
74777003852,USW00003852,annual,0,7.653797971031342,8.337123451659572,196.11882634739518,200.03699592503582,-3.91816957764064,,,365,
74777003852,USW00003852,diurnal,1,4.102079194205921,,,,,10.963778790646426,7.277777777777778,31,
74777003852,USW00003852,diurnal,2,4.449076134755793,,,,,9.827977191249111,7.313492063492062,29,
74777003852,USW00003852,diurnal,3,3.26115526562566,,,,,8.879815647548726,7.648745519713259,31,
74777003852,USW00003852,diurnal,4,2.449045465957314,,,,,7.240502002663156,7.550000000000001,30,
74777003852,USW00003852,diurnal,5,3.0924315821770043,,,,,7.051194510819418,7.939068100358423,31,
74777003852,USW00003852,diurnal,6,2.59948145828824,,,,,7.1311708322961955,6.668518518518519,30,
74777003852,USW00003852,diurnal,7,2.815766403048814,,,,,6.586808899739619,6.370967741935483,30,
74777003852,USW00003852,diurnal,8,3.807338462455153,,,,,8.789095308355666,6.596774193548387,31,
74777003852,USW00003852,diurnal,9,2.7255240389164745,,,,,6.348593277555986,7.633333333333334,30,
74777003852,USW00003852,diurnal,10,5.576254084501602,,,,,12.051969198662064,8.962365591397848,31,
74777003852,USW00003852,diurnal,11,2.6113690088646053,,,,,7.954109209899528,8.91851851851852,24,
74777003852,USW00003852,diurnal,12,4.963604509323771,,,,,11.787166384239217,7.116487455197133,30,
74780413824,USW00013824,annual,0,7.661181119396724,8.667615857777726,198.86281220835357,199.5884275402442,-0.7256153318906229,,,365,
74780413824,USW00013824,diurnal,1,3.8151535247899506,,,,,10.04674103731025,8.815412186379929,31,
74780413824,USW00013824,diurnal,2,5.707538345688768,,,,,12.07213767125917,9.21230158730159,26,
74780413824,USW00013824,diurnal,3,4.047853581708537,,,,,9.063307731863365,9.594982078853045,29,
74780413824,USW00013824,diurnal,4,5.309903040411172,,,,,11.52890624049408,9.88888888888889,30,
