host,config,n_frames,n_samples,n_dropped,seconds,samples_per_second,us_per_update,n_flags,n_blocks,bytes_back,flag_times
felled-pi,detection,965,95388,0,95.4193,999.7,399.752,22,280,2274480,8.585900 0.761200 3.835800 10.417500 5.262200 5.054100 7.838500 8.605100 7.301800 0.555800 1.330600 6.540700 16.490000 6.841900 9.040400 11.792000 5.705700 8.407900 18.343600 8.454500 14.373700 16.347700
