sta,component,model,n_params,bic_image,bic_raw,rss_image,rss_raw,rank_image,rank_raw
0BJO,north,trend,2,-105887.68855352778,-105887.68855046922,0.0547479172590973,0.05474791727805679,3,3
0BJO,north,trend_annual,4,-105908.73433842754,-105908.73433535516,0.05450535079563147,0.054505350814592145,2,2
0BJO,north,trend_annual_semi,6,-105980.1879659589,-105980.18796285591,0.05395503510287692,0.05395503512183325,1,1
0BJO,north,trend_quad_annual_semi,7,-107825.64392625842,-107825.6439224295,0.043735982409963486,0.04373598242892417,0,0
0BJO,up,trend,2,-84788.95601126051,-84788.9560112252,0.5968320047258162,0.5968320047282033,3,3
0BJO,up,trend_annual,4,-90629.6760274156,-90629.67602734712,0.30743531824810616,0.30743531825049,2,2
0BJO,up,trend_annual_semi,6,-90929.27792436778,-90929.27792429675,0.2965704669138356,0.2965704669162206,0,0
0BJO,up,trend_quad_annual_semi,7,-90920.19314873492,-90920.19314866391,0.29657042120815136,0.29657042121053573,1,1
0BJU,east,trend,2,-84618.31042801919,-84618.31042800481,0.06379655671122712,0.06379655671135337,3,3
0BJU,east,trend_annual,4,-87844.25825489745,-87844.258254875,0.040831652040694416,0.040831652040820385,2,2
0BJU,east,trend_annual_semi,6,-87905.12902928524,-87905.12902926262,0.04039221874792648,0.040392218748052156,1,1
0BJU,east,trend_quad_annual_semi,7,-88479.47361321622,-88479.47361319164,0.037277916335480915,0.037277916335607,0,0
0BJU,north,trend,2,-93306.27208472049,-93306.2720811234,0.019307467676694126,0.0193074676862485,3,3
0BJU,north,trend_annual,4,-93485.2291117237,-93485.229108028,0.01879190810341031,0.018791908112964516,2,2
0BJU,north,trend_annual_semi,6,-94001.47679497467,-94001.47679099742,0.017460820127380698,0.017460820136934434,1,1
0BJU,north,trend_quad_annual_semi,7,-94052.10846002841,-94052.10845601854,0.017318424011004717,0.01731842402055826,0,0
0BJU,up,trend,2,-70366.56800820975,-70366.56800816521,0.453193242776459,0.453193242779236,3,3
0BJU,up,trend_annual,4,-74148.7659604641,-74148.76596038898,0.26868867182279726,0.26868867182557343,2,2
0BJU,up,trend_annual_semi,6,-74479.53686354404,-74479.53686346527,0.25610887672475735,0.2561088767275327,1,1
0BJU,up,trend_quad_annual_semi,7,-74499.93200347888,-74499.93200339976,0.255079100032077,0.25507910003485323,0,0
0BKI,east,trend,2,-57691.10862705139,-57691.1086290948,0.017222796882658473,0.017222796875035928,3,3
0BKI,east,trend_annual,4,-61909.373482119794,-61909.373487233235,0.006882220337552337,0.0068822203299301115,2,2
0BKI,east,trend_annual_semi,6,-61917.30435883665,-61917.30436397789,0.006845343205071611,0.006845343197448995,1,1
0BKI,east,trend_quad_annual_semi,7,-61956.765171208484,-61956.76517640295,0.006774694410299169,0.006774694402677135,0,0
0BKI,north,trend,2,-52406.66297066201,-52406.66297067908,0.0540979631292587,0.05409796312905869,3,3
0BKI,north,trend_annual,4,-58716.6211884641,-58716.62118853129,0.01374207491299817,0.013742074912798188,2,2
0BKI,north,trend_annual_semi,6,-59701.76693830853,-59701.76693839204,0.011061092294127394,0.011061092293927342,1,1
0BKI,north,trend_quad_annual_semi,7,-59814.572636612524,-59814.57263669825,0.010774406823850072,0.010774406823650029,0,0
0BKI,up,trend,2,-45191.823317792965,-45191.82331776034,0.2581303937151327,0.2581303937169566,3,3
0BKI,up,trend_annual,4,-47652.23886363982,-47652.23886358386,0.15094361697988015,0.15094361698170944,2,2
0BKI,up,trend_annual_semi,6,-47753.84563996799,-47753.84563991058,0.14711937022595006,0.14711937022777954,0,0
0BKI,up,trend_quad_annual_semi,7,-47753.53712313112,-47753.53712307358,0.14686057041063735,0.14686057041246758,1,1
0BLA,east,trend,2,-95125.674062654,-95125.67406215618,0.044885550123066435,0.04488555012590247,3,3
0BLA,east,trend_annual,4,-100833.08359335332,-100833.08359232344,0.021703119540575647,0.02170311954341249,2,2
0BLA,east,trend_annual_semi,6,-100987.51706088283,-100987.51705982957,0.021233453418555835,0.021233453421394318,1,1
0BLA,east,trend_quad_annual_semi,7,-101754.7210897085,-101754.72108854725,0.019241433282254798,0.019241433285090717,0,0
0BLA,north,trend,2,-102590.36050244767,-102590.36050112365,0.01740400679954527,0.017404006802469882,3,3
0BLA,north,trend_annual,4,-102936.220069543,-102936.22006815669,0.01661866799744011,0.01661866800036413,2,2
0BLA,north,trend_annual_semi,6,-103563.8872865724,-103563.88728506664,0.015311220056941051,0.015311220059867191,1,1
0BLA,north,trend_quad_annual_semi,7,-105084.31507364214,-105084.31507181372,0.012609808978971071,0.012609808981897331,0,0
0BLA,up,trend,2,-76232.55669098329,-76232.55669103145,0.4937473503548964,0.49374735035187756,3,3
0BLA,up,trend_annual,4,-80478.68519776316,-80478.68519784584,0.2873868819629938,0.2873868819599774,2,2
0BLA,up,trend_annual_semi,6,-80617.86580282735,-80617.8658029117,0.28171252566342886,0.2817125256604129,0,0
0BLA,up,trend_quad_annual_semi,7,-80609.51504487042,-80609.51504495475,0.28169031568150593,0.2816903156784912,1,1
0BLG,east,trend,2,-7111.0334941346655,-7111.03349414411,0.009554032152332291,0.00955403215219153,3,3
0BLG,east,trend_annual,4,-7863.050057674568,-7863.050057705706,0.002896795294044353,0.0028967952939036312,2,2
0BLG,east,trend_annual_semi,6,-7879.435903515468,-7879.435903548121,0.002767312560190901,0.002767312560049935,1,1
0BLG,east,trend_quad_annual_semi,7,-7929.687024687291,-7929.687024722959,0.0025329864973062588,0.0025329864971653155,0,0
0BLG,north,trend,2,-7396.485708335282,-7396.485708344038,0.00612047686866569,0.006120476868582078,3,3
0BLG,north,trend_annual,4,-7523.209789173514,-7523.209789184377,0.004922305806989873,0.004922305806906462,2,2
0BLG,north,trend_annual_semi,6,-7626.800089645234,-7626.800089658314,0.0041041731155139136,0.004104173115430171,1,1
0BLG,north,trend_quad_annual_semi,7,-7891.28372750107,-7891.283727521053,0.002689379721886713,0.0026893797218028705,0,0
0BLG,up,trend,2,-6017.902177398279,-6017.902177402536,0.05257897623628438,0.05257897623593523,3,3
0BLG,up,trend_annual,4,-6379.14994375723,-6379.149943764859,0.029329147938475672,0.029329147938126597,2,2
0BLG,up,trend_annual_semi,6,-6476.546016495147,-6476.546016504411,0.024691830056151408,0.02469183005579452,0,0
0BLG,up,trend_quad_annual_semi,7,-6471.213742828681,-6471.213742837963,0.02464831083965239,0.024648310839295424,1,1
0BLI,east,trend,2,-60647.979803868744,-60647.97980466525,0.01905362996590907,0.019053629962794062,3,3
0BLI,east,trend_annual,4,-65301.8704995175,-65301.870501595826,0.00730485951439371,0.00730485951127756,2,2
0BLI,east,trend_annual_semi,6,-65324.89695498372,-65324.896957078825,0.0072451174787216775,0.007245117475606062,1,1
0BLI,east,trend_quad_annual_semi,7,-65778.13431972824,-65778.1343220326,0.006590016851311006,0.006590016848194061,0,0
0BLI,north,trend,2,-64464.546923031885,-64464.54692267598,0.008704934053743592,0.008704934054379505,3,3
0BLI,north,trend_annual,4,-64954.195654752395,-64954.195654357136,0.007845198161316524,0.007845198161952985,2,2
0BLI,north,trend_annual_semi,6,-65224.90382618196,-65224.90382576282,0.007395353014950307,0.007395353015586543,1,1
0BLI,north,trend_quad_annual_semi,7,-65442.4223931709,-65442.42239273205,0.007060121736458597,0.007060121737094546,0,0
0BLI,up,trend,2,-47833.36209291008,-47833.362092943345,0.26441392781875556,0.26441392781694995,3,3
0BLI,up,trend_annual,4,-49555.4611889611,-49555.46118900862,0.1850380406459443,0.18503804064413892,2,2
0BLI,up,trend_annual_semi,6,-49590.99576125485,-49590.99576130293,0.18305415880158932,0.18305415879978312,1,1
0BLI,up,trend_quad_annual_semi,7,-49689.8895673465,-49689.88956739564,0.1790635532843949,0.17906355328258905,0,0
0BMO,east,trend,2,-18753.402990552422,-18753.402990579678,0.06921367317136638,0.06921367317034216,3,3
0BMO,east,trend_annual,4,-22523.95814545605,-22523.958145668865,0.008864416682595983,0.00886441668157184,2,2
0BMO,east,trend_annual_semi,6,-23213.00036292149,-23213.00036322797,0.006048490558741782,0.0060484905577354135,1,1
0BMO,east,trend_quad_annual_semi,7,-23278.179430183343,-23278.17943050228,0.005814425816987713,0.0058144258159809545,0,0
0BMO,north,trend,2,-21454.089023813645,-21454.08902390615,0.015975047079712333,0.015975047078910093,3,3
0BMO,north,trend_annual,4,-23852.2222762855,-23852.22227662836,0.0043100360167871304,0.004310036015984892,2,2
0BMO,north,trend_annual_semi,6,-24101.63452165848,-24101.634522054053,0.0037336256238247184,0.003733625623022916,1,1
0BMO,north,trend_quad_annual_semi,7,-24149.087225878266,-24149.08722628579,0.003623848215881219,0.003623848215079478,0,0
0BMO,up,trend,2,-17790.504041511183,-17790.50404153254,0.1167394905563228,0.11673949055496918,3,3
0BMO,up,trend_annual,4,-18780.136973576125,-18780.13697361297,0.06766177137521032,0.06766177137385686,2,2
0BMO,up,trend_annual_semi,6,-18808.45990475734,-18808.459904795607,0.06608763297464722,0.06608763297327426,1,1
0BMO,up,trend_quad_annual_semi,7,-18833.721010168825,-18833.72101020772,0.0649219588590065,0.06492195885763574,0,0
0BOD,east,trend,2,-72582.38593769088,-72582.38593774402,0.02708384121079743,0.027083841210553752,3,3
0BOD,east,trend_annual,4,-76895.84606762312,-76895.8460677336,0.01300903913290733,0.013009039132664001,2,2
0BOD,east,trend_annual_semi,6,-77112.91304421506,-77112.91304433002,0.012502769159888311,0.012502769159644935,1,1
0BOD,east,trend_quad_annual_semi,7,-77323.22055089877,-77323.22055101827,0.012047663042254759,0.012047663042010971,0,0
0BOD,north,trend,2,-75313.95660437098,-75313.95660670758,0.017054763562068503,0.017054763555321054,3,3
0BOD,north,trend_annual,4,-75477.34130998675,-75477.34131239563,0.01654071170201593,0.016540711695269467,2,2
0BOD,north,trend_annual_semi,6,-75895.02746059372,-75895.027463187,0.015366068452432411,0.015366068445685294,0,0
0BOD,north,trend_quad_annual_semi,7,-75893.15411596355,-75893.15411856044,0.015348359606686991,0.015348359599938233,1,1
0BOD,up,trend,2,-57282.52334731731,-57282.523347361566,0.3612245776132287,0.36122457761052174,3,3
0BOD,up,trend_annual,4,-59790.22277184998,-59790.22277191784,0.23555801154603906,0.23555801154333217,2,2
0BOD,up,trend_annual_semi,6,-59870.34605862149,-59870.34605869054,0.23170155672499299,0.23170155672228387,0,0
0BOD,up,trend_quad_annual_semi,7,-59867.684376051715,-59867.68437612081,0.23146542308727364,0.2314654230845656,1,1
0BOS,east,trend,2,-20797.60083709007,-20797.600837089398,0.08388892436431564,0.08388892436434298,3,3
0BOS,east,trend_annual,4,-23142.19869073896,-23142.198690736845,0.02666562240285266,0.02666562240288005,2,2
0BOS,east,trend_annual_semi,6,-24507.40916668967,-24507.4091666838,0.013638796910591196,0.013638796910630106,1,1
0BOS,east,trend_quad_annual_semi,7,-24701.14432140529,-24701.144321398842,0.012368104087044939,0.012368104087083677,0,0
0BOS,north,trend,2,-20546.80803526924,-20546.80803525052,0.0947552073339915,0.09475520733485304,3,3
0BOS,north,trend_annual,4,-22531.683100990238,-22531.683100940798,0.03586944840215104,0.03586944840301237,2,2
0BOS,north,trend_annual_semi,6,-24088.69615543284,-24088.696155324553,0.016714488297492315,0.016714488298371348,1,1
0BOS,north,trend_quad_annual_semi,7,-24747.897823247156,-24747.897823097428,0.012090427335511553,0.012090427336390742,0,0
0BOS,up,trend,2,-19520.229866341786,-19520.22986634547,0.1560033915414033,0.15600339154112391,3,3
0BOS,up,trend_annual,4,-20133.447847392017,-20133.447847397023,0.11496677810341001,0.11496677810313072,2,2
0BOS,up,trend_annual_semi,6,-20312.80997916623,-20312.809979172853,0.10459759681736769,0.10459759681703126,0,0
0BOS,up,trend_quad_annual_semi,7,-20305.190784850904,-20305.190784857525,0.10459704912202539,0.10459704912168902,1,1
0BOT,east,trend,2,-6841.758266321976,-6841.758266324781,0.0038240617181014716,0.003824061718082816,3,3
0BOT,east,trend_annual,4,-7790.043056320299,-7790.04305633521,0.0007189381400448517,0.0007189381400262082,0,0
0BOT,east,trend_annual_semi,6,-7785.375678119901,-7785.3756781350385,0.0007089537847769115,0.0007089537847582457,2,2
0BOT,east,trend_quad_annual_semi,7,-7787.854294531157,-7787.854294546535,0.0006981462619606795,0.0006981462619420095,1,1
0BOT,north,trend,2,-7656.841960992094,-7656.84196099224,0.0009266088772722346,0.0009266088772719992,2,2
0BOT,north,trend_annual,4,-7668.089150838543,-7668.089150838697,0.0008887971809613169,0.0008887971809610785,0,0
0BOT,north,trend_annual_semi,6,-7659.199386185228,-7659.199386185386,0.000882913619967801,0.0008829136199675578,1,1
0BOT,north,trend_quad_annual_semi,7,-7653.102215162608,-7653.102215162765,0.0008825187786877815,0.0008825187786875398,3,3
0BOT,up,trend,2,-5598.368796012813,-5598.368796013915,0.03323919011212915,0.03323919011206545,3,3
0BOT,up,trend_annual,4,-5729.625555738621,-5729.625555740035,0.025877007226787336,0.025877007226723703,0,0
0BOT,up,trend_annual_semi,6,-5719.767751342,-5719.767751343449,0.025749022714166157,0.025749022714101268,1,1
0BOT,up,trend_quad_annual_semi,7,-5713.423529377185,-5713.423529378637,0.025748568278108508,0.025748568278043515,2,2
0BRA,east,trend,2,-30920.805395725984,-30920.8053956175,0.013520132885257727,0.0135201328858336,3,3
0BRA,east,trend_annual,4,-32446.207103951383,-32446.207103752684,0.007382558075231733,0.007382558075807663,2,2
0BRA,east,trend_annual_semi,6,-32460.57099858699,-32460.570998386094,0.007295971208765936,0.00729597120934142,1,1
0BRA,east,trend_quad_annual_semi,7,-32858.12897971537,-32858.12897947997,0.006222392021270725,0.006222392021845836,0,0
0BRA,north,trend,2,-29371.512259637086,-29371.51225963792,0.024840154092427506,0.02484015409241938,3,3
0BRA,north,trend_annual,4,-29620.531631220507,-29620.531631221435,0.022388186285272067,0.0223881862852639,2,2
0BRA,north,trend_annual_semi,6,-29694.354969161737,-29694.35496916261,0.02161506734587604,0.021615067345868617,1,1
0BRA,north,trend_quad_annual_semi,7,-30760.85174688743,-30760.85174688876,0.014176487802824576,0.0141764878028172,0,0
0BRA,up,trend,2,-24155.204579413814,-24155.204579414887,0.19257424180125104,0.19257424180116994,3,3
0BRA,up,trend_annual,4,-25400.297124531477,-25400.29712453324,0.1173870613052419,0.11738706130516077,2,2
0BRA,up,trend_annual_semi,6,-25423.1066091146,-25423.10660911646,0.11562623758862375,0.1156262375885391,0,0
0BRA,up,trend_quad_annual_semi,7,-25419.671060082717,-25419.671060084584,0.1154263403079949,0.11542634030791024,1,1
0BRO,east,trend,2,-39393.65548297339,-39393.65548256794,0.011610109757783494,0.011610109759277877,3,3
0BRO,east,trend_annual,4,-42594.889933621635,-42594.88993249587,0.00418077634836091,0.004180776349855071,2,2
0BRO,east,trend_annual_semi,6,-42654.9625040875,-42654.962502933784,0.004080876996384471,0.004080876997879129,1,1
0BRO,east,trend_quad_annual_semi,7,-42902.23920147833,-42902.23920022719,0.003763141762464829,0.003763141763959499,0,0
0BRO,north,trend,2,-41255.353871683845,-41255.35387050655,0.006429269269763393,0.006429269272166289,3,3
0BRO,north,trend_annual,4,-42474.698836169424,-42474.69883442687,0.004343380068062102,0.004343380070464829,2,2
0BRO,north,trend_annual_semi,6,-42596.71084538668,-42596.71084356567,0.004157045083762042,0.004157045086165229,1,1
0BRO,north,trend_quad_annual_semi,7,-42622.55177914598,-42622.55177730524,0.004112552333617271,0.004112552336020486,0,0
0BRO,up,trend,2,-30991.954794771093,-30991.954794772042,0.16718196283938497,0.16718196283933476,3,3
0BRO,up,trend_annual,4,-32472.178910622642,-32472.178910624156,0.10396517772273893,0.10396517772268896,2,2
0BRO,up,trend_annual_semi,6,-32537.54900682075,-32537.54900682221,0.10131041466935092,0.10131041466930381,0,0
0BRO,up,trend_quad_annual_semi,7,-32531.569414667392,-32531.569414668862,0.10124368224139631,0.10124368224134897,1,1
0BRU,east,trend,2,-37710.11355129965,-37710.113551295224,0.01800985440786828,0.018009854407893724,3,3
0BRU,east,trend_annual,4,-40747.95315487866,-40747.95315486695,0.006782086765864114,0.00678208676588953,2,2
0BRU,east,trend_annual_semi,6,-40860.41435852259,-40860.414358510425,0.006508916153123167,0.0065089161531484965,1,1
0BRU,east,trend_quad_annual_semi,7,-41313.692921713766,-41313.69292169965,0.005616130628004302,0.005616130628029655,0,0
0BRU,north,trend,2,-37243.56920527395,-37243.56920529866,0.02090770557356363,0.020907705573398414,3,3
0BRU,north,trend_annual,4,-38044.90011751361,-38044.90011754566,0.01609821792435058,0.016098217924185552,2,2
0BRU,north,trend_annual_semi,6,-38402.39894485506,-38402.39894489073,0.014285353842818585,0.014285353842655621,1,1
0BRU,north,trend_quad_annual_semi,7,-39644.52765674365,-39644.52765679671,0.009577668443058537,0.009577668442896033,0,0
0BRU,up,trend,2,-30904.489703138806,-30904.489703138384,0.15874923300524046,0.15874923300526203,3,3
0BRU,up,trend_annual,4,-32473.48285844971,-32473.48285844899,0.09562380586390944,0.0956238058639314,2,2
0BRU,up,trend_annual_semi,6,-32535.55023529819,-32535.550235297495,0.09326320252521879,0.09326320252523951,1,1
0BRU,up,trend_quad_annual_semi,7,-32734.9644780528,-32734.964478052058,0.08727641173100312,0.08727641173102388,0,0
0BST,east,trend,2,-63404.463302274606,-63404.463303839715,0.036493210362189506,0.03649321035147965,3,3
0BST,east,trend_annual,4,-68367.61236016142,-68367.61236414398,0.01434296079356561,0.01434296078285462,2,2
0BST,east,trend_annual_semi,6,-68388.04879507404,-68388.0487990842,0.014242192853784646,0.01424219284307519,1,1
0BST,east,trend_quad_annual_semi,7,-68524.17610673234,-68524.17611085298,0.013860932297645944,0.013860932286936072,0,0
0BST,north,trend,2,-64267.994078874806,-64267.99407884259,0.031037746259645827,0.031037746259833333,3,3
0BST,north,trend_annual,4,-68734.2353358356,-68734.2353357612,0.013390067225275661,0.013390067225462456,2,2
0BST,north,trend_annual_semi,6,-68843.39911467617,-68843.39911459999,0.013076612970327504,0.013076612970514299,0,0
0BST,north,trend_quad_annual_semi,7,-68835.69789390484,-68835.69789382855,0.013074454272944479,0.013074454273131537,1,1
0BST,up,trend,2,-51874.233143162215,-51874.233143120284,0.3170880542531499,0.3170880542556432,3,3
0BST,up,trend_annual,4,-54615.016458636695,-54615.01645856643,0.1890539056856829,0.18905390568817365,2,2
0BST,up,trend_annual_semi,6,-54676.01502094988,-54676.015020878585,0.18630328629566717,0.18630328629815773,1,1
0BST,up,trend_quad_annual_semi,7,-54761.8981429488,-54761.898142876256,0.18303230399519352,0.183032303997683,0,0
0BTT,east,trend,2,-22454.250264043396,-22454.250263894555,0.07824417258948088,0.07824417259478886,3,3
0BTT,east,trend_annual,4,-26418.991673880533,-26418.9916729674,0.012752630419259852,0.01275263042456744,2,2
0BTT,east,trend_annual_semi,6,-26498.21791140446,-26498.217910450097,0.01221438001649983,0.01221438002181293,1,1
0BTT,east,trend_quad_annual_semi,7,-27056.523438323977,-27056.523437088596,0.00943699969194848,0.009436999697262189,0,0
0BTT,north,trend,2,-25806.210579103365,-25806.21057899817,0.016980223503130998,0.01698022350394513,3,3
0BTT,north,trend_annual,4,-27563.567361844194,-27563.56736160829,0.007568940562891595,0.007568940563705431,2,2
0BTT,north,trend_annual_semi,6,-27685.16879816411,-27685.168797911585,0.007110804347683148,0.007110804348501587,1,1
0BTT,north,trend_quad_annual_semi,7,-27941.973333456106,-27941.973333171358,0.006303217443553754,0.006303217444371827,0,0
0BTT,up,trend,2,-21391.41359986862,-21391.413599841613,0.12700965394362362,0.12700965394518704,3,3
0BTT,up,trend_annual,4,-22953.947864530302,-22953.947864474874,0.0618718138961809,0.061871813897744016,2,2
0BTT,up,trend_annual_semi,6,-22967.95644854211,-22967.95644848589,0.06104837447970479,0.06104837448126917,0,0
0BTT,up,trend_quad_annual_semi,7,-22960.263742984527,-22960.2637429283,0.06104835288507744,0.06104835288664197,1,1
0BUE,east,trend,2,-30594.847752107835,-30594.84775215265,0.012032399288294006,0.01203239928807829,3,3
0BUE,east,trend_annual,4,-33260.69986376423,-33260.69986389528,0.004116498283251189,0.004116498283035398,2,2
0BUE,east,trend_annual_semi,6,-33327.8282368867,-33327.82823702288,0.00398243039389833,0.003982430393681407,1,1
0BUE,east,trend_quad_annual_semi,7,-33456.76759612742,-33456.76759627125,0.0037704219661492478,0.003770421965932328,0,0
0BUE,north,trend,2,-31716.816674348007,-31716.816674121674,0.007681504168766262,0.007681504169461706,3,3
0BUE,north,trend_annual,4,-32776.76213782258,-32776.76213747456,0.004995702091550581,0.0049957020922460306,2,2
0BUE,north,trend_annual_semi,6,-32856.86312893976,-32856.86312857825,0.00480798620396173,0.004807986204656987,1,1
0BUE,north,trend_quad_annual_semi,7,-32958.29025977506,-32958.29025939738,0.004602399772324171,0.004602399773019458,0,0
0BUE,up,trend,2,-24132.066384000776,-24132.066383990285,0.15960715254069788,0.15960715254136754,3,3
0BUE,up,trend_annual,4,-25573.966999158507,-25573.966999139713,0.08909435855201182,0.08909435855268164,2,2
0BUE,up,trend_annual_semi,6,-25692.409800920894,-25692.409800899983,0.0844415567555857,0.084441556756292,0,0
0BUE,up,trend_quad_annual_semi,7,-25684.685855197935,-25684.685855177024,0.0844381757736169,0.08443817577432322,1,1
0BUG,east,trend,2,-35049.41699306945,-35049.416993088154,0.03308250552716901,0.033082505526967156,3,3
0BUG,east,trend_annual,4,-39753.732188048576,-39753.73218813575,0.0070951989797147,0.007095198979512975,2,2
0BUG,east,trend_annual_semi,6,-39769.94272202761,-39769.94272211571,0.007020920167280629,0.007020920167078901,1,1
0BUG,east,trend_quad_annual_semi,7,-39770.53822362489,-39770.53822371328,0.007001200416918013,0.007001200416716171,0,0
0BUG,north,trend,2,-40092.814410435516,-40092.81441043464,0.006385698611076724,0.00638569861107854,3,3
0BUG,north,trend_annual,4,-40094.23134808988,-40094.23134808903,0.006349409889330336,0.006349409889332112,2,2
0BUG,north,trend_annual_semi,6,-40199.05663356532,-40199.0566335638,0.006103945785543637,0.0061039457855466776,0,0
0BUG,north,trend_quad_annual_semi,7,-40198.80449095208,-40198.80449095055,0.006088484578362254,0.006088484578365292,1,1
0BUG,up,trend,2,-30472.79335579058,-30472.79335582458,0.14718736722778675,0.14718736722615466,3,3
0BUG,up,trend_annual,4,-32011.856384366318,-32011.856384422765,0.08863191462156494,0.0886319146199332,2,2
0BUG,up,trend_annual_semi,6,-32111.7829594657,-32111.782959524484,0.08534170787877363,0.08534170787713746,0,0
0BUG,up,trend_quad_annual_semi,7,-32108.68181121006,-32108.68181126894,0.08520467614696918,0.0852046761453329,1,1
0BUR,east,trend,2,-88581.32475044671,-88581.32474900024,0.03982486034848879,0.039824860356369174,3,3
0BUR,east,trend_annual,4,-90889.03076264185,-90889.03076065377,0.028973032770605166,0.0289730327784849,2,2
0BUR,east,trend_annual_semi,6,-91012.09369975158,-91012.0936977249,0.028420093666170904,0.028420093674050344,1,1
0BUR,east,trend_quad_annual_semi,7,-91065.63936083156,-91065.63935878727,0.028178360661406613,0.02817836066928693,0,0
0BUR,north,trend,2,-92393.6734249943,-92393.67342499577,0.023640615360652942,0.02364061536064818,3,3
0BUR,north,trend_annual,4,-92766.83968963221,-92766.83968963378,0.022409462142425233,0.022409462142420393,2,2
0BUR,north,trend_annual_semi,6,-93174.37146586977,-93174.37146587159,0.021142795019129017,0.021142795019123743,1,1
0BUR,north,trend_quad_annual_semi,7,-93966.66460131678,-93966.66460131881,0.018947978547898342,0.01894797854789303,0,0
0BUR,up,trend,2,-67496.8257438076,-67496.82574363814,0.712534077149819,0.7125340771663369,3,3
0BUR,up,trend_annual,4,-70528.45804223607,-70528.45804197855,0.46950059155434987,0.4695005915708894,2,2
0BUR,up,trend_annual_semi,6,-70584.58027100403,-70584.58027074383,0.4647770832617903,0.4647770832783349,1,1
0BUR,up,trend_quad_annual_semi,7,-72771.45808993433,-72771.45808958301,0.34418465729501047,0.34418465731155123,0,0
0BYG,east,trend,2,-31556.507910044595,-31556.507910795543,0.012697179366596107,0.01269717936290468,3,3
0BYG,east,trend_annual,4,-33539.40661698746,-33539.40661861541,0.005856919175995108,0.005856919172303738,2,2
0BYG,east,trend_annual_semi,6,-33644.22976920323,-33644.22977091062,0.00558988318788696,0.0055898831841919875,1,1
0BYG,east,trend_quad_annual_semi,7,-33771.661911693394,-33771.66191349263,0.005304639181258412,0.005304639177563374,0,0
0BYG,north,trend,2,-32558.498300146453,-32558.498300288353,0.008614635593829953,0.0086146355933567,3,3
0BYG,north,trend_annual,4,-33451.33779940764,-33451.33779960939,0.006060057461149236,0.006060057460675894,2,2
0BYG,north,trend_annual_semi,6,-33602.40146652498,-33602.401466740004,0.005681140932005647,0.005681140931532717,1,1
0BYG,north,trend_quad_annual_semi,7,-33618.21942262626,-33618.219422843234,0.005629307949061186,0.005629307948588316,0,0
0BYG,up,trend,2,-24966.728866209738,-24966.72886623958,0.16281120382481937,0.16281120382293823,3,3
0BYG,up,trend_annual,4,-26285.195851747572,-26285.195851797595,0.09713169070343361,0.09713169070155249,2,2
0BYG,up,trend_annual_semi,6,-26315.98750170147,-26315.98750175176,0.09539855300276036,0.09539855300090307,0,0
0BYG,up,trend_quad_annual_semi,7,-26308.77289139767,-26308.772891447978,0.09537484124781086,0.09537484124595338,1,1
0BYS,east,trend,2,-13130.366958661682,-13130.366958661956,0.019766617732402965,0.019766617732398392,3,3
0BYS,east,trend_annual,4,-15425.624425397038,-15425.624425398963,0.0028570812901099686,0.002857081290105367,2,2
0BYS,east,trend_annual_semi,6,-15449.113129854744,-15449.113129856443,0.0027683750253857087,0.002768375025381767,1,1
0BYS,east,trend_quad_annual_semi,7,-15611.60180922932,-15611.601809231175,0.002401849231452674,0.0024018492314489405,0,0
0BYS,north,trend,2,-15115.631902173605,-15115.631902316542,0.003748266940738888,0.0037482669402901787,3,3
0BYS,north,trend_annual,4,-15223.36174345465,-15223.361743612923,0.003384478413545068,0.0033844784130964323,2,2
0BYS,north,trend_annual_semi,6,-15345.788866606232,-15345.788866783516,0.003018610869276878,0.003018610868828684,1,1
0BYS,north,trend_quad_annual_semi,7,-15510.725968588651,-15510.725968793393,0.002613589548597541,0.0026135895481493743,0,0
0BYS,up,trend,2,-11461.976245107258,-11461.976245107175,0.07994242572496427,0.07994242572496973,3,3
0BYS,up,trend_annual,4,-12315.614431223343,-12315.614431223177,0.03864815598888148,0.03864815598888685,2,2
0BYS,up,trend_annual_semi,6,-12323.308041153281,-12323.308041152975,0.0379468966045071,0.03794689660451682,0,0
0BYS,up,trend_quad_annual_semi,7,-12322.398225119325,-12322.398225119015,0.03775114569912741,0.037751145699137206,1,1
0CHA,east,trend,2,-64600.96958269658,-64600.96958276704,0.08272435877166569,0.0827243587706594,3,3
0CHA,east,trend_annual,4,-69912.94667209272,-69912.94667226933,0.032963444104685005,0.03296344410367987,2,2
0CHA,east,trend_annual_semi,6,-69980.20511968681,-69980.20511986602,0.03248554102730182,0.032485541026296624,1,1
0CHA,east,trend_quad_annual_semi,7,-70574.15903337824,-70574.15903357702,0.02927552698671446,0.029275526985709753,0,0
0CHA,north,trend,2,-66395.17642565114,-66395.17642568114,0.060687686644969804,0.06068768664465547,3,3
0CHA,north,trend_annual,4,-66445.7192862707,-66445.71928630107,0.05998069172179365,0.0599806917214793,2,2
0CHA,north,trend_annual_semi,6,-66491.60693716601,-66491.60693719672,0.05932959897352422,0.05932959897320969,1,1
0CHA,north,trend_quad_annual_semi,7,-68974.83015379347,-68974.8301538406,0.038585599397609444,0.03858559939729548,0,0
0CHA,up,trend,2,-55882.8895652135,-55882.889565096106,0.372675279312822,0.3726752793203757,3,3
0CHA,up,trend_annual,4,-59378.20937302759,-59378.20937281241,0.20321041285817543,0.20321041286572505,2,2
