sta,component,model,n_params,bic_image,bic_raw,rss_image,rss_raw,rank_image,rank_raw
0HOL,up,trend_quad_annual_semi,7,-11184.912784568778,-11184.912784570492,0.03996311253022851,0.03996311253016619,1,1
0HOO,east,trend,2,-67789.84211838241,-67789.84211834062,0.03467107478865021,0.034671074788906645,3,3
0HOO,east,trend_annual,4,-74210.51871882605,-74210.51871869552,0.011094446004049605,0.011094446004305935,2,2
0HOO,east,trend_annual_semi,6,-74268.86678853062,-74268.86678839855,0.010946933075430772,0.010946933075686647,1,1
0HOO,east,trend_quad_annual_semi,7,-75254.45512121911,-75254.4551210615,0.009180574831384514,0.009180574831640614,0,0
0HOO,north,trend,2,-72331.65332503869,-72331.6533250296,0.01551869411586187,0.015518694115886814,3,3
0HOO,north,trend_annual,4,-75191.25538078503,-75191.25538076996,0.00932652893567161,0.009326528935696497,2,2
0HOO,north,trend_annual_semi,6,-75838.67969872749,-75838.67969871052,0.008291379326128279,0.008291379326153168,1,1
0HOO,north,trend_quad_annual_semi,7,-75935.33182062954,-75935.3318206123,0.008138294768192412,0.008138294768217253,0,0
0HOO,up,trend,2,-55303.74946732882,-55303.749467318514,0.31602889920815996,0.31602889920873634,3,3
0HOO,up,trend_annual,4,-58123.9072570805,-58123.90725706344,0.19125975777223633,0.19125975777281407,2,2
0HOO,up,trend_annual_semi,6,-58203.181724051436,-58203.18172403409,0.18801907393878062,0.18801907393935813,1,1
0HOO,up,trend_quad_annual_semi,7,-58219.88314159605,-58219.88314157864,0.18717767743058167,0.18717767743115854,0,0
0HOR,east,trend,2,-57347.30987295012,-57347.30987289146,0.030150579194198918,0.030150579194568164,3,3
0HOR,east,trend_annual,4,-62073.93087841625,-62073.93087825826,0.011199815807400261,0.011199815807769669,2,2
0HOR,east,trend_annual_semi,6,-62162.66906271455,-62162.6690625531,0.010955408831784587,0.010955408832153842,1,1
0HOR,east,trend_quad_annual_semi,7,-62456.56701588152,-62456.56701570953,0.01028521639948661,0.010285216399855912,0,0
0HOR,north,trend,2,-61371.545460261186,-61371.545460350506,0.013014595298382382,0.01301459529813967,3,3
0HOR,north,trend_annual,4,-61905.78150930361,-61905.7815094035,0.011599959245907742,0.011599959245665824,2,2
0HOR,north,trend_annual_semi,6,-62062.36733530616,-62062.367335409945,0.011187231791583822,0.01118723179134145,1,1
0HOR,north,trend_quad_annual_semi,7,-63266.77800516412,-63266.778005297725,0.008684685775199798,0.008684685774957544,0,0
0HOR,up,trend,2,-46757.32999123602,-46757.3299912514,0.2750783271869841,0.27507832718610126,3,3
0HOR,up,trend_annual,4,-49372.45825391952,-49372.45825394617,0.15878669543368468,0.158786695432801,2,2
0HOR,up,trend_annual_semi,6,-49472.14682043341,-49472.146820460744,0.15496691309466776,0.1549669130937834,1,1
0HOR,up,trend_quad_annual_semi,7,-49542.727416924114,-49542.72741695187,0.15243030565065085,0.15243030564976737,0,0
0HOS,east,trend,2,-87766.70069986419,-87766.70070014097,0.03710586599355546,0.037105865992130796,3,3
0HOS,east,trend_annual,4,-96977.84630223634,-96977.84630323193,0.010314823234258207,0.010314823232833694,2,2
0HOS,east,trend_annual_semi,6,-97268.6116877439,-97268.61168878329,0.009882681701104457,0.009882681699679582,1,1
0HOS,east,trend_quad_annual_semi,7,-97501.73638425996,-97501.7363853352,0.009556424711907808,0.009556424710482441,0,0
0HOS,north,trend,2,-95013.74086583561,-95013.74087683245,0.013578644615030618,0.013578644594317325,3,3
0HOS,north,trend_annual,4,-95300.62612770333,-95300.62613917494,0.013016768820868479,0.01301676880015505,2,2
0HOS,north,trend_annual_semi,6,-95647.8865281188,-95647.88654018549,0.012374075445227693,0.012374075424515508,1,1
0HOS,north,trend_quad_annual_semi,7,-95784.17399331553,-95784.1740056282,0.012127385860104041,0.012127385839390992,0,0
0HOS,up,trend,2,-70192.1809529672,-70192.1809531076,0.4248062861843382,0.4248062861760658,3,3
0HOS,up,trend_annual,4,-73560.61402329116,-73560.61402351558,0.26557969509548346,0.26557969508721596,2,2
0HOS,up,trend_annual_semi,6,-73796.86131556683,-73796.86131579928,0.2563847798464298,0.25638477983816266,0,0
0HOS,up,trend_quad_annual_semi,7,-73788.09662476556,-73788.096624998,0.2563805692269581,0.25638056921869173,1,1
0HOT,east,trend,2,-77577.32336205534,-77577.32336152735,0.07598431012813035,0.0759843101340259,3,3
0HOT,east,trend_annual,4,-79781.9358238963,-79781.93582316538,0.054814982984542356,0.054814982990430146,2,2
0HOT,east,trend_annual_semi,6,-79797.73969052026,-79797.73968978548,0.05454616328241073,0.054546163288300545,1,1
0HOT,east,trend_quad_annual_semi,7,-83399.78655451146,-83399.78655326227,0.0320862281664913,0.03208622817238134,0,0
0HOT,north,trend,2,-85415.72343615357,-85415.72343839917,0.024014743041500218,0.024014743033575498,3,3
0HOT,north,trend_annual,4,-85417.18726458978,-85417.18726684107,0.02394738236242633,0.023947382354503874,2,2
0HOT,north,trend_annual_semi,6,-85838.88015974996,-85838.88016215137,0.022450146127836072,0.022450146119913673,1,1
0HOT,north,trend_quad_annual_semi,7,-86643.33912775833,-86643.33913046429,0.019921197304213007,0.01992119729629151,0,0
0HOT,up,trend,2,-65870.03756602609,-65870.0375660196,0.42450405286439497,0.42450405286479964,3,3
0HOT,up,trend_annual,4,-68105.96890238581,-68105.96890237682,0.3048305095451886,0.30483050954559177,2,2
0HOT,up,trend_annual_semi,6,-68228.44423158042,-68228.44423157115,0.29861773260206004,0.2986177326024672,1,1
0HOT,up,trend_quad_annual_semi,7,-68398.01491393142,-68398.01491392199,0.2908910578183639,0.29089105781876684,0,0
0HRN,east,trend,2,-47296.008249747814,-47296.00824956341,0.029941992229134472,0.029941992230512027,3,3
0HRN,east,trend_annual,4,-50411.35762738483,-50411.357626982,0.013706078140172316,0.013706078141549886,2,2
0HRN,east,trend_annual_semi,6,-50430.10930836286,-50430.10930795638,0.013585745075946233,0.013585745077324057,1,1
0HRN,east,trend_quad_annual_semi,7,-50665.702062642806,-50665.70206221091,0.012783695723405715,0.01278369572478326,0,0
0HRN,north,trend,2,-50048.133619535714,-50048.13361946257,0.015068461107037074,0.015068461107312055,2,2
0HRN,north,trend_annual,4,-50036.952995775275,-50036.95299570207,0.015048129888243925,0.01504812988851877,3,3
0HRN,north,trend_annual_semi,6,-50090.33774142529,-50090.337741350675,0.014787680447071285,0.014787680447346567,0,0
0HRN,north,trend_quad_annual_semi,7,-50085.09771690266,-50085.097716828015,0.014776409421898135,0.014776409422173339,1,1
0HRN,up,trend,2,-39177.614525917656,-39177.61452591864,0.22696804888906003,0.22696804888900435,3,3
0HRN,up,trend_annual,4,-41215.33848827239,-41215.33848827405,0.13594567361053633,0.13594567361048018,2,2
0HRN,up,trend_annual_semi,6,-41300.82537196067,-41300.82537196238,0.13252701879282527,0.13252701879276893,0,0
0HRN,up,trend_quad_annual_semi,7,-41293.71103149719,-41293.71103149889,0.13248795066785551,0.13248795066779917,1,1
0HRO,east,trend,2,-102236.30378948303,-102236.30378867628,0.029378735961265716,0.02937873596417099,3,3
0HRO,east,trend_annual,4,-105049.65719193737,-105049.65719079603,0.02076367034706545,0.020763670349970398,2,2
0HRO,east,trend_annual_semi,6,-105058.30963896365,-105058.30963781875,0.020695911191702603,0.020695911194607106,1,1
0HRO,east,trend_quad_annual_semi,7,-107636.12193586801,-107636.1219342956,0.015072114234479617,0.015072114237384669,0,0
0HRO,north,trend,2,-93581.549750735,-93581.54975038613,0.08487357453772358,0.08487357454135304,3,3
0HRO,north,trend_annual,4,-94893.1366576755,-94893.13665726528,0.07210919858839075,0.07210919859201673,2,2
0HRO,north,trend_annual_semi,6,-94903.79410902072,-94903.7941086091,0.0718562185402653,0.07185621854389086,1,1
0HRO,north,trend_quad_annual_semi,7,-99961.58065641382,-99961.58065564642,0.03861282131945262,0.038612821323084766,0,0
0HRO,up,trend,2,-79178.12745476454,-79178.12745459727,0.49607186585795365,0.4960718658681256,3,3
0HRO,up,trend_annual,4,-82665.35614100486,-82665.35614074778,0.32280599287030065,0.3228059928804723,2,2
0HRO,up,trend_annual_semi,6,-82868.06090920072,-82868.06090893675,0.31418942295065877,0.3141894229608255,1,1
0HRO,up,trend_quad_annual_semi,7,-83515.0104268211,-83515.01042653508,0.289915515976184,0.2899155159863485,0,0
0HSA,east,trend,2,-79434.17767846062,-79434.17767806027,0.06580985661720859,0.06580985662104083,3,3
0HSA,east,trend_annual,4,-84140.24707408375,-84140.24707328728,0.03310485899016339,0.03310485899399856,2,2
0HSA,east,trend_annual_semi,6,-84444.62057951951,-84444.62057868557,0.031589891778716794,0.03158989178254869,1,1
0HSA,east,trend_quad_annual_semi,7,-84466.37233394511,-84466.37233310663,0.03144965811814451,0.031449658121980195,0,0
0HSA,north,trend,2,-85961.77779420382,-85961.7777913718,0.0254648868247758,0.025464886835265564,3,3
0HSA,north,trend_annual,4,-87152.62092643593,-87152.62092305967,0.02135992706363227,0.02135992707412198,2,2
0HSA,north,trend_annual_semi,6,-87560.32937825394,-87560.329374662,0.020078371318775146,0.020078371329265373,1,1
0HSA,north,trend_quad_annual_semi,7,-87623.79228627513,-87623.7922826453,0.019868330431821728,0.01986833044231173,0,0
0HSA,up,trend,2,-65433.579498790124,-65433.5794985088,0.5043246805214523,0.5043246805420889,3,3
0HSA,up,trend_annual,4,-69098.95069609354,-69098.9506956129,0.29515628526144444,0.2951562852820788,2,2
0HSA,up,trend_annual_semi,6,-69122.74243051594,-69122.74243003239,0.2933815589120672,0.29338155893270157,1,1
0HSA,up,trend_quad_annual_semi,7,-69312.9719682155,-69312.9719677177,0.28500852004828664,0.28500852006892274,0,0
0HST,east,trend,2,-57608.974248077124,-57608.97424806649,0.03998348066345485,0.03998348066354127,3,3
0HST,east,trend_annual,4,-61198.463801493046,-61198.46380147107,0.019201581180801338,0.019201581180887155,2,2
0HST,east,trend_annual_semi,6,-61241.72940951542,-61241.72940949322,0.018967668339614052,0.018967668339699692,1,1
0HST,east,trend_quad_annual_semi,7,-61276.70405049948,-61276.70405047709,0.018800699387787168,0.018800699387872755,0,0
0HST,north,trend,2,-57687.58445472222,-57687.58445527547,0.039349330183064274,0.0393493301786368,3,3
0HST,north,trend_annual,4,-57711.996949888104,-57711.99695044622,0.0390193024656712,0.03901930246124224,2,2
0HST,north,trend_annual_semi,6,-57785.19000947799,-57785.190010045975,0.03831008458398868,0.03831008457956332,1,1
0HST,north,trend_quad_annual_semi,7,-60112.14023908296,-60112.140239995664,0.023825071476441397,0.023825071472018927,0,0
0HST,up,trend,2,-49169.39194139282,-49169.391941358655,0.2224884596715463,0.22248845967309233,3,3
0HST,up,trend_annual,4,-51070.54110581526,-51070.541105764714,0.15062140901544752,0.15062140901699583,2,2
0HST,up,trend_annual_semi,6,-51164.69555022907,-51164.69555017733,0.1472546097727186,0.1472546097742685,1,1
0HST,up,trend_quad_annual_semi,7,-51387.8758615209,-51387.87586146674,0.14047714559006538,0.14047714559161292,0,0
0HSU,east,trend,2,-49416.459840304204,-49416.459840165,0.025276654263713737,0.025276654264567995,3,3
0HSU,east,trend_annual,4,-54311.398815269225,-54311.398814810396,0.0076710947573469775,0.007671094758201489,2,2
0HSU,east,trend_annual_semi,6,-54420.98664079036,-54420.98664031704,0.0074395654765182714,0.0074395654773731675,1,1
0HSU,east,trend_quad_annual_semi,7,-54469.16530188493,-54469.16530140542,0.007338210632029439,0.007338210632883726,0,0
0HSU,north,trend,2,-54792.46541916251,-54792.4654188693,0.0068531520580003315,0.006853152058488155,3,3
0HSU,north,trend_annual,4,-54989.82638726977,-54989.82638696101,0.006506179865538536,0.006506179866026241,2,2
0HSU,north,trend_annual_semi,6,-55158.609684593284,-55158.60968427042,0.006219778271812614,0.006219778272300135,1,1
0HSU,north,trend_quad_annual_semi,7,-55234.67877057403,-55234.678770244616,0.006093640465839375,0.006093640466326709,0,0
0HSU,up,trend,2,-39968.94178973527,-39968.94178972935,0.2505165104793095,0.25051651047966894,3,3
0HSU,up,trend_annual,4,-42105.48678397021,-42105.486783960216,0.14852875820168115,0.1485287582020416,2,2
0HSU,up,trend_annual_semi,6,-42251.468953938296,-42251.46895392775,0.14277871439659517,0.14277871439696055,1,1
0HSU,up,trend_quad_annual_semi,7,-42277.76117360063,-42277.76117359002,0.14158384688262426,0.14158384688298895,0,0
0HUD,east,trend,2,-77038.40026627654,-77038.40026640747,0.09030596045786365,0.09030596045613934,3,3
0HUD,east,trend_annual,4,-84624.96021535197,-84624.96021574875,0.029791726983844788,0.029791726982120802,2,2
0HUD,east,trend_annual_semi,6,-85252.49938872123,-85252.49938915748,0.027116335931641384,0.02711633592991621,1,1
0HUD,east,trend_quad_annual_semi,7,-86586.51697971504,-86586.51698024553,0.022293605460810856,0.02229360545908613,0,0
0HUD,north,trend,2,-75759.08859058406,-75759.08859071162,0.10882854242116462,0.1088285424191402,3,3
0HUD,north,trend_annual,4,-81574.89761295533,-81574.89761325427,0.046480868602747034,0.04648086860072073,2,2
0HUD,north,trend_annual_semi,6,-82244.92972123437,-82244.92972156496,0.04204537514852043,0.04204537514649334,1,1
0HUD,north,trend_quad_annual_semi,7,-84821.99533255678,-84821.99533303878,0.02883619362810675,0.028836193626079747,0,0
0HUD,up,trend,2,-66293.70843816445,-66293.70843784617,0.43275438877788075,0.43275438879796824,3,3
0HUD,up,trend_annual,4,-70000.11707354606,-70000.1170729983,0.2514049022748913,0.25140490229497436,2,2
0HUD,up,trend_annual_semi,6,-70109.1695405004,-70109.16953994235,0.2468015634877079,0.24680156350779373,1,1
0HUD,up,trend_quad_annual_semi,7,-70182.01816815896,-70182.01816759408,0.24387906596987038,0.24387906598996117,0,0
0HUS,east,trend,2,-15070.329052253008,-15070.329052253614,0.009090400036871034,0.009090400036866706,3,3
0HUS,east,trend_annual,4,-16058.28550143022,-16058.285501431586,0.004136714116602299,0.004136714116597861,2,2
0HUS,east,trend_annual_semi,6,-16119.674941929963,-16119.674941931722,0.003897929877677184,0.003897929877671799,1,1
0HUS,east,trend_quad_annual_semi,7,-17047.08545975243,-17047.08545975551,0.0018706875925462911,0.0018706875925417622,0,0
0HUS,north,trend,2,-15725.021729382232,-15725.02172966452,0.005435370740436096,0.005435370739230801,2,2
0HUS,north,trend_annual,4,-15723.347889482173,-15723.347889767336,0.005381734215446733,0.005381734214241181,3,3
0HUS,north,trend_annual_semi,6,-15749.424915962001,-15749.42491625813,0.005213722133187097,0.00521372213197426,1,1
0HUS,north,trend_quad_annual_semi,7,-16014.406254937105,-16014.406255303022,0.0042102542231049825,0.004210254221894764,0,0
0HUS,up,trend,2,-12316.299121777909,-12316.299121794826,0.07909391832900917,0.07909391832795809,3,3
0HUS,up,trend_annual,4,-12973.643496192064,-12973.643496220735,0.04666665244357822,0.04666665244252712,2,2
0HUS,up,trend_annual_semi,6,-12982.048216552128,-12982.048216582314,0.045841765784719934,0.04584176578363293,0,0
0HUS,up,trend_quad_annual_semi,7,-12977.62263867317,-12977.62263870336,0.04574379324159334,0.045743793240508424,1,1
0HVI,east,trend,2,-22974.97414400691,-22974.97414393725,0.04749165939657217,0.04749165939811452,3,3
0HVI,east,trend_annual,4,-27205.020295563118,-27205.020295059112,0.006562372942407512,0.006562372943949464,2,2
0HVI,east,trend_annual_semi,6,-27344.891895528574,-27344.891894986693,0.006104289446248931,0.006104289447791018,1,1
0HVI,east,trend_quad_annual_semi,7,-27361.263856678826,-27361.26385613076,0.006036249777232888,0.006036249778775197,0,0
0HVI,north,trend,2,-25630.809339994357,-25630.809340018248,0.013768763298994142,0.013768763298840782,3,3
0HVI,north,trend_annual,4,-26402.888887652716,-26402.88888768718,0.009538214445447776,0.00953821444529452,2,2
0HVI,north,trend_annual_semi,6,-26651.46564826301,-26651.46564830251,0.008433967920453297,0.008433967920297982,1,1
0HVI,north,trend_quad_annual_semi,7,-26827.19862435596,-26827.19862439897,0.0077428077606267074,0.00774280776047144,0,0
0HVI,up,trend,2,-20243.235853503087,-20243.235853486007,0.1697101137937898,0.1697101137951413,3,3
0HVI,up,trend_annual,4,-21401.008831371448,-21401.008831341904,0.09821756971379997,0.09821756971515266,2,2
0HVI,up,trend_annual_semi,6,-21450.560756332667,-21450.560756303134,0.09529064450954083,0.095290644510853,1,1
0HVI,up,trend_quad_annual_semi,7,-21658.65214355594,-21658.652143523203,0.08617181573022292,0.08617181573153801,0,0
0HYB,east,trend,2,-83597.00364717054,-83597.00364722328,0.10989876823563488,0.1098987682348633,3,3
0HYB,east,trend_annual,4,-88520.02557536631,-88520.02557546808,0.05692540706030307,0.056925407059531793,2,2
0HYB,east,trend_annual_semi,6,-88896.75706360982,-88896.75706371698,0.05401210459039117,0.0540121045896206,1,1
0HYB,east,trend_quad_annual_semi,7,-89191.51071904812,-89191.51071915968,0.051871894352416716,0.05187189435164631,0,0
0HYB,north,trend,2,-91685.7932732685,-91685.79327355101,0.03743603940841483,0.037436039407006697,3,3
0HYB,north,trend_annual,4,-92756.17592683568,-92756.17592716214,0.03238673435285254,0.03238673435144489,2,2
0HYB,north,trend_annual_semi,6,-92906.14331508595,-92906.1433154204,0.03167115268019327,0.03167115267878302,1,1
0HYB,north,trend_quad_annual_semi,7,-92969.8621470003,-92969.86214733757,0.031366320256654014,0.031366320255245536,0,0
0HYB,up,trend,2,-71604.74871521501,-71604.74871522422,0.5424984672169099,0.5424984672162436,3,3
0HYB,up,trend_annual,4,-75124.34179301474,-75124.34179302947,0.3387346880323907,0.3387346880317269,2,2
0HYB,up,trend_annual_semi,6,-75148.65997532704,-75148.65997534189,0.33683837399441824,0.33683837399375216,1,1
0HYB,up,trend_quad_annual_semi,7,-75528.360202359,-75528.36020237464,0.31985332109894304,0.319853321098278,0,0
0IDR,east,trend,2,-23688.04769727587,-23688.047697234484,0.010465258529138278,0.010465258529360045,3,3
0IDR,east,trend_annual,4,-25681.603426731544,-25681.603426615802,0.00374168381417599,0.0037416838143977333,2,2
0IDR,east,trend_annual_semi,6,-25780.409134165115,-25780.409134040012,0.0035295998171103763,0.0035295998173364754,0,0
0IDR,east,trend_quad_annual_semi,7,-25772.842352055533,-25772.842351930398,0.003529581130303031,0.003529581130529183,1,1
0IDR,north,trend,2,-20722.078306320396,-20722.078306002288,0.04778608952567829,0.04778608953346171,3,3
0IDR,north,trend_annual,4,-23236.495457546276,-23236.495456384677,0.013085583583990094,0.013085583591773082,2,2
0IDR,north,trend_annual_semi,6,-23677.575320919346,-23677.575319453274,0.01035950360089188,0.010359503608668523,1,1
0IDR,north,trend_quad_annual_semi,7,-23727.35782488789,-23727.35782337819,0.010059669513291906,0.010059669521068198,0,0
0IDR,up,trend,2,-18877.885395740297,-18877.885395739482,0.12285708725733259,0.12285708725738391,3,3
0IDR,up,trend_annual,4,-19785.380370903087,-19785.380370901777,0.07659985257913421,0.07659985257918558,2,2
0IDR,up,trend_annual_semi,6,-19807.631811418207,-19807.631811418032,0.07514670097256868,0.07514670097257534,1,1
0IDR,up,trend_quad_annual_semi,7,-19816.27168248321,-19816.271682483115,0.07452529397122191,0.07452529397122558,0,0
0JAK,east,trend,2,-72135.13581256416,-72135.13581253597,0.050948519945370904,0.05094851994560391,3,3
0JAK,east,trend_annual,4,-78660.60813462983,-78660.60813454815,0.017628447072528048,0.017628447072761573,2,2
0JAK,east,trend_annual_semi,6,-78765.82880552746,-78765.8288054442,0.01728113520534972,0.017281135205583092,1,1
0JAK,east,trend_quad_annual_semi,7,-79174.38282581253,-79174.38282572338,0.01615016115019378,0.016150161150427285,0,0
0JAK,north,trend,2,-74373.32742864388,-74373.32742917405,0.035437394243741295,0.035437394240693774,3,3
0JAK,north,trend_annual,4,-74795.64821096523,-74795.64821153451,0.03299755948744011,0.03299755948439307,2,2
0JAK,north,trend_annual_semi,6,-75481.0793310233,-75481.07933166136,0.029441979632791018,0.029441979629743868,1,1
0JAK,north,trend_quad_annual_semi,7,-75570.77743198555,-75570.77743263388,0.02897566820277595,0.028975668199728757,0,0
0JAK,up,trend,2,-59029.27585520597,-59029.27585520433,0.42694912101176374,0.42694912101187676,3,3
0JAK,up,trend_annual,4,-61724.534203872965,-61724.534203870455,0.27496580476948884,0.2749658047696007,2,2
0JAK,up,trend_annual_semi,6,-61739.986227986905,-61739.98622798439,0.27350210127016794,0.27350210127027996,1,1
0JAK,up,trend_quad_annual_semi,7,-61812.698189812436,-61812.69818980989,0.2699129431391514,0.2699129431392633,0,0
0JAM,east,trend,2,-51940.52370300362,-51940.523703042876,0.012944685582369088,0.012944685582245218,3,3
0JAM,east,trend_annual,4,-55238.320860118394,-55238.320860206506,0.005770048822239423,0.005770048822115477,1,1
0JAM,east,trend_annual_semi,6,-55234.52637299677,-55234.526373085064,0.005752010195812225,0.005752010195688421,2,2
0JAM,east,trend_quad_annual_semi,7,-55775.79896818793,-55775.79896828897,0.005030744389705876,0.005030744389581966,0,0
0JAM,north,trend,2,-54296.070332703894,-54296.07033373476,0.007289550430031912,0.007289550428199988,3,3
0JAM,north,trend_annual,4,-54528.93099862043,-54528.93099971636,0.006859387139844636,0.006859387138012017,2,2
0JAM,north,trend_annual_semi,6,-54700.8791610795,-54700.87916222691,0.0065511708465421795,0.006551170844709683,1,1
0JAM,north,trend_quad_annual_semi,7,-55076.68603362989,-55076.68603489003,0.005965543554616691,0.005965543552784065,0,0
0JAM,up,trend,2,-40063.19630542269,-40063.19630542054,0.2342015356468649,0.23420153564698773,3,3
0JAM,up,trend_annual,4,-42092.720012397076,-42092.72001239355,0.14221804273505684,0.142218042735179,2,2
0JAM,up,trend_annual_semi,6,-42149.82469595578,-42149.82469595227,0.13968418165371108,0.13968418165383056,1,1
0JAM,up,trend_quad_annual_semi,7,-42201.94642511369,-42201.94642511014,0.1376410926350326,0.13764109263515184,0,0
0JAR,east,trend,2,-83042.63164619183,-83042.63164671478,0.03886136637160529,0.038861366368648856,3,3
0JAR,east,trend_annual,4,-85053.84150476406,-85053.84150546636,0.02892909192806832,0.02892909192511272,2,2
0JAR,east,trend_annual_semi,6,-85193.59334977143,-85193.5933504901,0.028274109578572633,0.02827410957561658,1,1
0JAR,east,trend_quad_annual_semi,7,-85866.43283745358,-85866.43283824748,0.025604788378418425,0.02560478837546132,0,0
0JAR,north,trend,2,-79752.24372479696,-79752.24372612708,0.06271948150220338,0.06271948149006716,3,3
0JAR,north,trend_annual,4,-85168.75792834171,-85168.75793127337,0.028449488517189234,0.028449488505056,2,2
0JAR,north,trend_annual_semi,6,-86133.02488105623,-86133.02488443721,0.024662455455798586,0.024662455443668314,1,1
0JAR,north,trend_quad_annual_semi,7,-86474.92546712894,-86474.92547068693,0.02343565276813244,0.023435652756002175,0,0
0JAR,up,trend,2,-65116.08099247379,-65116.08099256893,0.5273572482405107,0.5273572482332116,3,3
0JAR,up,trend_annual,4,-69059.9453474731,-69059.9453476425,0.2963588520358207,0.2963588520285175,2,2
0JAR,up,trend_annual_semi,6,-69136.84431955479,-69136.8443197265,0.2923095735781617,0.2923095735708592,1,1
0JAR,up,trend_quad_annual_semi,7,-69261.62875408067,-69261.62875425573,0.2866823962443251,0.2866823962370238,0,0
0JAT,east,trend,2,-55144.89195106802,-55144.89195106789,0.029812159816585665,0.029812159816586498,3,3
0JAT,east,trend_annual,4,-58086.18281581649,-58086.182815816195,0.01570636369088447,0.01570636369088548,1,1
0JAT,east,trend_annual_semi,6,-58084.84742254886,-58084.84742254858,0.015653579119967478,0.015653579119968453,2,2
0JAT,east,trend_quad_annual_semi,7,-58150.03921035542,-58150.039210355135,0.01540587222211081,0.015405872222111774,0,0
0JAT,north,trend,2,-59987.89465244782,-59987.89465223931,0.010440985725704378,0.010440985726176027,3,3
0JAT,north,trend_annual,4,-60862.48493804474,-60862.4849377915,0.008607328813481132,0.008607328813953343,2,2
0JAT,north,trend_annual_semi,6,-61195.32307462688,-61195.32307435405,0.007979318792924125,0.007979318793395754,1,1
0JAT,north,trend_quad_annual_semi,7,-61382.31200919221,-61382.3120089075,0.007648551940535394,0.00764855194100714,0,0
0JAT,up,trend,2,-45425.9590866549,-45425.95908665114,0.2447909089650232,0.24479090896522238,3,3
0JAT,up,trend_annual,4,-47477.688285685734,-47477.68828567986,0.15637651895666574,0.15637651895686477,2,2
0JAT,up,trend_annual_semi,6,-47566.08133606827,-47566.08133606223,0.15285071697734828,0.1528507169775484,0,0
0JAT,up,trend_quad_annual_semi,7,-47565.64903373562,-47565.64903372956,0.1525858758102709,0.15258587581047137,1,1
0JAV,east,trend,2,-86308.83382678239,-86308.83382534471,0.053400484867444906,0.05340048487796168,3,3
0JAV,east,trend_annual,4,-93127.92549261649,-93127.9254889487,0.020931611349180368,0.020931611359697146,2,2
0JAV,east,trend_annual_semi,6,-93419.49077681037,-93419.49077298278,0.020063112145329076,0.020063112155848765,1,1
0JAV,east,trend_quad_annual_semi,7,-94410.69923789373,-94410.6992335051,0.017494426630899087,0.01749442664141644,0,0
0JAV,north,trend,2,-90602.78553060292,-90602.7855304217,0.029654303660786054,0.02965430366152224,3,3
0JAV,north,trend_annual,4,-91086.47958877405,-91086.4795885802,0.027685550786707428,0.02768555078744265,2,2
0JAV,north,trend_annual_semi,6,-91387.68231552788,-91387.68231532536,0.02650180485859767,0.026501804859332914,1,1
0JAV,north,trend_quad_annual_semi,7,-92979.92617619182,-92979.92617593931,0.02128236215404023,0.021282362154776427,0,0
0JAV,up,trend,2,-69939.06392518333,-69939.06392518083,0.5028309644932814,0.5028309644934543,3,3
0JAV,up,trend_annual,4,-73814.05835988173,-73814.05835987744,0.2950060146261789,0.29500601462635245,2,2
0JAV,up,trend_annual_semi,6,-73978.41917168882,-73978.4191716844,0.28773600377517616,0.2877360037753498,1,1
0JAV,up,trend_quad_annual_semi,7,-74011.95002672185,-74011.95002671743,0.2860685761939858,0.28606857619415904,0,0
0JFA,east,trend,2,-39675.09421076594,-39675.09421046874,0.03233794857839496,0.032337948581196985,3,3
0JFA,east,trend_annual,4,-45618.703465700455,-45618.70346401098,0.005689737951976622,0.005689737954779145,2,2
0JFA,east,trend_annual_semi,6,-45813.13340698088,-45813.133405183886,0.0053507275332941445,0.005350727536097409,0,0
0JFA,east,trend_quad_annual_semi,7,-45806.399428644254,-45806.399426846554,0.0053485341266597585,0.005348534129462974,1,1
0JFA,north,trend,2,-44625.156221186546,-44625.15622446471,0.007637533053665083,0.007637533046365634,3,3
0JFA,north,trend_annual,4,-44956.32835554624,-44956.3283591739,0.006901760127095299,0.0069017601197958085,2,2
0JFA,north,trend_annual_semi,6,-44984.24676739751,-44984.246771072445,0.0068133944828768205,0.006813394475576879,1,1
0JFA,north,trend_quad_annual_semi,7,-45214.684843633295,-45214.684847573,0.0063555857325520194,0.006355585725251972,0,0
0JFA,up,trend,2,-33252.30296029189,-33252.30296029113,0.21035052617370353,0.2103505261737503,3,3
0JFA,up,trend_annual,4,-35222.224948991774,-35222.2249489904,0.11788475471567224,0.11788475471571952,2,2
0JFA,up,trend_annual_semi,6,-35332.85007941334,-35332.85007941226,0.11360286522150423,0.11360286522153995,0,0
0JFA,up,trend_quad_annual_semi,7,-35328.49589234724,-35328.49589234615,0.11347753643326705,0.11347753643330263,1,1
0JNA,east,trend,2,-45011.15195251138,-45011.151952543034,0.030725133582936784,0.030725133582683334,3,3
0JNA,east,trend_annual,4,-49734.31880724502,-49734.31880735378,0.008933662481261798,0.008933662481008568,2,2
0JNA,east,trend_annual_semi,6,-49795.257517933875,-49795.25751804492,0.008755158503489605,0.008755158503236236,1,1
0JNA,east,trend_quad_annual_semi,7,-50078.86069549276,-50078.86069561249,0.008113907597207936,0.008113907596954737,0,0
0JNA,north,trend,2,-50035.5272181434,-50035.52721899904,0.008294784413637738,0.008294784411788023,3,3
0JNA,north,trend_annual,4,-50793.325869539076,-50793.32587058632,0.006778987333482648,0.006778987331632447,2,2
