sta,component,model,n_params,bic_image,bic_raw,rss_image,rss_raw,rank_image,rank_raw,error
0ESK,up,trend,2,-56909.24699775621,,0.3374726983121097,,3,,
0ESK,up,trend_annual,4,-59922.54963453281,,0.20073883696041572,,2,,
0ESK,up,trend_annual_semi,6,-60061.87569703336,,0.19541984091858375,,1,,
0ESK,up,trend_quad_annual_semi,7,-60128.545757273816,,0.19291237331115452,,0,,
0ESL,east,trend,2,-28161.08409040262,,0.016185064163171455,,3,,
0ESL,east,trend_annual,4,-31808.77903443378,,0.0034479072553216753,,0,,
0ESL,east,trend_annual_semi,6,-31794.743044903542,,0.003445718322846492,,2,,
0ESL,east,trend_quad_annual_semi,7,-31798.408608561444,,0.003429125015447048,,1,,
0ESL,north,trend,2,-31234.058378152036,,0.004423485247526143,,3,,
0ESL,north,trend_annual,4,-31688.595541209466,,0.0036273385401092,,2,,
0ESL,north,trend_annual_semi,6,-31857.451767616,,0.003355704886867168,,1,,
0ESL,north,trend_quad_annual_semi,7,-31864.94710770617,,0.0033341506320184126,,0,,
0ESL,up,trend,2,-23277.72550102098,,0.12716017084468056,,3,,
0ESL,up,trend_annual,4,-24513.099311323396,,0.07499434850715561,,2,,
0ESL,up,trend_annual_semi,6,-24560.219595619994,,0.07303673035241855,,0,,
0ESL,up,trend_quad_annual_semi,7,-24552.533513296155,,0.07303413631879471,,1,,
0ESN,east,trend,2,-48901.26960330487,,0.02855497261160481,,3,,
0ESN,east,trend_annual,4,-55322.69834373525,,0.0059800719634152105,,2,,
0ESN,east,trend_annual_semi,6,-55428.81348496268,,0.005804431499361133,,1,,
0ESN,east,trend_quad_annual_semi,7,-55479.29622425755,,0.00572213208327345,,0,,
0ESN,north,trend,2,-54150.70991342136,,0.007981100285575925,,3,,
0ESN,north,trend_annual,4,-54657.63516057932,,0.007028224429242069,,2,,
0ESN,north,trend_annual_semi,6,-54926.47034287585,,0.006557496123515812,,0,,
0ESN,north,trend_quad_annual_semi,7,-54925.96275516065,,0.0065450624813489285,,1,,
0ESN,up,trend,2,-40533.66683475508,,0.21784613832017946,,3,,
0ESN,up,trend_annual,4,-42569.73050068103,,0.13233234030903615,,2,,
0ESN,up,trend_annual_semi,6,-42670.42531600883,,0.1286147903374213,,1,,
0ESN,up,trend_quad_annual_semi,7,-42697.44482118851,,0.12751568052640613,,0,,
0FAF,east,trend,2,-50764.858215536085,,0.17946000044432153,,3,,
0FAF,east,trend_annual,4,-61329.66439030417,,0.02129916887315841,,2,,
0FAF,east,trend_annual_semi,6,-62438.04326063644,,0.016979411890650088,,1,,
0FAF,east,trend_quad_annual_semi,7,-62491.56017649613,,0.016768609859454504,,0,,
0FAF,north,trend,2,-61001.12107009218,,0.022834395708664794,,3,,
0FAF,north,trend_annual,4,-64928.85197081824,,0.010316619643958741,,2,,
0FAF,north,trend_annual_semi,6,-65084.61225324981,,0.009963779131907997,,1,,
0FAF,north,trend_quad_annual_semi,7,-65191.893178095364,,0.00973409782881543,,0,,
0FAF,up,trend,2,-46969.58916968898,,0.3854289947428661,,3,,
0FAF,up,trend_annual,4,-49674.88592412297,,0.22275120076726904,,2,,
0FAF,up,trend_annual_semi,6,-49730.93533058833,,0.21949698342672871,,1,,
0FAF,up,trend_quad_annual_semi,7,-49770.36074325893,,0.21738800325542573,,0,,
0FAL,east,trend,2,-100774.63494568397,,0.07073970035975843,,3,,
0FAL,east,trend_annual,4,-108124.33966888819,,0.030056509227153146,,2,,
0FAL,east,trend_annual_semi,6,-108226.75673374394,,0.029638560555921224,,1,,
0FAL,east,trend_quad_annual_semi,7,-108921.02965264797,,0.027313177878845154,,0,,
0FAL,north,trend,2,-111699.49308394226,,0.019882803503316473,,3,,
0FAL,north,trend_annual,4,-111834.33045090809,,0.019532620182314542,,2,,
0FAL,north,trend_annual_semi,6,-112333.61253492146,,0.018393156654106603,,1,,
0FAL,north,trend_quad_annual_semi,7,-112995.21959985649,,0.017014510799491886,,0,,
0FAL,up,trend,2,-82922.65954623012,,0.562780034025671,,3,,
0FAL,up,trend_annual,4,-87781.50989711013,,0.31936230280417033,,2,,
0FAL,up,trend_annual_semi,6,-87959.00442584755,,0.31218668671234734,,1,,
0FAL,up,trend_quad_annual_semi,7,-88181.08601070002,,0.30391539654649585,,0,,
0FAR,east,trend,2,-91153.49954083883,,0.030585494633926874,,3,,
0FAR,east,trend_annual,4,-94074.49324474261,,0.020514331636640667,,2,,
0FAR,east,trend_annual_semi,6,-94077.67298489933,,0.020455903079534887,,1,,
0FAR,east,trend_quad_annual_semi,7,-97694.01701420029,,0.012498102140728223,,0,,
0FAR,north,trend,2,-91264.991102684,,0.030125543630027556,,3,,
0FAR,north,trend_annual,4,-95799.46530728911,,0.016227199841036974,,2,,
0FAR,north,trend_annual_semi,6,-97074.2343144026,,0.013612920093531825,,1,,
0FAR,north,trend_quad_annual_semi,7,-97210.4903352948,,0.01334699439906245,,0,,
0FAR,up,trend,2,-70704.17749257376,,0.49261186748119784,,3,,
0FAR,up,trend_annual,4,-74164.8231155182,,0.3070397618019032,,2,,
0FAR,up,trend_annual_semi,6,-74294.81780836137,,0.3009337179754072,,1,,
0FAR,up,trend_quad_annual_semi,7,-74312.36936887415,,0.2998536774836948,,0,,
0FBG,east,trend,2,-34665.763975566595,,0.024875819165952294,,3,,
0FBG,east,trend_annual,4,-36120.7254655557,,0.015151891364979568,,1,,
0FBG,east,trend_annual_semi,6,-36117.12097997808,,0.015088769668956423,,2,,
0FBG,east,trend_quad_annual_semi,7,-36567.04816526569,,0.012930801543409412,,0,,
0FBG,north,trend,2,-34721.10087727442,,0.024416165201009633,,2,,
0FBG,north,trend_annual,4,-34713.537157800834,,0.024346916627688446,,3,,
0FBG,north,trend_annual_semi,6,-34836.11693043799,,0.023235966144511483,,1,,
0FBG,north,trend_quad_annual_semi,7,-36743.59629810427,,0.012183812922348042,,0,,
0FBG,up,trend,2,-28799.686395188404,,0.17964875589522594,,3,,
0FBG,up,trend_annual,4,-30457.52619140993,,0.1021921105234154,,2,,
0FBG,up,trend_annual_semi,6,-30518.979261388566,,0.09955923551138754,,1,,
0FBG,up,trend_quad_annual_semi,7,-30620.24599215212,,0.09595957761480652,,0,,
0FIL,east,trend,2,-24956.71649828154,,1.48352639312116,,3,,
0FIL,east,trend_annual,4,-24982.15989403483,,1.464634465890517,,0,,
0FIL,east,trend_annual_semi,6,-24966.06261610343,,1.4646012241567292,,1,,
0FIL,east,trend_quad_annual_semi,7,-24959.48161844273,,1.4639227621347062,,2,,
0FIL,north,trend,2,-38052.25596331049,,0.026286555021416413,,3,,
0FIL,north,trend_annual,4,-38054.959457591256,,0.026134197303964476,,2,,
0FIL,north,trend_annual_semi,6,-38059.90807230124,,0.0259647632546407,,1,,
0FIL,north,trend_quad_annual_semi,7,-38075.51013854894,,0.025776034051698784,,0,,
0FIL,up,trend,2,-31565.37362729802,,0.19380752330414944,,3,,
0FIL,up,trend_annual,4,-33435.53595417006,,0.1084098567227273,,2,,
0FIL,up,trend_annual_semi,6,-33491.55140916573,,0.106026311358046,,1,,
0FIL,up,trend_quad_annual_semi,7,-33523.405713030814,,0.10473012077550971,,0,,
0FIN,east,trend,2,-49775.38605661357,,0.022801726508041506,,3,,
0FIN,east,trend_annual,4,-53899.114840546936,,0.008334684698429587,,2,,
0FIN,east,trend_annual_semi,6,-54000.85455432397,,0.00809826463215305,,0,,
0FIN,east,trend_quad_annual_semi,7,-53993.2152746546,,0.008096920535318245,,1,,
0FIN,north,trend,2,-52579.994216371364,,0.011531856324838085,,3,,
0FIN,north,trend_annual,4,-52603.8567027663,,0.0114188698516349,,2,,
0FIN,north,trend_annual_semi,6,-52706.97891837662,,0.011091236566158263,,1,,
0FIN,north,trend_quad_annual_semi,7,-53617.21026943442,,0.008871822658740633,,0,,
0FIN,up,trend,2,-40186.04140541215,,0.23456708346039018,,3,,
0FIN,up,trend_annual,4,-42038.320157909475,,0.14892725099479825,,2,,
0FIN,up,trend_annual_semi,6,-42126.17801799837,,0.1451919039998358,,0,,
0FIN,up,trend_quad_annual_semi,7,-42119.589179166636,,0.14513074456954536,,1,,
0FLR,east,trend,2,-22611.463986648694,,0.017133851170675146,,3,,
0FLR,east,trend_annual,4,-24346.921160973037,,0.006962513766334404,,2,,
0FLR,east,trend_annual_semi,6,-24726.41784020442,,0.005683320178147896,,1,,
0FLR,east,trend_quad_annual_semi,7,-24768.418277243738,,0.005540225017500743,,0,,
0FLR,north,trend,2,-23405.07863758167,,0.011390937898998131,,3,,
0FLR,north,trend_annual,4,-24129.0558583092,,0.007788211243760713,,2,,
0FLR,north,trend_annual_semi,6,-24579.64456953318,,0.006129028496834766,,1,,
0FLR,north,trend_quad_annual_semi,7,-24686.9073656524,,0.005777462648101423,,0,,
0FLR,up,trend,2,-18570.17550230809,,0.13699003806138857,,3,,
0FLR,up,trend_annual,4,-19692.500033545442,,0.07630894252678895,,2,,
0FLR,up,trend_annual_semi,6,-19739.776286097756,,0.07389760603117579,,1,,
0FLR,up,trend_quad_annual_semi,7,-19754.006756398256,,0.07307343624739472,,0,,
0FLU,east,trend,2,-55417.107807705244,,0.12725560265175503,,3,,
0FLU,east,trend_annual,4,-66389.28694600078,,0.015495730924753457,,2,,
0FLU,east,trend_annual_semi,6,-66947.84709915073,,0.013877375510738171,,1,,
0FLU,east,trend_quad_annual_semi,7,-67027.97205855725,,0.013643553378659013,,0,,
0FLU,north,trend,2,-68137.16874464539,,0.011122137506275807,,3,,
0FLU,north,trend_annual,4,-68982.92256475032,,0.009427248736435995,,2,,
0FLU,north,trend_annual_semi,6,-69339.32162902517,,0.00877612694019043,,0,,
0FLU,north,trend_quad_annual_semi,7,-69331.06359015712,,0.008775619082616178,,1,,
0FLU,up,trend,2,-51038.046061047906,,0.2944941505696607,,3,,
0FLU,up,trend_annual,4,-53769.370852111686,,0.1739270991478388,,2,,
0FLU,up,trend_annual_semi,6,-53828.06578280917,,0.17141876854810378,,0,,
0FLU,up,trend_quad_annual_semi,7,-53820.229640151476,,0.17139499299713673,,1,,
0FRA,east,trend,2,-20586.044392252672,,0.010892577046437299,,3,,
0FRA,east,trend_annual,4,-22079.338282085533,,0.004534584125363432,,2,,
0FRA,east,trend_annual_semi,6,-22199.02370216901,,0.004193479156709093,,0,,
0FRA,east,trend_quad_annual_semi,7,-22191.62083165751,,0.004193362710003522,,1,,
0FRA,north,trend,2,-22465.642800526064,,0.003654381116888826,,3,,
0FRA,north,trend_annual,4,-22474.730286325273,,0.0036037965131308566,,2,,
0FRA,north,trend_annual_semi,6,-22638.4346473422,,0.003248546614960553,,0,,
0FRA,north,trend_quad_annual_semi,7,-22633.29281567138,,0.003244191408567787,,1,,
0FRA,up,trend,2,-16585.068768623558,,0.11137228902869091,,3,,
0FRA,up,trend_annual,4,-17688.78363796271,,0.05814257533609985,,2,,
0FRA,up,trend_annual_semi,6,-17725.053700464676,,0.05643924059444254,,0,,
0FRA,up,trend_quad_annual_semi,7,-17718.151625189847,,0.05642125290352322,,1,,
0FRB,east,trend,2,-55906.25930153898,,0.02435995209673209,,3,,
0FRB,east,trend_annual,4,-58826.65257530969,,0.012869000790513983,,2,,
0FRB,east,trend_annual_semi,6,-58937.23253149607,,0.012517568762326785,,1,,
0FRB,east,trend_quad_annual_semi,7,-59031.84027440113,,0.012240465144046093,,0,,
0FRB,north,trend,2,-56202.34837844503,,0.022842326422513146,,3,,
0FRB,north,trend_annual,4,-58491.08632256605,,0.013842215554151301,,2,,
0FRB,north,trend_annual_semi,6,-58585.97405239149,,0.013510186136278846,,1,,
0FRB,north,trend_quad_annual_semi,7,-59835.733589836454,,0.010278987481698898,,0,,
0FRB,up,trend,2,-45786.64173887859,,0.2195156535409783,,3,,
0FRB,up,trend_annual,4,-47421.47979310136,,0.1533297499694531,,2,,
0FRB,up,trend_annual_semi,6,-47509.20880544239,,0.14988479537908553,,1,,
0FRB,up,trend_quad_annual_semi,7,-47525.57709272886,,0.149079329947155,,0,,
0FRE,east,trend,2,-75975.25319941771,,0.08064993545342089,,3,,
0FRE,east,trend_annual,4,-84924.68459481168,,0.021186156061785557,,2,,
0FRE,east,trend_annual_semi,6,-85141.16615783621,,0.020459529742458425,,1,,
0FRE,east,trend_quad_annual_semi,7,-87659.36639457528,,0.014037505636943677,,0,,
0FRE,north,trend,2,-84956.03684912054,,0.021142835931303977,,3,,
0FRE,north,trend_annual,4,-86727.74528912522,,0.016192616428594386,,2,,
0FRE,north,trend_annual_semi,6,-87095.33096772058,,0.015288948230721855,,1,,
0FRE,north,trend_quad_annual_semi,7,-87690.68854741647,,0.013972112081994656,,0,,
0FRE,up,trend,2,-64773.57024078496,,0.4283827509203829,,3,,
0FRE,up,trend_annual,4,-68204.88275580664,,0.25617597864474523,,2,,
0FRE,up,trend_annual_semi,6,-68295.96552988476,,0.25205803649910796,,1,,
0FRE,up,trend_quad_annual_semi,7,-68343.5620758716,,0.24994736609459212,,0,,
0FRI,east,trend,2,-54860.23461082474,,0.02873584198065655,,3,,
0FRI,east,trend_annual,4,-61446.12321949242,,0.006799246993780466,,2,,
0FRI,east,trend_annual_semi,6,-61542.144386524466,,0.006633753945549955,,1,,
0FRI,east,trend_quad_annual_semi,7,-61561.13202191732,,0.0065941694697025125,,0,,
0FRI,north,trend,2,-60334.46380190843,,0.008698577953886859,,3,,
0FRI,north,trend_annual,4,-60667.5892182569,,0.008058765274026188,,2,,
0FRI,north,trend_annual_semi,6,-60913.97593946025,,0.007608724830052263,,1,,
0FRI,north,trend_quad_annual_semi,7,-61116.72071210584,,0.007265940176078636,,0,,
0FRI,up,trend,2,-45109.72046243758,,0.24143823439028195,,3,,
0FRI,up,trend_annual,4,-47017.44741198916,,0.15861661498359866,,2,,
0FRI,up,trend_annual_semi,6,-47083.03554097003,,0.15578741627610662,,1,,
0FRI,up,trend_quad_annual_semi,7,-47104.980277806964,,0.1547578817344238,,0,,
0FRL,east,trend,2,-64156.20603561097,,0.05376420048812016,,3,,
0FRL,east,trend_annual,4,-67373.47614233392,,0.030043640000419397,,1,,
0FRL,east,trend_annual_semi,6,-67365.43894926332,,0.029993903291983363,,2,,
0FRL,east,trend_quad_annual_semi,7,-69289.71406483659,,0.02118356183898607,,0,,
0FRL,north,trend,2,-62380.60170739115,,0.07400081009011893,,3,,
0FRL,north,trend_annual,4,-62433.521602195215,,0.07307247349309434,,2,,
0FRL,north,trend_annual_semi,6,-62528.56958645006,,0.07161092965593285,,1,,
0FRL,north,trend_quad_annual_semi,7,-63321.89594636677,,0.06198920853216198,,0,,
0FRL,up,trend,2,-54917.12829080543,,0.28341447670105246,,3,,
0FRL,up,trend_annual,4,-58265.49600628146,,0.15468122419171182,,2,,
0FRL,up,trend_annual_semi,6,-58466.24021086917,,0.14873190705180528,,1,,
0FRL,up,trend_quad_annual_semi,7,-58501.54266483812,,0.14756109605544857,,0,,
0FRO,east,trend,2,-56944.24326951264,,0.0546196397599941,,3,,
0FRO,east,trend_annual,4,-64180.0598712046,,0.012756526884877854,,2,,
0FRO,east,trend_annual_semi,6,-64376.24398941256,,0.012222631003854997,,1,,
0FRO,east,trend_quad_annual_semi,7,-64682.92704404369,,0.011474020292551623,,0,,
0FRO,north,trend,2,-63242.063608454366,,0.01544902739255325,,3,,
0FRO,north,trend_annual,4,-63468.207436384975,,0.014713782923231694,,2,,
0FRO,north,trend_annual_semi,6,-63597.32028730652,,0.01428885796485062,,1,,
0FRO,north,trend_quad_annual_semi,7,-63701.49077566407,,0.013969610694685252,,0,,
0FRO,up,trend,2,-47286.50849062995,,0.37878758635232085,,3,,
0FRO,up,trend_annual,4,-50197.87319154364,,0.21055988023870897,,2,,
0FRO,up,trend_annual_semi,6,-50239.36151626593,,0.20810360779255818,,1,,
0FRO,up,trend_quad_annual_semi,7,-50532.948302209035,,0.19587139437083806,,0,,
0FUN,east,trend,2,-82085.60386824135,,0.043749491175975,,3,,
0FUN,east,trend_annual,4,-85148.05656102237,,0.027929377580178133,,2,,
0FUN,east,trend_annual_semi,6,-85383.97942531637,,0.02691620938952717,,0,,
0FUN,east,trend_quad_annual_semi,7,-85377.42174450101,,0.026907283696437315,,1,,
0FUN,north,trend,2,-80898.65768815276,,0.05200961334326974,,3,,
0FUN,north,trend_annual,4,-80902.09887609439,,0.05184988966147501,,2,,
0FUN,north,trend_annual_semi,6,-80947.37383814342,,0.051376531762108275,,1,,
0FUN,north,trend_quad_annual_semi,7,-82241.78624137306,,0.04249077258636315,,0,,
0FUN,up,trend,2,-66357.92257488419,,0.43274243348365404,,3,,
0FUN,up,trend_annual,4,-69322.65539059919,,0.2802215316022337,,2,,
0FUN,up,trend_annual_semi,6,-69422.84001954696,,0.27545060765941426,,1,,
0FUN,up,trend_quad_annual_semi,7,-69515.336828742,,0.2714135158067074,,0,,
0FUR,east,trend,2,-88012.64996941961,,0.061985042371778265,,3,,
0FUR,east,trend_annual,4,-92134.78643400208,,0.03574330230287172,,2,,
0FUR,east,trend_annual_semi,6,-92200.51100408506,,0.035348260326219794,,1,,
0FUR,east,trend_quad_annual_semi,7,-92329.45646741663,,0.03470609421566952,,0,,
0FUR,north,trend,2,-94866.91279265616,,0.024913802913497384,,3,,
0FUR,north,trend_annual,4,-95143.61067116965,,0.023956826089187172,,2,,
0FUR,north,trend_annual_semi,6,-95509.55129762615,,0.02276483963433734,,1,,
0FUR,north,trend_quad_annual_semi,7,-97511.51815412466,,0.017423351550952853,,0,,
0FUR,up,trend,2,-70966.95786579986,,0.5980100018738909,,3,,
0FUR,up,trend_annual,4,-74913.64136702975,,0.3529790793862207,,2,,
0FUR,up,trend_annual_semi,6,-74948.4554188343,,0.35051570262767867,,1,,
0FUR,up,trend_quad_annual_semi,7,-75978.4946021756,,0.30528486753171263,,0,,
0GAD,east,trend,2,-77542.9489802054,,0.0789083815178573,,3,,
0GAD,east,trend_annual,4,-86601.20335926319,,0.02086543405846274,,2,,
0GAD,east,trend_annual_semi,6,-87215.46522693223,,0.019019752840072478,,1,,
0GAD,east,trend_quad_annual_semi,7,-87266.50475737361,,0.018853596354340398,,0,,
0GAD,north,trend,2,-74697.51261474859,,0.11974008236488169,,3,,
0GAD,north,trend_annual,4,-79510.54393021227,,0.058987343942762206,,2,,
0GAD,north,trend_annual_semi,6,-81026.13384618187,,0.04711566933610952,,1,,
0GAD,north,trend_quad_annual_semi,7,-82110.67110589676,,0.040139409133495396,,0,,
0GAD,up,trend,2,-65466.28734629261,,0.4632562529867995,,3,,
0GAD,up,trend_annual,4,-68967.72004472438,,0.27658323723871137,,2,,
0GAD,up,trend_annual_semi,6,-69216.33113354557,,0.26599748923394156,,1,,
0GAD,up,trend_quad_annual_semi,7,-69222.33933432269,,0.26541972004966635,,0,,
0GAL,east,trend,2,-79412.21374941755,,0.029351224178174998,,3,,
0GAL,east,trend_annual,4,-82455.45109204727,,0.01827088251140894,,2,,
0GAL,east,trend_annual_semi,6,-82508.48450959087,,0.01807225727595734,,1,,
0GAL,east,trend_quad_annual_semi,7,-84164.59799389282,,0.013964744740274686,,0,,
0GAL,north,trend,2,-70612.7555967244,,0.1146761821365691,,3,,
0GAL,north,trend_annual,4,-82702.44349067831,,0.017585185095134143,,2,,
0GAL,north,trend_annual_semi,6,-82961.53592053852,,0.016847691320484873,,1,,
0GAL,north,trend_quad_annual_semi,7,-83305.49144751836,,0.015952033899090487,,0,,
0GAL,up,trend,2,-61056.28209946904,,0.5037750939983243,,3,,
0GAL,up,trend_annual,4,-64515.416440641005,,0.29403361343652906,,2,,
0GAL,up,trend_annual_semi,6,-64637.62472529694,,0.2877379803162444,,1,,
0GAL,up,trend_quad_annual_semi,7,-64665.94639584394,,0.28608970367900644,,0,,
0GAM,east,trend,2,-49623.84882319594,,0.017434004584987468,,3,,
0GAM,east,trend_annual,4,-53660.71278685806,,0.006360447239300807,,2,,
0GAM,east,trend_annual_semi,6,-53723.92489159558,,0.006235416748914277,,0,,
0GAM,east,trend_quad_annual_semi,7,-53719.810364307625,,0.00622892953801303,,1,,
0GAM,north,trend,2,-52632.97281442686,,0.008247286847630698,,3,,
0GAM,north,trend_annual,4,-52754.345936008205,,0.007969032448778095,,2,,
0GAM,north,trend_annual_semi,6,-52905.68727300612,,0.007642976437026121,,1,,
0GAM,north,trend_quad_annual_semi,7,-53240.372018565744,,0.007017926221599953,,0,,
0GAM,up,trend,2,-38881.26715987655,,0.2523221341861758,,3,,
0GAM,up,trend_annual,4,-41063.46794430287,,0.14601972147543657,,2,,
0GAM,up,trend_annual_semi,6,-41164.362298423875,,0.14181377013305058,,0,,
0GAM,up,trend_quad_annual_semi,7,-41161.22902648931,,0.14163165417274834,,1,,
0GEB,east,trend,2,-56540.34703202795,,0.04073262360149601,,3,,
0GEB,east,trend_annual,4,-62371.7615266885,,0.012166491402800812,,2,,
0GEB,east,trend_annual_semi,6,-62415.67541302768,,0.012014405493084274,,1,,
0GEB,east,trend_quad_annual_semi,7,-63004.786928342786,,0.01061890710462948,,0,,
0GEB,north,trend,2,-60804.61495383118,,0.016877514663912737,,3,,
0GEB,north,trend_annual,4,-60845.19439418022,,0.01667802523781844,,2,,
0GEB,north,trend_annual_semi,6,-60965.40778215686,,0.016211947332155644,,1,,
0GEB,north,trend_quad_annual_semi,7,-61054.221809086586,,0.015889292004430327,,0,,
0GEB,up,trend,2,-48146.569426330156,,0.23073754724339407,,3,,
0GEB,up,trend_annual,4,-50439.0744485796,,0.14318203332573104,,2,,
0GEB,up,trend_annual_semi,6,-50558.5872294703,,0.13920086970266352,,1,,
0GEB,up,trend_quad_annual_semi,7,-50635.844599387754,,0.13675659929565517,,0,,
0GIM,east,trend,2,-10912.966714443384,,0.003963245122280223,,3,,
0GIM,east,trend_annual,4,-11930.881716068203,,0.0012388270175332679,,2,,
0GIM,east,trend_annual_semi,6,-11960.540565861236,,0.0011798915688104512,,1,,
0GIM,east,trend_quad_annual_semi,7,-12001.608011443064,,0.0011179209815674693,,0,,
0GIM,north,trend,2,-11429.014489645584,,0.0022150458743327318,,3,,
0GIM,north,trend_annual,4,-11458.694051937822,,0.002109618927207251,,2,,
0GIM,north,trend_annual_semi,6,-11581.528166930115,,0.0018089010356277765,,1,,
0GIM,north,trend_quad_annual_semi,7,-11740.974365884535,,0.0014997642802702879,,0,,
0GIM,up,trend,2,-8826.438817302651,,0.04165434885041229,,3,,
0GIM,up,trend_annual,4,-9253.97168935524,,0.02533284751194485,,1,,
0GIM,up,trend_annual_semi,6,-9254.732278810421,,0.02492669242573865,,0,,
0GIM,up,trend_quad_annual_semi,7,-9250.904102538818,,0.02484365769557762,,2,,
0GIS,east,trend,2,-47833.062986552235,,0.03712513160984056,,3,,
0GIS,east,trend_annual,4,-52574.458703219585,,0.011694856096915564,,2,,
0GIS,east,trend_annual_semi,6,-52674.34224485759,,0.011368634248877074,,1,,
0GIS,east,trend_quad_annual_semi,7,-52878.11422551414,,0.01079805721740439,,0,,
0GIS,north,trend,2,-53696.901597044984,,0.008941351996087352,,3,,
0GIS,north,trend_annual,4,-54424.38142013469,,0.007463539142137076,,2,,
0GIS,north,trend_annual_semi,6,-54539.57701003128,,0.007228426554145241,,1,,
0GIS,north,trend_quad_annual_semi,7,-54647.5150177448,,0.007027252147870979,,0,,
0GIS,up,trend,2,-40302.7649427919,,0.23101441709816678,,3,,
0GIS,up,trend_annual,4,-42219.585251486475,,0.14447089537756813,,2,,
0GIS,up,trend_annual_semi,6,-42284.787949268575,,0.14162842204652842,,1,,
0GIS,up,trend_quad_annual_semi,7,-42332.25526659777,,0.13972303843672082,,0,,
0GLO,east,trend,2,-49616.56326719348,,0.022810673904192814,,3,,
0GLO,east,trend_annual,4,-54142.80288328495,,0.0075364388602500425,,1,,
0GLO,east,trend_annual_semi,6,-54129.47272379742,,0.007530363104020345,,2,,
0GLO,east,trend_quad_annual_semi,7,-54145.91478343593,,0.007485043783069704,,0,,
0GLO,north,trend,2,-51220.638376015835,,0.015427960859349837,,3,,
0GLO,north,trend_annual,4,-52569.37455547428,,0.011059896824451947,,2,,
0GLO,north,trend_annual_semi,6,-52585.72392554575,,0.01097131103438882,,1,,
0GLO,north,trend_quad_annual_semi,7,-52686.56272257854,,0.010683204656072153,,0,,
0GLO,up,trend,2,-39389.12034897365,,0.2760302932094858,,3,,
0GLO,up,trend_annual,4,-41463.906131730735,,0.16577904599918677,,2,,
0GLO,up,trend_annual_semi,6,-41550.613592109556,,0.1616545775263009,,1,,
0GLO,up,trend_quad_annual_semi,7,-41600.82642841398,,0.1593642827450269,,0,,
0GMA,east,trend,2,-48141.910209876114,,0.034549513605008096,,3,,
0GMA,east,trend_annual,4,-53633.86302646833,,0.00907346871282996,,2,,
0GMA,east,trend_annual_semi,6,-53711.26364267244,,0.008868693445537965,,1,,
0GMA,east,trend_quad_annual_semi,7,-53746.96293812213,,0.00877443442456599,,0,,
0GMA,north,trend,2,-51639.64761305406,,0.014782263988601727,,3,,
0GMA,north,trend_annual,4,-53834.70619264795,,0.008641760189724526,,2,,
0GMA,north,trend_annual_semi,6,-53909.8388157347,,0.008451379035678134,,0,,
0GMA,north,trend_quad_annual_semi,7,-53909.57897019147,,0.008434853970659389,,1,,
0GMA,up,trend,2,-40737.547842797605,,0.2084228198088727,,3,,
0GMA,up,trend_annual,4,-42624.75584252842,,0.1312977996781243,,2,,
0GMA,up,trend_annual_semi,6,-42647.10559516721,,0.1300608918100733,,1,,
0GMA,up,trend_quad_annual_semi,7,-42650.435873298506,,0.12969351967050596,,0,,
0GMO,east,trend,2,-24540.42950840008,,0.013452132242873331,,3,,
0GMO,east,trend_annual,4,-25993.509460517853,,0.006588414028529311,,1,,
0GMO,east,trend_annual_semi,6,-25987.748132298948,,0.00655806699501639,,2,,
0GMO,east,trend_quad_annual_semi,7,-26261.17788204945,,0.005720525218312763,,0,,
0GMO,north,trend,2,-26517.97101437346,,0.0051436655323487904,,3,,
0GMO,north,trend_annual,4,-26525.647070928415,,0.005086635887107911,,2,,
0GMO,north,trend_annual_semi,6,-26639.182105785214,,0.004777916672974563,,1,,
0GMO,north,trend_quad_annual_semi,7,-26662.949653905933,,0.004705543756523101,,0,,
0GMO,up,trend,2,-20255.978593263117,,0.1079859863549088,,3,,
0GMO,up,trend_annual,4,-21382.46689382378,,0.0619884049582917,,2,,
0GMO,up,trend_annual_semi,6,-21402.717434319988,,0.060927525552935985,,1,,
0GMO,up,trend_quad_annual_semi,7,-21489.83821355712,,0.05818472894318387,,0,,
0GNA,east,trend,2,-63278.4254370892,,0.037185992782381945,,3,,
0GNA,east,trend_annual,4,-67009.26306523474,,0.01840964153748937,,2,,
0GNA,east,trend_annual_semi,6,-67030.07324045294,,0.01827897540710287,,1,,
0GNA,east,trend_quad_annual_semi,7,-68497.59394588062,,0.013857980140184006,,0,,
0GNA,north,trend,2,-66376.1765264985,,0.02079784965478891,,3,,
0GNA,north,trend_annual,4,-68756.0052860977,,0.013266167634223855,,2,,
0GNA,north,trend_annual_semi,6,-68885.89704118825,,0.012905224762259861,,1,,
0GNA,north,trend_quad_annual_semi,7,-69239.59566616229,,0.012057357247601253,,0,,
0GNA,up,trend,2,-52587.725599413025,,0.27625261729030004,,3,,
0GNA,up,trend_annual,4,-54743.682769019884,,0.18376861347602205,,2,,
0GNA,up,trend_annual_semi,6,-54854.57327989244,,0.17940699963041362,,1,,
0GNA,up,trend_quad_annual_semi,7,-54857.394055943834,,0.179023689715538,,0,,
0GOT,east,trend,2,-11521.71570275442,,0.07270829225394235,,3,,
0GOT,east,trend_annual,4,-13292.693683556645,,0.016201055060517378,,2,,
0GOT,east,trend_annual_semi,6,-13310.24576174884,,0.015774641612072766,,0,,
0GOT,east,trend_quad_annual_semi,7,-13307.16259052344,,0.01572169263311834,,1,,
