sta,component,model,n_params,bic_image,bic_raw,rss_image,rss_raw,rank_image,rank_raw,error
0ASD,north,trend,2,-60196.010131359864,,0.018510243484751637,,3,,
0ASD,north,trend_annual,4,-60982.10450000211,,0.015673801985620975,,2,,
0ASD,north,trend_annual_semi,6,-61016.3486244984,,0.01550843531015573,,1,,
0ASD,north,trend_quad_annual_semi,7,-61065.07819015841,,0.015325745078472877,,0,,
0ASD,up,trend,2,-46802.83520528293,,0.2966007695645936,,3,,
0ASD,up,trend_annual,4,-50036.079233004886,,0.15128829762142726,,2,,
0ASD,up,trend_annual_semi,6,-50102.38310829691,,0.14870140876197988,,0,,
0ASD,up,trend_quad_annual_semi,7,-50093.96156170615,,0.14869954104362285,,1,,
0ASE,east,trend,2,-80280.66877039826,,0.059049818197011224,,3,,
0ASE,east,trend_annual,4,-86054.33876765774,,0.02545681003221379,,2,,
0ASE,east,trend_annual_semi,6,-86150.42175489951,,0.025039538311744866,,1,,
0ASE,east,trend_quad_annual_semi,7,-87843.27391458985,,0.019554890314239418,,0,,
0ASE,north,trend,2,-84383.74431682259,,0.032533298663084256,,3,,
0ASE,north,trend_annual,4,-85605.00207699719,,0.02717412928425504,,2,,
0ASE,north,trend_annual_semi,6,-86149.23060345957,,0.025043871954495606,,1,,
0ASE,north,trend_quad_annual_semi,7,-87773.10116997437,,0.019755273737885957,,0,,
0ASE,up,trend,2,-66047.23672844782,,0.46698286027023095,,3,,
0ASE,up,trend_annual,4,-69775.72441911811,,0.27097584624836113,,2,,
0ASE,up,trend_annual_semi,6,-69863.09384095292,,0.2668718176259273,,1,,
0ASE,up,trend_quad_annual_semi,7,-69883.36319301794,,0.2657456787327166,,0,,
0AST,east,trend,2,-35475.64805195032,,0.02607048918709065,,3,,
0AST,east,trend_annual,4,-40389.140213288476,,0.005156784851397753,,2,,
0AST,east,trend_annual_semi,6,-40443.1101754014,,0.005039458646663752,,0,,
0AST,east,trend_quad_annual_semi,7,-40435.63117250681,,0.005038562048070663,,1,,
0AST,north,trend,2,-40075.880299232034,,0.005746348413827895,,3,,
0AST,north,trend_annual,4,-40076.06493221891,,0.0057157805972681015,,2,,
0AST,north,trend_annual_semi,6,-40110.67457241516,,0.005621399114664673,,1,,
0AST,north,trend_quad_annual_semi,7,-40125.188500991615,,0.005579911375354565,,0,,
0AST,up,trend,2,-29998.68627969803,,0.15778788783374126,,3,,
0AST,up,trend_annual,4,-31525.633044855538,,0.09501395140844976,,2,,
0AST,up,trend_annual_semi,6,-31580.233756995043,,0.09283296110600545,,0,,
0AST,up,trend_quad_annual_semi,7,-31577.657605086155,,0.09266697107397923,,1,,
0ATR,east,trend,2,-98871.18881104329,,0.09229128695907127,,3,,
0ATR,east,trend_annual,4,-103720.5986923956,,0.05253670538503955,,2,,
0ATR,east,trend_annual_semi,6,-103747.71734605792,,0.05226226386094997,,1,,
0ATR,east,trend_quad_annual_semi,7,-103943.77794886642,,0.05103596354946354,,0,,
0ATR,north,trend,2,-107596.2562558981,,0.03361549344094496,,3,,
0ATR,north,trend_annual,4,-108972.4387676292,,0.02860523816190082,,2,,
0ATR,north,trend_annual_semi,6,-109520.51583221968,,0.02679055136962032,,1,,
0ATR,north,trend_quad_annual_semi,7,-110234.4904122665,,0.024639591305896935,,0,,
0ATR,up,trend,2,-84965.77917860972,,0.4615352564541114,,3,,
0ATR,up,trend_annual,4,-89681.47696627719,,0.266826467364218,,2,,
0ATR,up,trend_annual_semi,6,-89879.28488761312,,0.2602396730704911,,0,,
0ATR,up,trend_quad_annual_semi,7,-89870.28572636444,,0.26023771861837025,,1,,
0ATT,east,trend,2,-27157.365576625998,,0.08828710975452757,,3,,
0ATT,east,trend_annual,4,-33109.029479815414,,0.009185596889058708,,2,,
0ATT,east,trend_annual_semi,6,-33405.82636262946,,0.00815891526478533,,0,,
0ATT,east,trend_quad_annual_semi,7,-33397.97633589487,,0.008158830580660255,,1,,
0ATT,north,trend,2,-25991.45602186346,,0.13737699674480555,,3,,
0ATT,north,trend_annual,4,-31364.928400214056,,0.017797048632337827,,2,,
0ATT,north,trend_annual_semi,6,-31837.589934345444,,0.014787999065236895,,0,,
0ATT,north,trend_quad_annual_semi,7,-31831.54420412009,,0.014777730849748493,,1,,
0ATT,up,trend,2,-25373.72790730644,,0.1736398050414888,,3,,
0ATT,up,trend_annual,4,-27293.429374941305,,0.0833477528659582,,2,,
0ATT,up,trend_annual_semi,6,-27389.896231674098,,0.07987517372947903,,1,,
0ATT,up,trend_quad_annual_semi,7,-27512.465334446737,,0.07602006520736283,,0,,
0ATV,east,trend,2,-47658.54479394132,,0.037220429152318685,,3,,
0ATV,east,trend_annual,4,-53983.07104111085,,0.00794459493704528,,2,,
0ATV,east,trend_annual_semi,6,-54088.48308724677,,0.00771191414300287,,0,,
0ATV,east,trend_quad_annual_semi,7,-54082.87894457425,,0.007706814505851267,,1,,
0ATV,north,trend,2,-54212.75566731491,,0.007542892596952315,,3,,
0ATV,north,trend_annual,4,-54393.39609031029,,0.007189048155556623,,2,,
0ATV,north,trend_annual_semi,6,-54504.791956837245,,0.006968333163799273,,1,,
0ATV,north,trend_quad_annual_semi,7,-54548.70489617964,,0.006880249232614122,,0,,
0ATV,up,trend,2,-40330.17445573845,,0.22177276686944303,,3,,
0ATV,up,trend_annual,4,-42412.85178090818,,0.1330031463450271,,2,,
0ATV,up,trend_annual_semi,6,-42508.54445667684,,0.12941373339451245,,0,,
0ATV,up,trend_quad_annual_semi,7,-42500.64725782522,,0.1294004017011144,,1,,
0AVI,east,trend,2,-14130.75308335363,,0.009718303077044155,,3,,
0AVI,east,trend_annual,4,-15237.148729903653,,0.003837554908699877,,2,,
0AVI,east,trend_annual_semi,6,-15282.268320195162,,0.0036533938217124797,,0,,
0AVI,east,trend_quad_annual_semi,7,-15279.239882212276,,0.0036410953415890422,,1,,
0AVI,north,trend,2,-14657.845338769874,,0.006277380450702669,,3,,
0AVI,north,trend_annual,4,-15107.708288309737,,0.004272357591434123,,1,,
0AVI,north,trend_annual_semi,6,-15113.334801750163,,0.004202729075138427,,0,,
0AVI,north,trend_quad_annual_semi,7,-15106.2398510263,,0.004202728679073311,,2,,
0AVI,up,trend,2,-11738.408180682593,,0.07064824469221867,,3,,
0AVI,up,trend_annual,4,-12497.750103019367,,0.03720005486941205,,2,,
0AVI,up,trend_annual_semi,6,-12524.379387080191,,0.035962016838123015,,0,,
0AVI,up,trend_quad_annual_semi,7,-12518.499869725307,,0.03592578839691116,,1,,
0AZ1,east,trend,2,-32749.599831264888,,0.019920849509088213,,3,,
0AZ1,east,trend_annual,4,-36895.0176287816,,0.004427676772971935,,2,,
0AZ1,east,trend_annual_semi,6,-36936.548312023835,,0.0043368016672124384,,1,,
0AZ1,east,trend_quad_annual_semi,7,-37059.57286717786,,0.004136340596998885,,0,,
0AZ1,north,trend,2,-36921.85864112296,,0.00441012579787948,,3,,
0AZ1,north,trend_annual,4,-36951.8676729955,,0.004337635060486189,,2,,
0AZ1,north,trend_annual_semi,6,-37037.87116725312,,0.004180867774244412,,1,,
0AZ1,north,trend_quad_annual_semi,7,-37043.03623308225,,0.004161134942592505,,0,,
0AZ1,up,trend,2,-27488.28206609246,,0.13338223138836292,,3,,
0AZ1,up,trend_annual,4,-29089.88822626444,,0.07434127167993296,,2,,
0AZ1,up,trend_annual_semi,6,-29191.102256219623,,0.071261676978556,,1,,
0AZ1,up,trend_quad_annual_semi,7,-29193.919185434428,,0.07098555092917475,,0,,
0BAS,east,trend,2,-75750.67540438299,,0.22365338766604356,,3,,
0BAS,east,trend_annual,4,-88079.35197371877,,0.04112898557065159,,2,,
0BAS,east,trend_annual_semi,6,-89872.83307088981,,0.03208176105187718,,1,,
0BAS,east,trend_quad_annual_semi,7,-90235.20621702718,,0.030489011193800368,,0,,
0BAS,north,trend,2,-90907.87675119728,,0.027972041901654966,,3,,
0BAS,north,trend_annual,4,-91732.10117163244,,0.024921200111910277,,2,,
0BAS,north,trend_annual_semi,6,-92252.08680865185,,0.023149199150497048,,1,,
0BAS,north,trend_quad_annual_semi,7,-92503.56279834466,,0.022337100204435495,,0,,
0BAS,up,trend,2,-68011.27145872434,,0.6465163566188206,,3,,
0BAS,up,trend_annual,4,-72847.72235100446,,0.33222529122614075,,2,,
0BAS,up,trend_annual_semi,6,-72942.16232555066,,0.3271505772434623,,1,,
0BAS,up,trend_quad_annual_semi,7,-73043.15698126436,,0.32225677616267356,,0,,
0BEB,east,trend,2,-27019.444158310896,,0.05345760349120746,,3,,
0BEB,east,trend_annual,4,-32619.659156740658,,0.005721094229547187,,2,,
0BEB,east,trend_annual_semi,6,-32878.64071695964,,0.0051288033761495155,,1,,
0BEB,east,trend_quad_annual_semi,7,-33038.54240228897,,0.0047976541530288,,0,,
0BEB,north,trend,2,-29699.73286106141,,0.018399427702382915,,3,,
0BEB,north,trend_annual,4,-32480.159700620232,,0.006047658731217761,,1,,
0BEB,north,trend_annual_semi,6,-32464.840016405375,,0.006046843493282728,,2,,
0BEB,north,trend_quad_annual_semi,7,-32572.771778198683,,0.005774614718582883,,0,,
0BEB,up,trend,2,-24142.6225496471,,0.16794972705323213,,3,,
0BEB,up,trend_annual,4,-25618.938957001996,,0.09275503594642928,,2,,
0BEB,up,trend_annual_semi,6,-25675.83659820626,,0.09011527547921239,,0,,
0BEB,up,trend_quad_annual_semi,7,-25670.81566883021,,0.0900146269869857,,1,,
0BEF,east,trend,2,-53087.23318162667,,0.034029051241515576,,3,,
0BEF,east,trend_annual,4,-59104.52368991999,,0.008910170690911906,,2,,
0BEF,east,trend_annual_semi,6,-59143.23838553775,,0.008800948211257684,,1,,
0BEF,east,trend_quad_annual_semi,7,-59235.361246008535,,0.008606632785665716,,0,,
0BEF,north,trend,2,-58830.88830905592,,0.009503851589748487,,3,,
0BEF,north,trend_annual,4,-58941.13606276045,,0.009239405748673494,,2,,
0BEF,north,trend_annual_semi,6,-59025.04475836311,,0.009035011699396824,,1,,
0BEF,north,trend_quad_annual_semi,7,-59027.632688942205,,0.009012966904691585,,0,,
0BEF,up,trend,2,-45043.74948103124,,0.20305250625331667,,3,,
0BEF,up,trend_annual,4,-47132.792037587664,,0.12720574333467846,,2,,
0BEF,up,trend_annual_semi,6,-47336.238402733754,,0.12113301278892502,,1,,
0BEF,up,trend_quad_annual_semi,7,-47336.98222936428,,0.12088695317499704,,0,,
0BEN,east,trend,2,-14749.65971917302,,0.010166642098919374,,3,,
0BEN,east,trend_annual,4,-16446.07579363286,,0.0026125881296026423,,2,,
0BEN,east,trend_annual_semi,6,-16467.876748193903,,0.002538785935577781,,1,,
0BEN,east,trend_quad_annual_semi,7,-16468.55386004663,,0.0025230753498785147,,0,,
0BEN,north,trend,2,-15856.70569099569,,0.0042198779362516954,,3,,
0BEN,north,trend_annual,4,-16212.5537155611,,0.0031450303527717637,,2,,
0BEN,north,trend_annual_semi,6,-16223.024324664992,,0.0030838155938347866,,0,,
0BEN,north,trend_quad_annual_semi,7,-16220.85315100793,,0.0030716735542950613,,1,,
0BEN,up,trend,2,-12197.513979182373,,0.0771871735067993,,3,,
0BEN,up,trend_annual,4,-12938.164824375655,,0.04237713715982053,,2,,
0BEN,up,trend_annual_semi,6,-12961.328407147706,,0.04113549306446868,,1,,
0BEN,up,trend_quad_annual_semi,7,-12970.712387151221,,0.04059919225996557,,0,,
0BER,east,trend,2,-33116.149281348036,,0.02128359570013621,,3,,
0BER,east,trend_annual,4,-35274.48261659957,,0.009817775328630027,,2,,
0BER,east,trend_annual_semi,6,-35295.53459461668,,0.009689577566946717,,1,,
0BER,east,trend_quad_annual_semi,7,-35604.074638597696,,0.008657483969003846,,0,,
0BER,north,trend,2,-33808.0892545797,,0.016638089876262592,,2,,
0BER,north,trend_annual,4,-33803.3490945432,,0.01657225005298351,,3,,
0BER,north,trend_annual_semi,6,-33865.895514614574,,0.01611610666818586,,1,,
0BER,north,trend_quad_annual_semi,7,-34648.68399890422,,0.012163270725821927,,0,,
0BER,up,trend,2,-27061.318473003095,,0.1835855334028355,,3,,
0BER,up,trend_annual,4,-28295.198368538466,,0.11767488392544039,,2,,
0BER,up,trend_annual_semi,6,-28369.781268487022,,0.11394680642472281,,1,,
0BER,up,trend_quad_annual_semi,7,-28456.704568158104,,0.11016422570359287,,0,,
0BIE,east,trend,2,-100333.96457646448,,0.10253024875586955,,3,,
0BIE,east,trend_annual,4,-112135.44978720209,,0.02688933961722579,,2,,
0BIE,east,trend_annual_semi,6,-112427.0644041118,,0.02596242905640215,,1,,
0BIE,east,trend_quad_annual_semi,7,-114672.35657284525,,0.020113080984716522,,0,,
0BIE,north,trend,2,-103781.6892259454,,0.06939024435541624,,3,,
0BIE,north,trend_annual,4,-104464.24338614143,,0.06409701732495686,,2,,
0BIE,north,trend_annual_semi,6,-104533.08093254387,,0.06346858670791337,,1,,
0BIE,north,trend_quad_annual_semi,7,-105372.45894550273,,0.05765443505610731,,0,,
0BIE,up,trend,2,-83967.68993597807,,0.6542131512144888,,3,,
0BIE,up,trend_annual,4,-87774.80458831652,,0.42422648359552895,,2,,
0BIE,up,trend_annual_semi,6,-87822.64213025723,,0.42106731495956645,,1,,
0BIE,up,trend_quad_annual_semi,7,-88148.47004873308,,0.4053974363142734,,0,,
0BIP,east,trend,2,-48114.421602075316,,0.0384695762869822,,3,,
0BIP,east,trend_annual,4,-54007.14192965318,,0.009271530677236954,,2,,
0BIP,east,trend_annual_semi,6,-54046.49940238781,,0.009147304887814272,,1,,
0BIP,east,trend_quad_annual_semi,7,-54047.13570005472,,0.00912757373848636,,0,,
0BIP,north,trend,2,-52790.785250770256,,0.012476502549780645,,3,,
0BIP,north,trend_annual,4,-53678.394006391354,,0.01003528749555559,,2,,
0BIP,north,trend_annual_semi,6,-53745.75341790932,,0.009834295828184961,,1,,
0BIP,north,trend_quad_annual_semi,7,-53813.258866239834,,0.00965634359803848,,0,,
0BIP,up,trend,2,-40503.66288188267,,0.24043762501670238,,3,,
0BIP,up,trend_annual,4,-42349.91478594907,,0.153529045318119,,2,,
0BIP,up,trend_annual_semi,6,-42439.78999058694,,0.14964059952657857,,0,,
0BIP,up,trend_quad_annual_semi,7,-42433.797782813854,,0.14955633094494022,,1,,
0BIS,east,trend,2,-65893.80056900848,,0.049152343772418686,,3,,
0BIS,east,trend_annual,4,-72343.65903202118,,0.015666306616009408,,2,,
0BIS,east,trend_annual_semi,6,-72417.81571142035,,0.015415073794804014,,1,,
0BIS,east,trend_quad_annual_semi,7,-73043.68407004727,,0.013779232030822972,,0,,
0BIS,north,trend,2,-68567.13222176713,,0.03063889929399389,,3,,
0BIS,north,trend_annual,4,-71767.61683899772,,0.017345941261905612,,2,,
0BIS,north,trend_annual_semi,6,-72267.24761919974,,0.01583094863275287,,0,,
0BIS,north,trend_quad_annual_semi,7,-72259.20814297487,,0.015829266555125465,,1,,
0BIS,up,trend,2,-55646.46270222633,,0.3008731213975685,,3,,
0BIS,up,trend_annual,4,-59174.34476767397,,0.16075666073798694,,2,,
0BIS,up,trend_annual_semi,6,-59401.363900513934,,0.15396090625155245,,1,,
0BIS,up,trend_quad_annual_semi,7,-59406.835916242824,,0.15357723174564775,,0,,
0BJA,east,trend,2,-39758.55621763154,,0.033828741503460415,,3,,
0BJA,east,trend_annual,4,-40680.73518351495,,0.025770010581428488,,1,,
0BJA,east,trend_annual_semi,6,-40672.41327991066,,0.025710531285256927,,2,,
0BJA,east,trend_quad_annual_semi,7,-43051.304044428725,,0.012868795280289133,,0,,
0BJA,north,trend,2,-44123.6005353249,,0.009542101123356435,,3,,
0BJA,north,trend_annual,4,-44358.79874213672,,0.008871083572111825,,2,,
0BJA,north,trend_annual_semi,6,-44616.99538972214,,0.008192442216693682,,1,,
0BJA,north,trend_quad_annual_semi,7,-45239.361641355536,,0.006823700582031154,,0,,
0BJA,up,trend,2,-34331.01085272829,,0.1631986987579006,,3,,
0BJA,up,trend_annual,4,-35999.67408011289,,0.100126475162998,,2,,
0BJA,up,trend_annual_semi,6,-36071.830324372204,,0.09759142451962262,,1,,
0BJA,up,trend_quad_annual_semi,7,-36164.37103342308,,0.09478362454197714,,0,,
0BJO,east,trend,2,-104990.01752180362,,0.060605024632584374,,3,,
0BJO,east,trend_annual,4,-115847.6611278746,,0.017689433641424057,,2,,
0BJO,east,trend_annual_semi,6,-116190.24637933933,,0.016981437773925887,,1,,
0BJO,east,trend_quad_annual_semi,7,-116374.21367094431,,0.01661427802025253,,0,,
0BJO,north,trend,2,-105887.68855206035,,0.05474791726819362,,3,,
0BJO,north,trend_annual,4,-105908.73433695342,,0.054505350804728736,,2,,
0BJO,north,trend_annual_semi,6,-105980.18796447064,,0.05395503511196879,,1,,
0BJO,north,trend_quad_annual_semi,7,-107825.64392442054,,0.04373598241906461,,0,,
0BJO,up,trend,2,-84788.95601130088,,0.5968320047230883,,3,,
0BJO,up,trend_annual,4,-90629.676027494,,0.30743531824537706,,2,,
0BJO,up,trend_annual_semi,6,-90929.27792444901,,0.29657046691110855,,0,,
0BJO,up,trend_quad_annual_semi,7,-90920.19314881618,,0.2965704212054225,,1,,
0BJU,east,trend,2,-84618.31042799329,,0.06379655671145448,,3,,
0BJU,east,trend_annual,4,-87844.25825485692,,0.040831652040921984,,2,,
0BJU,east,trend_annual_semi,6,-87905.12902924437,,0.04039221874815356,,1,,
0BJU,east,trend_quad_annual_semi,7,-88479.47361317191,,0.03727791633570819,,0,,
0BJU,north,trend,2,-93306.27208369307,,0.019307467679423127,,3,,
0BJU,north,trend_annual,4,-93485.22911066811,,0.018791908106139243,,2,,
0BJU,north,trend_annual_semi,6,-94001.47679383881,,0.017460820130109127,,1,,
0BJU,north,trend_quad_annual_semi,7,-94052.1084588832,,0.017318424013733194,,0,,
0BJU,up,trend,2,-70366.56800818058,,0.45319324277827777,,3,,
0BJU,up,trend_annual,4,-74148.76596041485,,0.26868867182461686,,2,,
0BJU,up,trend_annual_semi,6,-74479.53686349244,,0.2561088767265758,,1,,
0BJU,up,trend_quad_annual_semi,7,-74499.93200342703,,0.25507910003389644,,0,,
0BKI,east,trend,2,-57691.10862705144,,0.017222796882658233,,3,,
0BKI,east,trend_annual,4,-61909.373482119736,,0.006882220337552426,,2,,
0BKI,east,trend_annual_semi,6,-61917.30435883689,,0.006845343205071257,,1,,
0BKI,east,trend_quad_annual_semi,7,-61956.76517120832,,0.0067746944102994216,,0,,
0BKI,north,trend,2,-52406.662970669284,,0.054097963129173414,,3,,
0BKI,north,trend_annual,4,-58716.62118849275,,0.013742074912912888,,2,,
0BKI,north,trend_annual_semi,6,-59701.76693834413,,0.011061092294042106,,1,,
0BKI,north,trend_quad_annual_semi,7,-59814.57263664907,,0.010774406823764791,,0,,
0BKI,up,trend,2,-45191.82331781739,,0.25813039371376745,,3,,
0BKI,up,trend_annual,4,-47652.23886368155,,0.1509436169785155,,2,,
0BKI,up,trend_annual_semi,6,-47753.84564001081,,0.14711937022458568,,0,,
0BKI,up,trend_quad_annual_semi,7,-47753.537123174,,0.14686057040927347,,1,,
0BLA,east,trend,2,-95125.67406297353,,0.04488555012124616,,3,,
0BLA,east,trend_annual,4,-100833.0835940132,,0.021703119538757976,,2,,
0BLA,east,trend_annual_semi,6,-100987.51706155742,,0.021233453416737873,,1,,
0BLA,east,trend_quad_annual_semi,7,-101754.721090454,,0.019241433280434202,,0,,
0BLA,north,trend,2,-102590.36050327145,,0.017404006797725604,,3,,
0BLA,north,trend_annual,4,-102936.22007040576,,0.016618667995620298,,2,,
0BLA,north,trend_annual_semi,6,-103563.88728750759,,0.01531122005512368,,1,,
0BLA,north,trend_quad_annual_semi,7,-105084.31507477838,,0.012609808977152581,,0,,
0BLA,up,trend,2,-76232.55669100508,,0.49374735035352946,,3,,
0BLA,up,trend_annual,4,-80478.68519780057,,0.2873868819616292,,2,,
0BLA,up,trend_annual_semi,6,-80617.86580286552,,0.28171252566206445,,0,,
0BLA,up,trend_quad_annual_semi,7,-80609.51504490855,,0.28169031568014297,,1,,
0BLG,east,trend,2,-7111.033494134665,,0.009554032152332316,,3,,
0BLG,east,trend_annual,4,-7863.0500576745635,,0.002896795294044373,,2,,
0BLG,east,trend_annual_semi,6,-7879.435903515474,,0.0027673125601908838,,1,,
0BLG,east,trend_quad_annual_semi,7,-7929.687024687291,,0.0025329864973062605,,0,,
0BLG,north,trend,2,-7396.485708347205,,0.006120476868551841,,3,,
0BLG,north,trend_annual,4,-7523.209789188306,,0.004922305806876284,,2,,
0BLG,north,trend_annual_semi,6,-7626.800089662971,,0.004104173115400345,,1,,
0BLG,north,trend_quad_annual_semi,7,-7891.283727528171,,0.0026893797217730077,,0,,
0BLG,up,trend,2,-6017.902177400358,,0.052578976236113885,,3,,
0BLG,up,trend_annual,4,-6379.1499437609555,,0.029329147938305194,,2,,
0BLG,up,trend_annual_semi,6,-6476.546016499573,,0.02469183005598094,,0,,
0BLG,up,trend_quad_annual_semi,7,-6471.213742833116,,0.024648310839481845,,1,,
0BLI,east,trend,2,-60647.979803984985,,0.019053629965454476,,3,,
0BLI,east,trend_annual,4,-65301.87049982093,,0.00730485951393876,,2,,
0BLI,east,trend_annual_semi,6,-65324.89695528937,,0.007245117478267148,,1,,
0BLI,east,trend_quad_annual_semi,7,-65778.1343200645,,0.006590016850856171,,0,,
0BLI,north,trend,2,-64464.54692290481,,0.008704934053970648,,3,,
0BLI,north,trend_annual,4,-64954.195654610965,,0.007845198161544262,,2,,
0BLI,north,trend_annual_semi,6,-65224.90382603215,,0.007395353015177723,,1,,
0BLI,north,trend_quad_annual_semi,7,-65442.42239301399,,0.007060121736685964,,0,,
0BLI,up,trend,2,-47833.36209290694,,0.2644139278189258,,3,,
0BLI,up,trend_annual,4,-49555.46118895661,,0.1850380406461146,,2,,
0BLI,up,trend_annual_semi,6,-49590.99576125033,,0.18305415880175951,,1,,
0BLI,up,trend_quad_annual_semi,7,-49689.889567341874,,0.17906355328456533,,0,,
0BMO,east,trend,2,-18753.402990534272,,0.06921367317204821,,3,,
0BMO,east,trend_annual,4,-22523.958145314275,,0.00886441668327825,,2,,
0BMO,east,trend_annual_semi,6,-23213.000362713763,,0.006048490559423898,,1,,
0BMO,east,trend_quad_annual_semi,7,-23278.179429967244,,0.00581442581766985,,0,,
0BMO,north,trend,2,-21454.089023800538,,0.015975047079826023,,3,,
0BMO,north,trend_annual,4,-23852.222276236953,,0.004310036016900732,,2,,
0BMO,north,trend_annual_semi,6,-24101.634521602406,,0.003733625623938381,,1,,
0BMO,north,trend_quad_annual_semi,7,-24149.08722582049,,0.003623848215994886,,0,,
0BMO,up,trend,2,-17790.504041507596,,0.11673949055655013,,3,,
0BMO,up,trend_annual,4,-18780.13697356992,,0.06766177137543825,,2,,
0BMO,up,trend_annual_semi,6,-18808.459904751013,,0.06608763297487426,,1,,
0BMO,up,trend_quad_annual_semi,7,-18833.721010162375,,0.06492195885923382,,0,,
0BOD,east,trend,2,-72582.38593770945,,0.027083841210712244,,3,,
0BOD,east,trend_annual,4,-76895.84606766173,,0.013009039132822321,,2,,
0BOD,east,trend_annual_semi,6,-77112.91304425521,,0.012502769159803317,,1,,
0BOD,east,trend_quad_annual_semi,7,-77323.22055094063,,0.012047663042169351,,0,,
0BOD,north,trend,2,-75313.9566053158,,0.017054763559340103,,3,,
0BOD,north,trend_annual,4,-75477.34131096037,,0.01654071169928914,,2,,
0BOD,north,trend_annual_semi,6,-75895.0274616421,,0.015366068449704746,,0,,
0BOD,north,trend_quad_annual_semi,7,-75893.15411701372,,0.01534835960395784,,1,,
0BOD,up,trend,2,-57282.5233473396,,0.36122457761186544,,3,,
0BOD,up,trend_annual,4,-59790.222771884124,,0.23555801154467687,,2,,
0BOD,up,trend_annual_semi,6,-59870.34605865627,,0.23170155672362847,,0,,
0BOD,up,trend_quad_annual_semi,7,-59867.684376086494,,0.2314654230859107,,1,,
0BOS,east,trend,2,-20797.60083708981,,0.08388892436432625,,3,,
0BOS,east,trend_annual,4,-23142.198690738132,,0.0266656224028634,,2,,
0BOS,east,trend_annual_semi,6,-24507.409166688067,,0.013638796910601833,,1,,
0BOS,east,trend_quad_annual_semi,7,-24701.14432140352,,0.012368104087055572,,0,,
0BOS,north,trend,2,-20546.808035266782,,0.09475520733410468,,3,,
0BOS,north,trend_annual,4,-22531.683100983733,,0.03586944840226441,,2,,
0BOS,north,trend_annual_semi,6,-24088.69615541888,,0.016714488297605648,,1,,
0BOS,north,trend_quad_annual_semi,7,-24747.89782322779,,0.012090427335625249,,0,,
0BOS,up,trend,2,-19520.22986634178,,0.15600339154140358,,3,,
0BOS,up,trend_annual,4,-20133.447847392017,,0.11496677810340994,,2,,
0BOS,up,trend_annual_semi,6,-20312.809979166228,,0.1045975968173679,,0,,
0BOS,up,trend_quad_annual_semi,7,-20305.190784850896,,0.10459704912202578,,1,,
0BOT,east,trend,2,-6841.7582663219755,,0.0038240617181014777,,3,,
0BOT,east,trend_annual,4,-7790.043056320296,,0.0007189381400448549,,0,,
0BOT,east,trend_annual_semi,6,-7785.375678119902,,0.0007089537847769099,,2,,
0BOT,east,trend_quad_annual_semi,7,-7787.854294531156,,0.0006981462619606821,,1,,
0BOT,north,trend,2,-7656.84196099292,,0.0009266088772709042,,2,,
0BOT,north,trend_annual,4,-7668.089150839405,,0.0008887971809599841,,0,,
0BOT,north,trend_annual_semi,6,-7659.199386186095,,0.0008829136199664688,,1,,
0BOT,north,trend_quad_annual_semi,7,-7653.102215163475,,0.00088251877868645,,3,,
0BOT,up,trend,2,-5598.368796012814,,0.03323919011212911,,3,,
0BOT,up,trend_annual,4,-5729.625555738622,,0.025877007226787308,,0,,
0BOT,up,trend_annual_semi,6,-5719.767751342,,0.025749022714166153,,1,,
0BOT,up,trend_quad_annual_semi,7,-5713.423529377186,,0.02574856827810849,,2,,
0BRA,east,trend,2,-30920.805395726016,,0.013520132885257564,,3,,
0BRA,east,trend_annual,4,-32446.207103951307,,0.007382558075231964,,2,,
0BRA,east,trend_annual_semi,6,-32460.570998586947,,0.007295971208766067,,1,,
0BRA,east,trend_quad_annual_semi,7,-32858.12897971543,,0.006222392021270581,,0,,
0BRA,north,trend,2,-29371.512259637086,,0.024840154092427496,,3,,
0BRA,north,trend_annual,4,-29620.531631220507,,0.022388186285272046,,2,,
0BRA,north,trend_annual_semi,6,-29694.35496916174,,0.021615067345875972,,1,,
0BRA,north,trend_quad_annual_semi,7,-30760.851746887423,,0.014176487802824617,,0,,
0BRA,up,trend,2,-24155.204579413814,,0.19257424180125093,,3,,
0BRA,up,trend_annual,4,-25400.297124531477,,0.1173870613052419,,2,,
0BRA,up,trend_annual_semi,6,-25423.1066091146,,0.11562623758862378,,0,,
0BRA,up,trend_quad_annual_semi,7,-25419.671060082717,,0.11542634030799495,,1,,
0BRO,east,trend,2,-39393.65548278834,,0.011610109758465548,,3,,
0BRO,east,trend_annual,4,-42594.88993310791,,0.004180776349042745,,2,,
0BRO,east,trend_annual_semi,6,-42654.96250356104,,0.004080876997066514,,1,,
0BRO,east,trend_quad_annual_semi,7,-42902.23920090728,,0.0037631417631470306,,0,,
0BRO,north,trend,2,-41255.353871461026,,0.006429269270218167,,3,,
0BRO,north,trend_annual,4,-42474.69883583975,,0.004343380068516671,,2,,
0BRO,north,trend_annual_semi,6,-42596.710845042086,,0.004157045084216806,,1,,
0BRO,north,trend_quad_annual_semi,7,-42622.55177879761,,0.0041125523340720775,,0,,
0BRO,up,trend,2,-30991.954794771093,,0.16718196283938497,,3,,
0BRO,up,trend_annual,4,-32472.178910622642,,0.10396517772273904,,2,,
0BRO,up,trend_annual_semi,6,-32537.54900682075,,0.1013104146693509,,0,,
0BRO,up,trend_quad_annual_semi,7,-32531.569414667396,,0.10124368224139603,,1,,
