sta,component,n,span,order,score,coverage,gram_cond,design_cond,gram_rebuild_err,gate,worst_param,v_image,v_raw
EW05,east,1051,2.9979,40,1.1214290706935289e-13,5.324034394284067e-11,150.26734687389035,4.84089521079913,0.0,ok,b2,0.03208756068330873,0.03208756068330942
EW05,north,1051,2.9979,40,3.754314592384293e-13,5.324034394284067e-11,150.26734687389035,4.84089521079913,0.0,ok,a2,0.01634076558722847,0.01634076558722852
EW05,up,1051,2.9979,40,2.1321864650010157e-12,5.324034394284067e-11,150.26734687389035,4.84089521079913,0.0,ok,b2,-0.0004486391320199707,-0.0004486391320205766
EW08,east,1060,2.9322,40,1.7736618277581282e-13,2.1354451321212795e-11,84.9206054010283,4.6611389086585335,0.0,ok,a2,0.029440775594436846,0.029440775594436988
EW08,north,1060,2.9322,40,2.2831521190236407e-13,2.1354451321212795e-11,84.9206054010283,4.6611389086585335,0.0,ok,b2,-0.005222354630132658,-0.005222354630132817
EW08,up,1060,2.9322,40,3.0806378094868077e-12,2.1354451321212795e-11,84.9206054010283,4.6611389086585335,0.0,ok,b2,0.0023817223649167567,0.0023817223649183427
EWAN,east,1164,3.3648,43,8.671402097913351e-13,4.714401304273216e-11,86.37975556503214,4.732587323580982,0.0,ok,a2,0.0295379366325342,0.029537936632534397
EWAN,north,1164,3.3648,43,2.624195810974556e-12,4.714401304273216e-11,86.37975556503214,4.732587323580982,0.0,ok,b2,0.05637719823642541,0.05637719823642535
EWAN,up,1164,3.3648,43,1.5573658596872582e-12,4.714401304273216e-11,86.37975556503214,4.732587323580982,0.0,ok,b2,-0.0015215630597951845,-0.0015215630597950212
EWLK,east,1107,19.6934,174,9.12025690544246e-09,2.389775653135309e-12,4.5647749000912865e+18,30.38497037873137,0.0,ok,a2,-0.018810699628959718,-0.018810699628891862
EWLK,north,1107,19.6934,174,3.6951596362726273e-09,2.389775653135309e-12,4.5647749000912865e+18,30.38497037873137,0.0,ok,a2,-0.005994342572374068,-0.005994342572391028
EWLK,up,1107,19.6934,174,1.5797817428116833e-09,2.389775653135309e-12,4.5647749000912865e+18,30.38497037873137,0.0,ok,a2,-0.00036463187960242554,-0.0003646318796792068
EWPP,east,9898,27.436,236,4.717826837914212e-14,2.73127937576551e-11,640.5108336567156,32.117135846900766,0.0,ok,a2,-0.03425409825413093,-0.03425409825413108
EWPP,north,9898,27.436,236,1.7065843607159734e-14,2.73127937576551e-11,640.5108336567156,32.117135846900766,0.0,ok,a2,0.012122890870448584,0.012122890870448669
EWPP,up,9898,27.436,236,8.705268372737652e-15,2.73127937576551e-11,640.5108336567156,32.117135846900766,0.0,ok,v,-0.00031778295479621254,-0.0003177829547961711
EWW1,east,2801,10.6119,101,2.5053411558854306e-13,3.922704709496486e-12,754.659621932658,16.01771943269119,0.0,ok,b2,-0.01529898246433551,-0.015298982464335377
EWW1,north,2801,10.6119,101,1.395088410446531e-12,3.922704709496486e-12,754.659621932658,16.01771943269119,0.0,ok,b2,0.008717313392289977,0.008717313392291016
EWW1,up,2801,10.6119,101,2.458302365940317e-13,3.922704709496486e-12,754.659621932658,16.01771943269119,0.0,ok,v,-0.002499825620218744,-0.0024998256202172654
EWW2,east,194,0.5366,21,1.4788006724479456e-13,1.3311211495173547e-13,43.07527672730537,355.7886743204161,0.0,ok,a1,0.5809345183370849,0.5809345183370038
EWW2,north,194,0.5366,21,2.299275911695195e-13,1.3311211495173547e-13,43.07527672730537,355.7886743204161,0.0,ok,c,-1.91062903729465,-1.9106290372942798
EWW2,up,194,0.5366,21,2.2385232549697942e-13,1.3311211495173547e-13,43.07527672730537,355.7886743204161,0.0,ok,v,0.6735167321108059,0.6735167321106551
EXAN,east,1486,5.7878,63,1.967550457941488e-11,2.9544166097178345e-11,17095955912670.398,5.699192029451582,0.0,ok,b2,0.018329054749892958,0.01832905474989132
EXAN,north,1486,5.7878,63,1.3098709690982603e-12,2.9544166097178345e-11,17095955912670.398,5.699192029451582,0.0,ok,b2,0.004516507212688956,0.004516507212689417
EXAN,up,1486,5.7878,63,2.806747010777457e-10,2.9544166097178345e-11,17095955912670.398,5.699192029451582,0.0,ok,b2,-0.0015130701840662857,-0.001513070184046414
EXE1,east,2794,8.8871,88,5.153414877525691e-14,5.2626008500252745e-12,33181.42313343828,10.116187253852724,0.0,ok,a2,-0.01641420975276411,-0.016414209752764107
EXE1,north,2794,8.8871,88,3.538263282287955e-14,5.2626008500252745e-12,33181.42313343828,10.116187253852724,0.0,ok,b1,0.001851453203884796,0.0018514532038848362
EXE1,up,2794,8.8871,88,7.428055482678523e-13,5.2626008500252745e-12,33181.42313343828,10.116187253852724,0.0,ok,b2,-0.0028074828001557134,-0.0028074828001557204
EXET,east,689,1.8973,32,6.854105485596625e-14,2.196893463982978e-12,68.34628669401245,4.258798856188072,0.0,ok,a2,0.016869079652501118,0.016869079652500635
EXET,north,689,1.8973,32,5.807474570121631e-14,2.196893463982978e-12,68.34628669401245,4.258798856188072,0.0,ok,a2,0.016718756127172534,0.01671875612717176
EXET,up,689,1.8973,32,1.5795037779393332e-13,2.196893463982978e-12,68.34628669401245,4.258798856188072,0.0,ok,a2,-0.002438039216037011,-0.002438039216037369
EXLC,east,781,2.8529,39,1.845664864794811e-12,3.04140254150664e-11,250514641.3147512,4.47849210078292,0.0,ok,a2,0.024202365951235923,0.02420236595123579
EXLC,north,781,2.8529,39,4.931085053357869e-12,3.04140254150664e-11,250514641.3147512,4.47849210078292,0.0,ok,b2,0.017493475291226135,0.01749347529122577
EXLC,up,781,2.8529,39,1.497760799792542e-12,3.04140254150664e-11,250514641.3147512,4.47849210078292,0.0,ok,a2,-0.0027269340974731774,-0.0027269340974737234
EXMO,east,7626,21.243,186,3.3528637380951915e-14,2.0090745344943433e-11,468.5334902482004,24.916155536915245,0.0,ok,b1,0.01689031949430009,0.016890319494300345
EXMO,north,7626,21.243,186,2.3877796284929062e-14,2.0090745344943433e-11,468.5334902482004,24.916155536915245,0.0,ok,v,0.01612831465146259,0.016128314651462205
EXMO,up,7626,21.243,186,5.2786164738217863e-14,2.0090745344943433e-11,468.5334902482004,24.916155536915245,0.0,ok,v,-0.00028891165002893805,-0.00028891165002929795
EXMT,east,4898,13.9083,128,1.2336663006290415e-14,1.8348879455601086e-12,579.5022017297115,16.054799671419286,0.0,ok,a2,0.04005787423655444,0.04005787423655431
EXMT,north,4898,13.9083,128,1.7205217644182202e-14,1.8348879455601086e-12,579.5022017297115,16.054799671419286,0.0,ok,a2,0.05762025815703898,0.05762025815703901
EXMT,up,4898,13.9083,128,3.455606408417748e-14,1.8348879455601086e-12,579.5022017297115,16.054799671419286,0.0,ok,b1,-0.0004357100606318177,-0.0004357100606318703
EXSG,east,673,1.9411,32,2.7785485964351e-13,5.133318121454366e-12,87.25249794097834,4.3756039606650425,0.0,ok,b2,0.015495383514163921,0.01549538351416399
EXSG,north,673,1.9411,32,3.5468088469074506e-13,5.133318121454366e-12,87.25249794097834,4.3756039606650425,0.0,ok,b2,0.02173059078058174,0.021730590780581618
EXSG,up,673,1.9411,32,3.899987092028302e-13,5.133318121454366e-12,87.25249794097834,4.3756039606650425,0.0,ok,b2,0.004847668196128602,0.0048476681961297395
EXU0,east,2475,8.0766,81,2.5891691995147667e-13,1.4610731754672148e-11,109270240.8940406,9.641912617338226,0.0,ok,b2,-0.009628422755330166,-0.009628422755330233
EXU0,north,2475,8.0766,81,7.05262441861952e-14,1.4610731754672148e-11,109270240.8940406,9.641912617338226,0.0,ok,a1,0.005058137508598759,0.005058137508598511
EXU0,up,2475,8.0766,81,4.317067911109659e-12,1.4610731754672148e-11,109270240.8940406,9.641912617338226,0.0,ok,b2,-0.0017253910232073984,-0.0017253910232073594
EXXO,east,646,1.7823,31,7.761898428638192e-14,2.2403951779911962e-12,61.85297066519425,4.134470672126865,0.0,ok,b1,-0.018741090931688433,-0.018741090931688523
EXXO,north,646,1.7823,31,2.542610028061432e-13,2.2403951779911962e-12,61.85297066519425,4.134470672126865,0.0,ok,b2,-0.009562656527296893,-0.009562656527296976
EXXO,up,646,1.7823,31,8.481979504104123e-14,2.2403951779911962e-12,61.85297066519425,4.134470672126865,0.0,ok,b1,0.0026255027900854017,0.0026255027900850755
EYAC,east,6111,18.0781,161,1.3142571524296322e-13,1.5447526738157037e-11,13459604029.199335,21.574349191233125,0.0,ok,b1,-0.022896071260334303,-0.022896071260334598
EYAC,north,6111,18.0781,161,5.087025769209135e-13,1.5447526738157037e-11,13459604029.199335,21.574349191233125,0.0,ok,a2,0.008558288527229615,0.008558288527229698
EYAC,up,6111,18.0781,161,3.986933502749963e-12,1.5447526738157037e-11,13459604029.199335,21.574349191233125,0.0,ok,a1,0.0025360227845410833,0.0025360227845410382
EYC2,east,1139,3.1513,42,2.438003818337694e-13,1.6299477097858003e-11,84.80277472522151,4.68016781103571,0.0,ok,a2,-0.023506410509856107,-0.02350641050985608
EYC2,north,1139,3.1513,42,1.2503884072984447e-12,1.6299477097858003e-11,84.80277472522151,4.68016781103571,0.0,ok,a2,0.010309197869243307,0.010309197869243449
EYC2,up,1139,3.1513,42,3.1428944176581085e-13,1.6299477097858003e-11,84.80277472522151,4.68016781103571,0.0,ok,a2,0.0024753626372278153,0.002475362637228124
EYGE,east,5474,18.141,162,2.5638832549722946e-12,3.838477610154747e-12,1350591350413.1309,21.281909067767852,0.0,ok,b2,0.020538970057582318,0.020538970057582255
EYGE,north,5474,18.141,162,3.810960274447226e-13,3.838477610154747e-12,1350591350413.1309,21.281909067767852,0.0,ok,b2,0.0165631935034563,0.01656319350345628
EYGE,up,5474,18.141,162,1.6585384350355963e-11,3.838477610154747e-12,1350591350413.1309,21.281909067767852,0.0,ok,b2,-0.028090294005872693,-0.028090294005871617
EYPA,east,5914,20.501,181,1.7881266881469214e-11,1.8930917872370978e-11,1.4654844238744796e+18,27.86226562182467,0.0,ok,a2,0.011539470335426603,0.011539470335427135
EYPA,north,5914,20.501,181,4.0007536441987855e-11,1.8930917872370978e-11,1.4654844238744796e+18,27.86226562182467,0.0,ok,a2,0.001862664712650384,0.0018626647126491038
EYPA,up,5914,20.501,181,1.0280697289276228e-10,1.8930917872370978e-11,1.4654844238744796e+18,27.86226562182467,0.0,ok,a1,-0.0007766347962818642,-0.000776634796295821
EZAU,east,35,0.093,8,3.333384176531749e-06,7.440366756466439e-11,15.661027741960433,3514790.831830545,0.0,ILL-CONDITIONED,b2,377.97165252976333,377.970533622438
EZAU,north,35,0.093,8,8.982774365975886e-06,7.440366756466439e-11,15.661027741960433,3514790.831830545,0.0,ILL-CONDITIONED,c,159.5742933492031,159.57310087817908
EZAU,up,35,0.093,8,1.2087766001576125e-05,7.440366756466439e-11,15.661027741960433,3514790.831830545,0.0,ILL-CONDITIONED,b2,-931.1708016261468,-931.1602299716882
EZEV,east,6311,17.4812,156,1.0179945739466636e-13,1.7568952996888583e-12,335.2995474871502,20.300690617098464,0.0,ok,v,0.020482796976412546,0.02048279697641463
EZEV,north,6311,17.4812,156,1.8621075204597498e-13,1.7568952996888583e-12,335.2995474871502,20.300690617098464,0.0,ok,v,0.015818423103097265,0.01581842310309432
EZEV,up,6311,17.4812,156,4.497754478371634e-13,1.7568952996888583e-12,335.2995474871502,20.300690617098464,0.0,ok,v,-0.0007531142766084441,-0.0007531142766117715
EZSA,east,352,1.1608,26,5.3648750590381944e-14,1.6183452758976014e-13,115.91611865909985,5.044520582167172,0.0,ok,a1,-0.00936498583180011,-0.009364985831800243
EZSA,north,352,1.1608,26,3.159842474351477e-14,1.6183452758976014e-13,115.91611865909985,5.044520582167172,0.0,ok,a2,-0.002322481440116557,-0.0023224814401165464
EZSA,up,352,1.1608,26,2.3651706004729576e-14,1.6183452758976014e-13,115.91611865909985,5.044520582167172,0.0,ok,a2,-0.0030335032519625995,-0.003033503251962532
F098,east,91,0.2464,18,5.494864122111342e-13,1.4245596624738952e-13,36.76665569173167,24800.432552892853,0.0,ok,a1,2.6606410725689473,2.6606410725703813
F098,north,91,0.2464,18,1.5198286340202245e-10,1.4245596624738952e-13,36.76665569173167,24800.432552892853,0.0,ok,v,0.0172243906845995,0.017224390687217313
F098,up,91,0.2464,18,3.1157244388476704e-12,1.4245596624738952e-13,36.76665569173167,24800.432552892853,0.0,ok,b1,-3.0123963671843486,-3.0123963671937166
F103,east,91,0.2464,18,1.4311552891134e-12,1.4245596624738952e-13,36.76665569173167,24800.432552892853,0.0,ok,a1,2.1718819939429697,2.1718819939455596
F103,north,91,0.2464,18,6.980365251795907e-13,1.4245596624738952e-13,36.76665569173167,24800.432552892853,0.0,ok,a1,-3.7133279484449138,-3.7133279484423745
F103,up,91,0.2464,18,7.41030787410661e-12,1.4245596624738952e-13,36.76665569173167,24800.432552892853,0.0,ok,c,4.078127549199992,4.0781275491899445
F112,east,91,0.2464,18,3.3808158759511327e-13,1.4245596624738952e-13,36.76665569173167,24800.432552892853,0.0,ok,b2,5.120304151997838,5.120304151997768
F112,north,91,0.2464,18,4.731114905792817e-12,1.4245596624738952e-13,36.76665569173167,24800.432552892853,0.0,ok,b1,0.14955300317165135,0.14955300317231923
F112,up,91,0.2464,18,2.1892620670900812e-12,1.4245596624738952e-13,36.76665569173167,24800.432552892853,0.0,ok,c,4.555808143808698,4.555808143800297
F562,east,2018,7.1403,74,2.1902651406848477e-13,1.1991741467585694e-11,153167064.92039225,7.496378028231384,0.0,ok,a1,0.016722995625431846,0.01672299562543184
F562,north,2018,7.1403,74,3.723869152755958e-14,1.1991741467585694e-11,153167064.92039225,7.496378028231384,0.0,ok,a1,0.009294255125349654,0.009294255125349534
F562,up,2018,7.1403,74,4.965119973110923e-13,1.1991741467585694e-11,153167064.92039225,7.496378028231384,0.0,ok,b2,0.006894681209855843,0.006894681209855649
F8O2,east,2678,7.4387,76,1.2603955075917586e-13,1.862865782754965e-11,154.81906739021406,9.008338001011817,0.0,ok,a2,0.009245740406836898,0.009245740406837085
F8O2,north,2678,7.4387,76,2.3081400262657006e-13,1.862865782754965e-11,154.81906739021406,9.008338001011817,0.0,ok,a2,0.004885214180658443,0.00488521418065854
F8O2,up,2678,7.4387,76,3.4434197072941933e-13,1.862865782754965e-11,154.81906739021406,9.008338001011817,0.0,ok,b2,-0.004866252720310922,-0.004866252720310665
FAA1,east,5758,19.8275,175,4.389601400632687e-11,1.1082002711280297e-11,14317545556288.416,24.671936105460933,0.0,ok,a1,-0.06612292699647691,-0.0661229269964765
FAA1,north,5758,19.8275,175,6.928807132907454e-12,1.1082002711280297e-11,14317545556288.416,24.671936105460933,0.0,ok,b1,0.03399420631597311,0.0339942063159725
FAA1,up,5758,19.8275,175,1.4794620375663917e-10,1.1082002711280297e-11,14317545556288.416,24.671936105460933,0.0,ok,a1,-0.001670552321067024,-0.0016705523210670285
FAED,east,608,1.7631,31,3.0989362420709666e-14,1.6360997793221984e-12,65.59273585679506,4.071710914489128,0.0,ok,a1,0.02274644668210588,0.022746446682106066
FAED,north,608,1.7631,31,3.507474656039408e-14,1.6360997793221984e-12,65.59273585679506,4.071710914489128,0.0,ok,a2,0.018145880447223362,0.018145880447223206
FAED,up,608,1.7631,31,5.179672259560435e-14,1.6360997793221984e-12,65.59273585679506,4.071710914489128,0.0,ok,b1,7.469307921776887e-05,7.469307921752354e-05
FAEZ,east,2318,6.5133,69,3.0433589748083225e-13,1.9708044544360227e-11,173.26515236810724,8.018996075539322,0.0,ok,a2,0.021754607579799697,0.0217546075797997
FAEZ,north,2318,6.5133,69,4.4507266372553514e-13,1.9708044544360227e-11,173.26515236810724,8.018996075539322,0.0,ok,a2,0.01835449191971368,0.018354491919713754
FAEZ,up,2318,6.5133,69,3.690802036285309e-13,1.9708044544360227e-11,173.26515236810724,8.018996075539322,0.0,ok,a2,-0.00039824758005074096,-0.00039824758005098745
FAGA,east,2239,7.5592,77,1.977674138456277e-13,1.7340782832543755e-11,108563735.46312582,9.558724964878948,0.0,ok,b2,0.02214872439848657,0.02214872439848654
FAGA,north,2239,7.5592,77,3.43148050826269e-13,1.7340782832543755e-11,108563735.46312582,9.558724964878948,0.0,ok,a2,0.011620257958856637,0.011620257958856637
FAGA,up,2239,7.5592,77,3.1401777693364034e-13,1.7340782832543755e-11,108563735.46312582,9.558724964878948,0.0,ok,a2,-0.0006364564437746681,-0.0006364564437745024
FAGC,east,2250,7.4387,76,9.142382715489779e-11,1.8628625414593866e-11,904994347894491.2,7.757335810168755,0.0,ok,b1,0.012456370566104956,0.012456370566080647
FAGC,north,2250,7.4387,76,8.679633208870467e-11,1.8628625414593866e-11,904994347894491.2,7.757335810168755,0.0,ok,b1,0.00899625242828578,0.008996252428238427
FAGC,up,2250,7.4387,76,3.389932593206552e-10,1.8628625414593866e-11,904994347894491.2,7.757335810168755,0.0,ok,b1,0.02104539889558918,0.021045398895735257
FAGE,east,2383,8.2354,82,3.8038214870676786e-13,2.0863503838167137e-11,158620.61945333498,10.62235998391366,0.0,ok,a2,0.022160434575889638,0.02216043457588965
FAGE,north,2383,8.2354,82,1.4084172072734795e-12,2.0863503838167137e-11,158620.61945333498,10.62235998391366,0.0,ok,b2,0.013745493815904846,0.013745493815904848
FAGE,up,2383,8.2354,82,6.419857141376943e-13,2.0863503838167137e-11,158620.61945333498,10.62235998391366,0.0,ok,a2,0.0010792832968791748,0.0010792832968790271
FAHR,east,3169,8.7693,87,3.0881265274854254e-13,6.725518479131465e-12,174.7133751525457,10.497090506507938,0.0,ok,b2,0.020629039605498615,0.02062903960549859
FAHR,north,3169,8.7693,87,1.0498610653542892e-13,6.725518479131465e-12,174.7133751525457,10.497090506507938,0.0,ok,b2,0.0158222262563679,0.015822226256367852
FAHR,up,3169,8.7693,87,3.515053547260211e-13,6.725518479131465e-12,174.7133751525457,10.497090506507938,0.0,ok,b2,0.0003435990636091803,0.00034359906360907335
FAI1,east,6383,18.3217,163,1.609379953648923e-14,1.4950056111855286e-11,2146.5936297496132,20.988934653755404,0.0,ok,a2,-0.006612393895199163,-0.0066123938951991494
FAI1,north,6383,18.3217,163,2.6270505853313118e-14,1.4950056111855286e-11,2146.5936297496132,20.988934653755404,0.0,ok,b1,-0.021307532057136747,-0.02130753205713676
FAI1,up,6383,18.3217,163,1.0898659480515474e-14,1.4950056111855286e-11,2146.5936297496132,20.988934653755404,0.0,ok,b2,0.007277716103552523,0.007277716103552494
FAIC,east,3714,11.9644,112,9.004800559705916e-14,4.304584192770982e-12,2687.2897157440343,12.382623660882055,0.0,ok,b2,-0.007457771294174026,-0.007457771294173913
FAIC,north,3714,11.9644,112,2.263206040683936e-13,4.304584192770982e-12,2687.2897157440343,12.382623660882055,0.0,ok,b2,-0.022701750946419668,-0.022701750946418704
FAIC,up,3714,11.9644,112,1.3294247442558994e-13,4.304584192770982e-12,2687.2897157440343,12.382623660882055,0.0,ok,b2,-0.007570901670238635,-0.00757090167023784
FAIR,east,11195,32.6352,278,2.4783272459169996e-13,4.336738802846867e-11,3427.7565840936827,39.21270647953792,4.0620576229250927e-17,ok,v,-0.0067650849654573905,-0.006765084965454945
FAIR,north,11195,32.6352,278,4.788396120462582e-14,4.336738802846867e-11,3427.7565840936827,39.21270647953792,4.0620576229250927e-17,ok,v,-0.02514199038762189,-0.025141990387620685
FAIR,up,11195,32.6352,278,1.6690629762414665e-14,4.336738802846867e-11,3427.7565840936827,39.21270647953792,4.0620576229250927e-17,ok,a2,0.0010284208181475592,0.001028420818147546
FAIV,east,3123,8.6105,85,6.474890482442755e-13,1.3064537165510018e-11,170.78224771668224,10.275688300755988,0.0,ok,b2,-0.00783223195525049,-0.007832231955250502
FAIV,north,3123,8.6105,85,1.5120235338116076e-12,1.3064537165510018e-11,170.78224771668224,10.275688300755988,0.0,ok,a2,-0.022127531625652928,-0.02212753162565314
FAIV,up,3123,8.6105,85,1.9680280066749615e-12,1.3064537165510018e-11,170.78224771668224,10.275688300755988,0.0,ok,a2,0.0007851618487204704,0.0007851618487203962
FAJ1,east,5991,17.6345,158,5.153425488454323e-14,7.400628149230227e-12,58852.44696381487,19.681930342575146,0.0,ok,v,0.026256017755440807,0.026256017755439454
FAJ1,north,5991,17.6345,158,1.4661457220476747e-13,7.400628149230227e-12,58852.44696381487,19.681930342575146,0.0,ok,a2,0.014583665840729483,0.01458366584072955
FAJ1,up,5991,17.6345,158,4.305339413984845e-14,7.400628149230227e-12,58852.44696381487,19.681930342575146,0.0,ok,b2,-0.0066854815479779105,-0.006685481547977749
FAJP,east,4266,12.345,115,5.739029027365703e-14,5.183084941257299e-12,879.6647840127227,14.616721072718951,0.0,ok,a2,0.019723721374771772,0.019723721374771765
FAJP,north,4266,12.345,115,7.80256076701847e-14,5.183084941257299e-12,879.6647840127227,14.616721072718951,0.0,ok,a2,0.01634895517761201,0.016348955177612076
FAJP,up,4266,12.345,115,4.521189662241512e-14,5.183084941257299e-12,879.6647840127227,14.616721072718951,0.0,ok,a2,-0.00024095471900706275,-0.00024095471900699157
FAL1,east,3522,11.0609,105,1.180677145674925e-13,5.5542694051140954e-12,3611348825.1862454,11.519771251194227,0.0,ok,a2,-0.01520069438405922,-0.015200694384059263
FAL1,north,3522,11.0609,105,1.600298434957214e-13,5.5542694051140954e-12,3611348825.1862454,11.519771251194227,0.0,ok,a2,0.008206279202081099,0.008206279202081033
FAL1,up,3522,11.0609,105,1.2434222608672346e-12,5.5542694051140954e-12,3611348825.1862454,11.519771251194227,0.0,ok,a1,-0.0014432629122740376,-0.0014432629122742165
FAL2,east,816,2.7022,38,6.800510099489975e-13,2.2827871130714446e-11,1157.51425066835,4.086117054347806,0.0,ok,a2,0.024002651439940646,0.024002651439940768
FAL2,north,816,2.7022,38,8.230166923524866e-13,2.2827871130714446e-11,1157.51425066835,4.086117054347806,0.0,ok,a2,0.018135473618935024,0.018135473618935048
FAL2,up,816,2.7022,38,6.636022802139871e-13,2.2827871130714446e-11,1157.51425066835,4.086117054347806,0.0,ok,a2,0.0004262633238687507,0.0004262633238688968
FALE,east,6435,21.1225,185,2.6733497112323672e-14,1.0324218997708925e-11,227284573.87407088,23.620243952725183,0.0,ok,b2,-0.05780203908957187,-0.057802039089571815
FALE,north,6435,21.1225,185,1.2648464673585628e-13,1.0324218997708925e-11,227284573.87407088,23.620243952725183,0.0,ok,b2,0.038538438470623125,0.03853843847062311
FALE,up,6435,21.1225,185,5.777862283902962e-14,1.0324218997708925e-11,227284573.87407088,23.620243952725183,0.0,ok,b2,-0.005876014230874021,-0.005876014230873989
FALK,east,6516,18.0643,161,7.994205214579938e-14,1.5742371054643032e-11,435.6660981087071,21.210632854229583,0.0,ok,v,7.509943354005354e-05,7.509943354016111e-05
FALK,north,6516,18.0643,161,4.7799620393620546e-14,1.5742371054643032e-11,435.6660981087071,21.210632854229583,0.0,ok,v,0.012629467863316481,0.012629467863315877
FALK,up,6516,18.0643,161,6.936796667312499e-14,1.5742371054643032e-11,435.6660981087071,21.210632854229583,0.0,ok,v,-0.00013030085519807612,-0.00013030085519749688
FALL,east,2863,9.577,93,1.0257723307331137e-13,7.2461377985945386e-12,16532.326936957157,11.628663565858199,0.0,ok,b2,0.011998597623467161,0.011998597623466932
FALL,north,2863,9.577,93,2.537403076205969e-14,7.2461377985945386e-12,16532.326936957157,11.628663565858199,0.0,ok,a2,-0.00491427683410902,-0.00491427683410913
FALL,up,2863,9.577,93,2.1997781923523098e-13,7.2461377985945386e-12,16532.326936957157,11.628663565858199,0.0,ok,b2,0.004953483265339885,0.004953483265339962
FALV,east,83,0.2245,18,3.785396608966469e-13,1.4586191542848288e-13,37.39778845834951,40393.664342498436,0.0,ok,a1,1.3178883836772193,1.3178883836769577
FALV,north,83,0.2245,18,4.8639052308424176e-12,1.4586191542848288e-13,37.39778845834951,40393.664342498436,0.0,ok,a1,2.854141776449827,2.8541417764613093
FALV,up,83,0.2245,18,5.474821671584132e-12,1.4586191542848288e-13,37.39778845834951,40393.664342498436,0.0,ok,b1,-6.867250141184611,-6.867250141214177
FAND,east,147,10.6119,36,0.0005198161153463552,0.9105747488553467,3.5730917096032237e+17,96.91287197026541,0.0,UNDERSAMPLED,b1,-0.014741368771838239,-0.014741569309157506
FAND,north,147,10.6119,36,0.0020418838899425628,0.9105747488553467,3.5730917096032237e+17,96.91287197026541,0.0,UNDERSAMPLED,b1,-0.008109220119931511,-0.00810970951754813
FAND,up,147,10.6119,36,0.001279849499552685,0.9105747488553467,3.5730917096032237e+17,96.91287197026541,0.0,UNDERSAMPLED,a2,-0.001337006268676704,-0.0013361548788477773
FAR1,east,1439,5.6208,61,6.207262255892227e-13,5.189875964211861e-11,8375139.525112635,10.439422748262146,0.0,ok,b2,0.017560167843877292,0.017560167843879825
FAR1,north,1439,5.6208,61,4.144539737445594e-13,5.189875964211861e-11,8375139.525112635,10.439422748262146,0.0,ok,b2,0.01688838019383803,0.01688838019383579
FAR1,up,1439,5.6208,61,4.3042987625844246e-13,5.189875964211861e-11,8375139.525112635,10.439422748262146,0.0,ok,v,-0.001389183642294109,-0.0013891836422963721
FAR2,east,229,1.5112,29,2.840292297980184e-10,6.597395038659736e-13,1876737114165.2058,14.80688081007106,0.0,ok,b1,-0.013294702773400443,-0.013294702773464947
FAR2,north,229,1.5112,29,1.9735623449775905e-10,6.597395038659736e-13,1876737114165.2058,14.80688081007106,0.0,ok,b1,0.001802081278514547,0.0018020812784228576
FAR2,up,229,1.5112,29,1.8901217669542245e-09,6.597395038659736e-13,1876737114165.2058,14.80688081007106,0.0,ok,b1,0.007467540418888461,0.00746754041806071
FARB,east,10421,29.9986,256,5.433867718812317e-12,4.0061406866202954e-11,4308979419162002.5,35.37158605252567,4.363759244664275e-17,ok,a2,-0.03927875614495192,-0.03927875614495132
FARB,north,10421,29.9986,256,1.7782647120084748e-12,4.0061406866202954e-11,4308979419162002.5,35.37158605252567,4.363759244664275e-17,ok,a2,0.025491325023428737,0.025491325023424573
FARB,up,10421,29.9986,256,3.042890969440086e-11,4.0061406866202954e-11,4308979419162002.5,35.37158605252567,4.363759244664275e-17,ok,a2,-0.00048278743511214785,-0.0004827874351019581
FARD,east,24,17.0486,6,1.4327984622502796,0.9982321902373646,58595.57855942533,18855.740090802177,0.0,UNDERSAMPLED,c,-0.017646175415531016,-0.017384675399776832
FARD,north,24,17.0486,6,0.35739496996758563,0.9982321902373646,58595.57855942533,18855.740090802177,0.0,UNDERSAMPLED,b1,-0.00539661859817835,-0.005319272977765005
FARD,up,24,17.0486,6,0.20627229059176558,0.9982321902373646,58595.57855942533,18855.740090802177,0.0,UNDERSAMPLED,a1,0.0012096211918661795,0.0011133698224130126
FARI,east,906,2.5353,37,3.6958875445422924e-13,1.1380146940494748e-11,80.37311316306646,4.134877515555058,0.0,ok,a2,-0.03952886993919152,-0.03952886993919145
FARI,north,906,2.5353,37,4.102860828394355e-13,1.1380146940494748e-11,80.37311316306646,4.134877515555058,0.0,ok,a2,0.02416415123220215,0.02416415123220214
FARI,up,906,2.5353,37,9.980552482949617e-14,1.1380146940494748e-11,80.37311316306646,4.134877515555058,0.0,ok,b2,-0.0013780771108133146,-0.00137807711081373
FARN,east,6250,17.7412,158,7.595957526068788e-14,8.526955547020228e-12,1171.9569576871763,20.97655085468943,0.0,ok,b1,0.017100160001932704,0.017100160001932693
FARN,north,6250,17.7412,158,4.7231246982077176e-14,8.526955547020228e-12,1171.9569576871763,20.97655085468943,0.0,ok,b1,0.016970191329759184,0.016970191329759212
FARN,up,6250,17.7412,158,2.5306568631164484e-14,8.526955547020228e-12,1171.9569576871763,20.97655085468943,0.0,ok,b1,-0.0005322011795425121,-0.0005322011795425215
FARO,east,1277,3.6085,45,3.1552755663675227e-12,5.035039306376105e-11,509.8221106728225,5.273870667708701,0.0,ok,a2,-5.233857191247991e-06,-5.233857190724099e-06
