station,component,config,n_updates,station_years,seconds,us_per_update,n_flags,n_steps,n_detected,n_reachable,n_detected_reachable,recall_reachable,median_delay_days,n_false_alarms,false_alarms_per_year,event_window_share,chance_false_alarms_per_year,v,c
AB36,east,tracking,6276,20.0027,2.5013,398.55,0,8,0,2,0,0.0,,0,0.0,0.1314,0.0,-0.0090764415124463,-0.5833248011608242
AB36,north,detection,6276,20.0027,0.7326,116.72,20,8,3,4,2,0.5,34.0,16,0.7999,0.1314,0.8685,-0.02888788217689796,0.5296911145250391
AB36,north,tracking,6276,20.0027,2.4142,384.67,0,8,0,2,0,0.0,,0,0.0,0.1314,0.0,-0.020547136019426274,0.3477657370871572
AB36,up,detection,6276,20.0027,0.737,117.43,2,8,0,8,0,0.0,,2,0.1,0.1314,0.0868,-0.01671938845965123,0.8705315520773239
AB36,up,tracking,6276,20.0027,2.9132,464.18,0,8,0,2,0,0.0,,0,0.0,0.1314,0.0,0.0002576915909616499,0.5306037422286287
AB37,east,detection,7912,22.1082,1.2118,153.16,4,12,0,12,0,0.0,,4,0.1809,0.1708,0.15,-0.006219117663762816,-0.09289056750180155
AB37,east,tracking,7912,22.1082,3.108,392.82,0,12,0,7,0,0.0,,0,0.0,0.1708,0.0,-0.019340340956829183,0.19822023016396154
AB37,north,detection,7912,22.1082,0.9449,119.43,3,12,0,12,0,0.0,,3,0.1357,0.1708,0.1125,-0.019493280856548785,0.5729426636284108
AB37,north,tracking,7912,22.1082,3.1307,395.69,0,12,0,7,0,0.0,,0,0.0,0.1708,0.0,-0.011644195104914086,0.39578560550437664
AB37,up,detection,7912,22.1082,1.0411,131.59,0,12,0,12,0,0.0,,0,0.0,0.1708,0.0,0.014237122151449844,0.3829733016803197
AB37,up,tracking,7912,22.1082,3.3192,419.52,0,12,0,7,0,0.0,,0,0.0,0.1708,0.0,0.004325118152477375,0.5986780731617722
AB39,east,detection,5359,17.3086,0.6508,121.44,0,5,0,5,0,0.0,,0,0.0,0.0949,0.0,-0.004046598662413234,-1.0033615403202754
AB39,east,tracking,5359,17.3086,2.5147,469.24,0,5,0,1,0,0.0,,0,0.0,0.0949,0.0,-0.01019294841055561,-0.900441929645818
AB39,north,detection,5359,17.3086,0.8365,156.09,3,5,0,3,0,0.0,,2,0.1155,0.0949,0.1569,-0.03171326004770408,0.8985554578264826
AB39,north,tracking,5359,17.3086,2.3086,430.79,0,5,0,1,0,0.0,,0,0.0,0.0949,0.0,-0.020442299024501665,0.7072275251813471
AB39,up,detection,5359,17.3086,0.6339,118.28,1,5,0,4,0,0.0,,0,0.0,0.0949,0.0523,0.04007873198804603,-0.021556842509276773
AB39,up,tracking,5359,17.3086,2.1515,401.47,0,5,0,1,0,0.0,,0,0.0,0.0949,0.0,-0.0020041174926696496,0.6988138434875092
AB41,east,detection,6619,19.9014,0.7971,120.42,2,6,1,6,1,0.1667,35.98,1,0.0502,0.0991,0.0905,0.004499905747733506,0.39675641613819773
AB41,east,tracking,6619,19.9014,2.7556,416.32,0,6,0,2,0,0.0,,0,0.0,0.0991,0.0,-0.008769127251738708,0.6613993649063098
AB41,north,detection,6619,19.9014,0.8379,126.58,4,6,0,6,0,0.0,,4,0.201,0.0991,0.1811,-0.014778510787290571,-0.0788706544018064
AB41,north,tracking,6619,19.9014,2.9079,439.33,0,6,0,2,0,0.0,,0,0.0,0.0991,0.0,-0.020492087432968487,0.030386229130883582
AB41,up,detection,6619,19.9014,0.7831,118.31,4,6,0,5,0,0.0,,4,0.201,0.0991,0.1811,0.06042103108325915,-0.28344371141166874
AB41,up,tracking,6619,19.9014,2.8066,424.02,0,6,0,2,0,0.0,,0,0.0,0.0991,0.0,-0.0066732372082566336,1.0490753793306558
AB42,east,detection,4825,20.063,0.6258,129.7,3,16,0,15,0,0.0,,3,0.1495,0.1855,0.1218,-0.03048306592688414,0.6122531171894572
AB42,east,tracking,4825,20.063,1.8789,389.4,0,16,0,0,0,,,0,0.0,0.1855,0.0,-0.03319413051184309,0.6645462825512068
AB42,north,detection,4825,20.063,0.7186,148.94,3,16,0,15,0,0.0,,3,0.1495,0.1855,0.1218,0.020352830041759026,0.11673656255104475
AB42,north,tracking,4825,20.063,1.9898,412.39,0,16,0,0,0,,,0,0.0,0.1855,0.0,0.013289894332118928,0.24253494989755736
AB42,up,detection,4825,20.063,0.5629,116.66,1,16,0,15,0,0.0,,1,0.0498,0.1855,0.0406,0.020559350422436368,0.28360080359456097
AB42,up,tracking,4825,20.063,1.9078,395.39,0,16,0,0,0,,,0,0.0,0.1855,0.0,0.023959888818171068,0.2186868725719583
AB43,east,detection,6982,19.2498,0.9824,140.71,1,12,0,12,0,0.0,,1,0.0519,0.1583,0.0437,-0.005219116073952895,-0.9547283058588952
AB43,east,tracking,6982,19.2498,2.7063,387.62,0,12,0,4,0,0.0,,0,0.0,0.1583,0.0,-0.018898495858837062,-0.691185532751901
AB43,north,detection,6982,19.2498,1.1911,170.59,0,12,0,12,0,0.0,,0,0.0,0.1583,0.0,-0.03199105955886501,1.0910733011680944
AB43,north,tracking,6982,19.2498,3.024,433.11,0,12,0,4,0,0.0,,0,0.0,0.1583,0.0,-0.0040501396499574745,0.5517066124493688
AB43,up,detection,6982,19.2498,0.9681,138.66,0,12,0,12,0,0.0,,0,0.0,0.1583,0.0,0.06716747142785523,-0.00210333049749057
AB43,up,tracking,6982,19.2498,2.825,404.62,0,12,0,4,0,0.0,,0,0.0,0.1583,0.0,0.015242860691003113,0.9906573268308461
AB44,east,detection,7478,21.0185,1.0379,138.79,1,12,0,12,0,0.0,,1,0.0476,0.134,0.0412,-0.006694289388827437,-0.5273356798928547
AB44,east,tracking,7478,21.0185,3.1711,424.06,0,12,0,3,0,0.0,,0,0.0,0.134,0.0,-0.009368679789315552,-0.4720762295988918
AB44,north,detection,7478,21.0185,1.0964,146.61,0,12,0,12,0,0.0,,0,0.0,0.134,0.0,0.00792803052684638,0.08975248865926207
AB44,north,tracking,7478,21.0185,3.0123,402.82,0,12,0,3,0,0.0,,0,0.0,0.134,0.0,-0.009148834818046772,0.4453736813749946
AB44,up,detection,7478,21.0185,0.9431,126.12,2,12,0,8,0,0.0,,2,0.0952,0.134,0.0824,-0.012375858291702159,0.7801383097622641
AB44,up,tracking,7478,21.0185,2.9055,388.53,0,12,0,3,0,0.0,,0,0.0,0.134,0.0,0.016033553399319722,0.1771283068099348
AB45,east,detection,5909,19.2142,0.8258,139.75,1,8,0,7,0,0.0,,1,0.052,0.1197,0.0458,-0.009984653013638944,0.8242696021326071
AB45,east,tracking,5909,19.2142,2.4021,406.51,0,8,0,3,0,0.0,,0,0.0,0.1197,0.0,-0.006486402283431062,0.7598576432741895
AB45,north,detection,5909,19.2142,0.8425,142.59,2,8,0,7,0,0.0,,2,0.1041,0.1197,0.0916,-0.029458146722874286,1.0669123293194702
AB45,north,tracking,5909,19.2142,2.5343,428.89,0,8,0,3,0,0.0,,0,0.0,0.1197,0.0,-0.02069724131095982,0.8976611145614233
AB45,up,detection,5909,19.2142,0.7083,119.87,1,8,0,8,0,0.0,,1,0.052,0.1197,0.0458,-0.05474861052612061,1.0663410234144068
AB45,up,tracking,5909,19.2142,2.5613,433.46,0,8,0,3,0,0.0,,0,0.0,0.1197,0.0,0.0017265628377691018,-0.009497990582957673
AB46,east,detection,6071,19.384,0.7375,121.47,4,5,0,4,0,0.0,,4,0.2064,0.0847,0.1889,-0.0008029677878644109,0.2756355392064148
AB46,east,tracking,6071,19.384,2.368,390.05,0,5,0,1,0,0.0,,0,0.0,0.0847,0.0,-0.009100696223752959,0.43626091678024204
AB46,north,detection,6071,19.384,0.7046,116.06,5,5,0,4,0,0.0,,5,0.2579,0.0847,0.2361,-0.026951165388053862,1.1065522315640304
AB46,north,tracking,6071,19.384,2.6217,431.85,0,5,0,1,0,0.0,,0,0.0,0.0847,0.0,-0.020269610545502154,0.9749769705866326
AB46,up,detection,6071,19.384,0.9357,154.12,3,5,0,5,0,0.0,,3,0.1548,0.0847,0.1417,-0.01871483897048986,1.2364477285129036
AB46,up,tracking,6071,19.384,2.2936,377.79,0,5,0,1,0,0.0,,0,0.0,0.0847,0.0,-0.004282516324455966,0.9467426558487524
AB48,east,detection,6740,20.8761,0.9045,134.19,2,8,1,8,1,0.125,47.01,1,0.0479,0.1069,0.0856,-0.011297727390350523,-0.7667514992387641
AB48,east,tracking,6740,20.8761,2.9991,444.97,0,8,0,3,0,0.0,,0,0.0,0.1069,0.0,-0.014870388644081987,-0.6918090301294029
AB48,north,detection,6740,20.8761,1.0513,155.98,4,8,1,8,1,0.125,47.01,3,0.1437,0.1069,0.1711,-0.0263843127663801,0.4585329205236179
AB48,north,tracking,6740,20.8761,2.8147,417.61,0,8,0,3,0,0.0,,0,0.0,0.1069,0.0,-0.011313634484915885,0.14087941762932496
AB48,up,detection,6740,20.8761,0.8351,123.9,0,8,0,8,0,0.0,,0,0.0,0.1069,0.0,0.005379320060988982,0.23073670053376588
AB48,up,tracking,6740,20.8761,2.8862,428.22,0,8,0,3,0,0.0,,0,0.0,0.1069,0.0,0.0013579373116272327,0.31382848267468955
AB49,east,detection,6860,20.3067,0.8039,117.19,2,8,1,7,1,0.1429,10.01,1,0.0492,0.0937,0.0893,-0.006399940037257742,0.3924594560624663
AB49,east,tracking,6860,20.3067,3.0032,437.78,0,8,0,2,0,0.0,,0,0.0,0.0937,0.0,-0.012367451728022468,0.5150700809638626
AB49,north,detection,6860,20.3067,0.8012,116.79,2,8,1,7,1,0.1429,10.01,1,0.0492,0.0937,0.0893,-0.03948425236777458,0.9415478069095324
AB49,north,tracking,6860,20.3067,2.8037,408.7,0,8,0,2,0,0.0,,0,0.0,0.0937,0.0,-0.011225777031476532,0.3669066052096835
AB49,up,detection,6860,20.3067,1.0388,151.43,0,8,0,8,0,0.0,,0,0.0,0.0937,0.0,0.06954182742816863,-0.8687318825128995
AB49,up,tracking,6860,20.3067,2.849,415.31,0,8,0,2,0,0.0,,0,0.0,0.0937,0.0,0.00022215717046998322,0.5311901313846896
AB50,east,detection,7484,21.0103,0.8679,115.97,2,12,0,12,0,0.0,,2,0.0952,0.1306,0.0828,0.003135201782224984,-0.9036797550797693
AB50,east,tracking,7484,21.0103,3.048,407.26,0,12,0,5,0,0.0,,0,0.0,0.1306,0.0,-0.011336798427343519,-0.5982494528708483
AB50,north,detection,7484,21.0103,0.891,119.05,4,12,1,12,1,0.0833,53.99,3,0.1428,0.1306,0.1655,-0.03062574274573514,1.047093180346179
AB50,north,tracking,7484,21.0103,2.9985,400.66,0,12,0,5,0,0.0,,0,0.0,0.1306,0.0,-0.011551908555680055,0.6440356089131447
AB50,up,detection,7484,21.0103,0.9266,123.82,9,12,2,9,2,0.2222,35.51,7,0.3332,0.1306,0.3724,0.09098464248543729,-1.0041570548405385
AB50,up,tracking,7484,21.0103,3.0127,402.55,0,12,0,5,0,0.0,,0,0.0,0.1306,0.0,0.010892853600432044,0.6629364202574789
AB51,east,detection,7417,20.8871,0.8694,117.21,4,7,2,7,2,0.2857,25.01,2,0.0958,0.0877,0.1747,-0.012312214303236892,-0.6426722013634764
AB51,east,tracking,7417,20.8871,3.0259,407.97,0,7,0,3,0,0.0,,0,0.0,0.0877,0.0,-0.012287161419475013,-0.6408401450969515
AB51,north,detection,7417,20.8871,1.0749,144.92,2,7,1,6,1,0.1667,11.98,1,0.0479,0.0877,0.0874,-0.02696826188718801,0.8686977117651248
AB51,north,tracking,7417,20.8871,3.2329,435.88,0,7,0,3,0,0.0,,0,0.0,0.0877,0.0,-0.012087361479091415,0.5553675469794989
AB51,up,detection,7417,20.8871,1.0204,137.57,5,7,0,7,0,0.0,,5,0.2394,0.0877,0.2184,0.044431797756461104,0.17313750696439975
AB51,up,tracking,7417,20.8871,3.0365,409.39,0,7,0,3,0,0.0,,0,0.0,0.0877,0.0,0.00956440884890968,0.8926807332236206
AB53,east,detection,3597,10.089,0.4195,116.64,6,5,0,4,0,0.0,,5,0.4956,0.1414,0.5106,-0.01384733657056314,0.5821388604311452
AB53,east,tracking,3597,10.089,1.3115,364.61,0,5,0,0,0,,,0,0.0,0.1414,0.0,-0.020971635410954637,0.6442491590832263
AB53,north,detection,3597,10.089,0.4138,115.04,10,5,1,2,1,0.5,28.02,8,0.7929,0.1414,0.851,-0.041863930611203304,1.128261838033712
AB53,north,tracking,3597,10.089,1.3181,366.43,0,5,0,0,0,,,0,0.0,0.1414,0.0,-0.0071249722197162645,0.795340828591988
AB53,up,detection,3597,10.089,0.4173,116.02,6,5,0,4,0,0.0,,5,0.4956,0.1414,0.5106,0.06933196987610551,-0.42764054485057523
AB53,up,tracking,3597,10.089,1.3671,380.07,0,5,0,0,0,,,0,0.0,0.1414,0.0,0.015451745413360102,0.12466335602858235
ABCC,east,detection,2020,15.9972,0.2329,115.3,1,8,0,8,0,0.0,,1,0.0625,0.1391,0.0538,-0.0008054349751046595,-0.11653173657644846
ABCC,east,tracking,2020,15.9972,0.8468,419.23,0,8,0,0,0,,,0,0.0,0.1391,0.0,-0.0016094311728725073,-0.10768279522932386
ABCC,north,detection,2020,15.9972,0.2809,139.06,0,8,0,8,0,0.0,,0,0.0,0.1391,0.0,0.014875536352556944,0.9726578492207658
ABCC,north,tracking,2020,15.9972,0.6942,343.65,0,8,0,0,0,,,0,0.0,0.1391,0.0,0.015854714602469174,0.9626480532277009
ABCC,up,detection,2020,15.9972,0.2328,115.23,0,8,0,8,0,0.0,,0,0.0,0.1391,0.0,-0.008793657554334066,0.30964832003973997
ABCC,up,tracking,2020,15.9972,0.8044,398.22,0,8,0,0,0,,,0,0.0,0.1391,0.0,-0.025249744596829077,0.507269059344466
ABD0,east,detection,2835,13.859,0.329,116.04,0,11,0,11,0,0.0,,0,0.0,0.1977,0.0,-0.007856821897265383,0.38782502726996454
ABD0,east,tracking,2835,13.859,1.0199,359.74,0,11,0,0,0,,,0,0.0,0.1977,0.0,0.011797592237451915,0.11495862318562936
ABD0,north,detection,2835,13.859,0.3284,115.84,1,11,0,11,0,0.0,,1,0.0722,0.1977,0.0579,0.0012982438491450702,1.1403924072769762
ABD0,north,tracking,2835,13.859,1.1392,401.85,0,11,0,0,0,,,0,0.0,0.1977,0.0,0.015795984646873592,0.9370286530791603
ABD0,up,detection,2835,13.859,0.4153,146.49,0,11,0,11,0,0.0,,0,0.0,0.1977,0.0,0.008987313783111087,-0.841894247918218
ABD0,up,tracking,2835,13.859,1.2028,424.28,0,11,0,0,0,,,0,0.0,0.1977,0.0,-0.0008033000244819736,-0.7041892496215251
ABDZ,east,detection,4634,13.6591,0.54,116.53,0,9,0,9,0,0.0,,0,0.0,0.1868,0.0,0.013376299088013707,0.09383051244711951
ABDZ,east,tracking,4634,13.6591,1.7887,385.98,0,9,0,0,0,,,0,0.0,0.1868,0.0,0.010716265223483356,0.12894865958009846
ABDZ,north,detection,4634,13.6591,0.5443,117.46,0,9,0,9,0,0.0,,0,0.0,0.1868,0.0,0.03627406020678089,0.6576955107811784
ABDZ,north,tracking,4634,13.6591,1.7153,370.15,0,9,0,0,0,,,0,0.0,0.1868,0.0,0.01454591845395658,0.9532999841433805
ABDZ,up,detection,4634,13.6591,0.5504,118.77,0,9,0,9,0,0.0,,0,0.0,0.1868,0.0,-0.050128844449294246,-0.036273528209727
ABDZ,up,tracking,4634,13.6591,1.773,382.61,0,9,0,0,0,,,0,0.0,0.1868,0.0,-0.0014512497211260473,-0.6954579004347589
ABE1,east,detection,4255,13.5578,0.5168,121.46,1,8,0,7,0,0.0,,0,0.0,0.1773,0.0607,0.0013472104179978735,-0.6979600437153481
ABE1,east,tracking,4255,13.5578,1.5828,372.0,0,8,0,0,0,,,0,0.0,0.1773,0.0,0.011526533718362276,-0.8383200864836737
ABE1,north,detection,4255,13.5578,0.4998,117.46,0,8,0,8,0,0.0,,0,0.0,0.1773,0.0,0.004978076120823596,0.4700378240090325
ABE1,north,tracking,4255,13.5578,1.6439,386.36,0,8,0,0,0,,,0,0.0,0.1773,0.0,0.015197460354571963,0.3287085463430854
ABE1,up,detection,4255,13.5578,0.4975,116.93,0,8,0,8,0,0.0,,0,0.0,0.1773,0.0,0.006453568629689098,-0.2981559404405036
ABE1,up,tracking,4255,13.5578,1.7039,400.44,0,8,0,0,0,,,0,0.0,0.1773,0.0,-0.0010424322587929938,-0.19401217187131528
ABEL,east,detection,1693,5.8481,0.2324,137.28,1,7,0,6,0,0.0,,1,0.171,0.2622,0.1262,0.0024270193658556755,0.39611463428743793
ABEL,east,tracking,1693,5.8481,0.5549,327.78,0,7,0,0,0,,,0,0.0,0.2622,0.0,0.01536395275423872,0.32240679201869327
ABEL,north,detection,1693,5.8481,0.1988,117.41,2,7,0,6,0,0.0,,2,0.342,0.2622,0.2523,0.008657623064856899,0.7854472312565182
ABEL,north,tracking,1693,5.8481,0.5507,325.31,0,7,0,0,0,,,0,0.0,0.2622,0.0,0.008293767989514365,0.7895998000235773
ABEL,up,detection,1693,5.8481,0.1972,116.47,1,7,0,6,0,0.0,,1,0.171,0.2622,0.1262,-0.07638765345135358,1.2345515903142836
ABEL,up,tracking,1693,5.8481,0.6346,374.82,0,7,0,0,0,,,0,0.0,0.2622,0.0,0.0017276104922319625,0.8144162405448975
ABG0,east,detection,3218,9.0267,0.3862,120.01,0,4,0,4,0,0.0,,0,0.0,0.1329,0.0,0.003668787544868873,0.08322388858464541
ABG0,east,tracking,3218,9.0267,1.2115,376.49,0,4,0,0,0,,,0,0.0,0.1329,0.0,0.011702548493260315,0.012415787396806786
ABG0,north,detection,3218,9.0267,0.3969,123.35,0,4,0,4,0,0.0,,0,0.0,0.1329,0.0,0.01638135336143531,0.506125337277445
ABG0,north,tracking,3218,9.0267,1.2684,394.14,0,4,0,0,0,,,0,0.0,0.1329,0.0,0.015526888405858707,0.514382057473118
ABG0,up,detection,3218,9.0267,0.43,133.63,0,4,0,4,0,0.0,,0,0.0,0.1329,0.0,-0.026408449172652542,0.6717820252396115
ABG0,up,tracking,3218,9.0267,1.1896,369.68,0,4,0,0,0,,,0,0.0,0.1329,0.0,-0.005544392665668238,0.4859303977198554
ABGS,east,detection,5776,18.5654,0.7275,125.95,4,42,4,36,4,0.1111,34.51,0,0.0,0.3864,0.1322,0.02190999723645532,-0.11393401380799432
ABGS,east,tracking,5776,18.5654,2.4442,423.17,0,42,0,4,0,0.0,,0,0.0,0.3864,0.0,0.024078387274418456,-0.1517668521384615
ABGS,north,detection,5776,18.5654,0.6859,118.76,6,42,5,29,5,0.1724,32.01,1,0.0539,0.3864,0.1983,0.004967210537290611,0.5902795356843937
ABGS,north,tracking,5776,18.5654,2.4573,425.43,0,42,0,4,0,0.0,,0,0.0,0.3864,0.0,0.011486265247005545,0.47262006126051
ABGS,up,detection,5776,18.5654,0.8904,154.16,4,42,1,39,1,0.0256,21.0,3,0.1616,0.3864,0.1322,0.03882453887286427,0.10977558045932874
ABGS,up,tracking,5776,18.5654,2.5496,441.41,1,42,0,0,0,,,1,0.0539,0.3864,0.0331,-0.003584976578248919,0.8879323118838215
ABL1,east,detection,4490,14.8255,0.6109,136.06,1,1,0,1,0,0.0,,1,0.0675,0.0222,0.066,0.007872717394164432,-0.09211740789053083
ABL1,east,tracking,4490,14.8255,1.8963,422.33,0,1,0,0,0,,,0,0.0,0.0222,0.0,-0.013594800342672663,0.22477138108490613
ABL1,north,detection,4490,14.8255,0.5832,129.89,1,1,0,1,0,0.0,,1,0.0675,0.0222,0.066,-0.03918930985927146,5.351480606265736
ABL1,north,tracking,4490,14.8255,1.9624,437.07,0,1,0,0,0,,,0,0.0,0.0222,0.0,-0.003196195702354275,4.818254332401385
ABL1,up,detection,4490,14.8255,0.5396,120.17,3,1,0,1,0,0.0,,3,0.2024,0.0222,0.1979,0.05267311346201806,0.5086256276704328
ABL1,up,tracking,4490,14.8255,1.7004,378.7,0,1,0,0,0,,,0,0.0,0.0222,0.0,-0.00027850646666920093,1.290922192607786
ABMF,east,detection,5904,18.0945,0.684,115.86,0,13,0,13,0,0.0,,0,0.0,0.1869,0.0,0.018234483003523302,-0.6165558201838299
ABMF,east,tracking,5904,18.0945,2.5545,432.68,0,13,0,3,0,0.0,,0,0.0,0.1869,0.0,0.011667486238316838,-0.4999515605103008
ABMF,north,detection,5904,18.0945,0.6853,116.08,0,13,0,13,0,0.0,,0,0.0,0.1869,0.0,0.023563926530081727,0.7891659835904076
ABMF,north,tracking,5904,18.0945,2.4328,412.06,0,13,0,3,0,0.0,,0,0.0,0.1869,0.0,0.01504501730434426,0.9399408355759994
ABMF,up,detection,5904,18.0945,0.7843,132.84,0,13,0,13,0,0.0,,0,0.0,0.1869,0.0,-0.0074089030554007045,-0.4378527286449411
ABMF,up,tracking,5904,18.0945,2.25,381.11,0,13,0,3,0,0.0,,0,0.0,0.1869,0.0,-0.0018250661690301204,-0.5374884414692759
ABPD,east,detection,2089,15.9972,0.2412,115.47,0,9,0,9,0,0.0,,0,0.0,0.1391,0.0,-0.0004267343209482491,0.6223381620717071
ABPD,east,tracking,2089,15.9972,0.8393,401.77,0,9,0,0,0,,,0,0.0,0.1391,0.0,0.00010146187904204454,0.6141424496335371
ABPD,north,detection,2089,15.9972,0.3318,158.83,0,9,0,9,0,0.0,,0,0.0,0.1391,0.0,0.014823993790032502,0.16057366247446422
ABPD,north,tracking,2089,15.9972,0.738,353.27,0,9,0,0,0,,,0,0.0,0.1391,0.0,0.013987501153387693,0.17605838641180438
ABPD,up,detection,2089,15.9972,0.2906,139.11,0,9,0,9,0,0.0,,0,0.0,0.1391,0.0,-0.001477355226129449,0.40068361131318897
ABPD,up,tracking,2089,15.9972,0.9147,437.85,0,9,0,0,0,,,0,0.0,0.1391,0.0,-0.010289041580045885,0.49804717534554516
ABPW,east,detection,1873,12.7282,0.2152,114.89,0,5,0,5,0,0.0,,0,0.0,0.1233,0.0,-0.03474588403353102,0.4689633365133486
ABPW,east,tracking,1873,12.7282,0.6557,350.09,0,5,0,0,0,,,0,0.0,0.1233,0.0,0.00032507153130086096,0.02510613151781333
ABPW,north,detection,1873,12.7282,0.2185,116.66,0,5,0,5,0,0.0,,0,0.0,0.1233,0.0,-0.01418771619313396,0.6846597269555269
ABPW,north,tracking,1873,12.7282,0.627,334.73,0,5,0,0,0,,,0,0.0,0.1233,0.0,0.014576599647727199,0.3182521996930646
ABPW,up,detection,1873,12.7282,0.2507,133.84,0,5,0,5,0,0.0,,0,0.0,0.1233,0.0,0.08097478758379732,-0.9306243923947541
ABPW,up,tracking,1873,12.7282,0.6384,340.83,0,5,0,0,0,,,0,0.0,0.1233,0.0,-0.0003926233328910657,0.10059123653743261
ABRA,east,detection,2834,12.4325,0.4155,146.63,0,23,0,20,0,0.0,,0,0.0,0.4387,0.0,0.020216039210273356,0.31017541698662543
ABRA,east,tracking,2834,12.4325,1.1132,392.8,0,23,0,0,0,,,0,0.0,0.4387,0.0,0.009466357077455575,0.44466995631632583
ABRA,north,detection,2834,12.4325,0.3317,117.04,0,23,0,20,0,0.0,,0,0.0,0.4387,0.0,0.02876891417596474,-0.29311876639456513
ABRA,north,tracking,2834,12.4325,1.0015,353.38,0,23,0,0,0,,,0,0.0,0.4387,0.0,0.012570228755232294,-0.09120651587375371
ABRA,up,detection,2834,12.4325,0.3558,125.56,1,23,0,18,0,0.0,,1,0.0804,0.4387,0.0451,0.03686129238718398,-0.3503519693277128
ABRA,up,tracking,2834,12.4325,1.0947,386.29,0,23,0,0,0,,,0,0.0,0.4387,0.0,0.0002446947888277839,0.10564590123965317
ABRH,east,detection,4821,13.5825,0.5557,115.26,1,1,0,1,0,0.0,,1,0.0736,0.0242,0.0718,-0.034234755270104784,0.1376318936951864
ABRH,east,tracking,4821,13.5825,2.1061,436.87,0,1,0,0,0,,,0,0.0,0.0242,0.0,-0.016096511237692165,-0.10979677360211777
ABRH,north,detection,4821,13.5825,0.5834,121.01,3,1,1,1,1,1.0,8.0,2,0.1472,0.0242,0.2155,-0.013226939598203664,0.5933386748402577
ABRH,north,tracking,4821,13.5825,1.9101,396.2,0,1,0,0,0,,,0,0.0,0.0242,0.0,-0.009427824971969376,0.5450953710973939
ABRH,up,detection,4821,13.5825,0.6258,129.81,2,1,0,1,0,0.0,,2,0.1472,0.0242,0.1437,0.021098227779070507,0.5993908966144164
ABRH,up,tracking,4821,13.5825,1.8147,376.41,0,1,0,0,0,,,0,0.0,0.0242,0.0,-0.004024181249612746,0.9338302303397563
ABRK,east,detection,1292,5.9795,0.1541,119.27,1,1,0,0,0,,,1,0.1672,0.0549,0.158,0.023147806736293724,0.820511925458082
ABRK,east,tracking,1292,5.9795,0.4118,318.76,0,1,0,0,0,,,0,0.0,0.0549,0.0,0.02712022715966515,0.7969583022829462
ABRK,north,detection,1292,5.9795,0.1567,121.31,0,1,0,1,0,0.0,,0,0.0,0.0549,0.0,0.019704836902706965,0.9435996855539863
ABRK,north,tracking,1292,5.9795,0.4211,325.94,0,1,0,0,0,,,0,0.0,0.0549,0.0,0.022671235880624554,0.9257470124092014
ABRK,up,detection,1292,5.9795,0.1485,114.93,0,1,0,1,0,0.0,,0,0.0,0.0549,0.0,0.030273121980100934,0.09736715465264109
ABRK,up,tracking,1292,5.9795,0.4357,337.22,0,1,0,0,0,,,0,0.0,0.0549,0.0,-0.006567831107344097,0.32046895397234326
AC02,east,detection,7340,20.8679,0.9719,132.41,1,18,1,18,1,0.0556,10.01,0,0.0,0.2278,0.037,-0.008835509016524582,0.5635409839082915
AC02,east,tracking,7340,20.8679,3.1779,432.96,1,18,0,0,0,,,1,0.0479,0.2278,0.037,-0.020498693554720695,0.80848411095031
AC02,north,detection,7340,20.8679,0.8665,118.05,3,18,3,16,3,0.1875,10.01,0,0.0,0.2278,0.111,0.0019303178114392775,0.06537836198969381
AC02,north,tracking,7340,20.8679,3.0994,422.26,0,18,0,10,0,0.0,,0,0.0,0.2278,0.0,-0.004091824726844944,0.18715840603219686
AC02,up,detection,7340,20.8679,0.8976,122.29,0,18,0,18,0,0.0,,0,0.0,0.2278,0.0,0.0339130616927026,0.18440175471333203
AC02,up,tracking,7340,20.8679,3.7219,507.06,0,18,0,10,0,0.0,,0,0.0,0.2278,0.0,0.000696885481777667,0.8738348716870049
AC03,east,detection,6820,18.7269,0.7865,115.32,1,18,1,17,1,0.0588,21.01,0,0.0,0.2775,0.0386,4.75774062504433e-05,0.6015023648489275
AC03,east,tracking,6820,18.7269,2.6115,382.92,0,18,0,2,0,0.0,,0,0.0,0.2775,0.0,-0.007041519871878429,0.7362900149218583
AC03,north,detection,6820,18.7269,0.8007,117.4,1,18,0,18,0,0.0,,1,0.0534,0.2775,0.0386,-0.02051115748349195,0.425587187542425
AC03,north,tracking,6820,18.7269,2.8327,415.36,0,18,0,2,0,0.0,,0,0.0,0.2775,0.0,-0.02585909575627796,0.5204240722125997
AC03,up,detection,6820,18.7269,0.8632,126.56,4,18,0,16,0,0.0,,3,0.1602,0.2775,0.1543,0.049851954842984325,-0.14837980367388334
AC03,up,tracking,6820,18.7269,2.9966,439.39,0,18,0,2,0,0.0,,0,0.0,0.2775,0.0,0.007100780359628075,0.644803631978108
AC06,east,detection,7437,20.9446,0.9387,126.23,3,16,0,14,0,0.0,,3,0.1432,0.2312,0.1101,-0.0034614173063936154,0.4452585985170726
AC06,east,tracking,7437,20.9446,3.2443,436.24,0,16,0,7,0,0.0,,0,0.0,0.2312,0.0,-0.011778995617340754,0.6219066318235325
AC06,north,detection,7437,20.9446,1.2331,165.81,1,16,0,16,0,0.0,,1,0.0477,0.2312,0.0367,-0.03233827257553468,0.9780767794481251
AC06,north,tracking,7437,20.9446,3.1527,423.93,0,16,0,7,0,0.0,,0,0.0,0.2312,0.0,-0.016636894716992156,0.6454308521849415
