station,component,config,n_updates,station_years,seconds,us_per_update,n_flags,n_steps,n_detected,n_reachable,n_detected_reachable,recall_reachable,median_delay_days,n_false_alarms,false_alarms_per_year,event_window_share,chance_false_alarms_per_year,v,c
AC06,up,detection,7437,20.9446,1.2109,162.81,0,16,0,16,0,0.0,,0,0.0,0.2312,0.0,0.041808633521081356,-0.2738091016757397
AC06,up,tracking,7437,20.9446,3.1487,423.38,0,16,0,7,0,0.0,,0,0.0,0.2312,0.0,0.0071516940225636256,0.44650112669020253
AC07,east,detection,6954,19.0774,0.8441,121.39,3,9,0,9,0,0.0,,3,0.1573,0.1207,0.1383,0.010031868800235936,0.3635104497641429
AC07,east,tracking,6954,19.0774,2.6436,380.15,0,9,0,4,0,0.0,,0,0.0,0.1207,0.0,-0.00032802037245218806,0.5653055634191494
AC07,north,detection,6954,19.0774,0.8146,117.14,2,9,1,9,1,0.1111,33.02,1,0.0524,0.1207,0.0922,-0.026449213822207347,0.15684658667788992
AC07,north,tracking,6954,19.0774,2.9088,418.3,0,9,0,4,0,0.0,,0,0.0,0.1207,0.0,-0.02234671599337929,0.07729107498684193
AC07,up,detection,6954,19.0774,0.8231,118.37,2,9,0,9,0,0.0,,2,0.1048,0.1207,0.0922,-0.015994507390985298,0.6269663433054123
AC07,up,tracking,6954,19.0774,2.885,414.87,0,9,0,4,0,0.0,,0,0.0,0.1207,0.0,-0.0011106923042271267,0.33873778512717284
AC08,east,detection,6719,18.8912,0.7801,116.11,14,18,2,12,0,0.0,15.5,11,0.5823,0.2707,0.5405,0.018904228468931784,-0.9538188849043099
AC08,east,tracking,6719,18.8912,2.6234,390.45,0,18,0,4,0,0.0,,0,0.0,0.2707,0.0,-0.00668738812857189,-0.4709849155398181
AC08,north,detection,6719,18.8912,0.7824,116.45,8,18,0,16,0,0.0,,7,0.3705,0.2707,0.3088,-0.002000687650726164,-0.3422644965123109
AC08,north,tracking,6719,18.8912,2.8988,431.43,0,18,0,4,0,0.0,,0,0.0,0.2707,0.0,-0.0237368702139746,0.06348363691020767
AC08,up,detection,6719,18.8912,0.9471,140.96,8,18,0,16,0,0.0,,8,0.4235,0.2707,0.3088,0.05719202064838691,-0.7688319251133351
AC08,up,tracking,6719,18.8912,2.5702,382.52,0,18,0,4,0,0.0,,0,0.0,0.2707,0.0,0.005068149342312216,0.2087630905052032
AC09,east,detection,6795,18.9897,0.8136,119.73,3,13,1,10,1,0.1,34.99,1,0.0527,0.2168,0.1237,0.015886659403494242,-1.7563855446123717
AC09,east,tracking,6795,18.9897,2.7704,407.71,0,13,0,3,0,0.0,,0,0.0,0.2168,0.0,-0.027012348314918944,-0.9439175871587328
AC09,north,detection,6795,18.9897,0.9073,133.52,7,13,2,10,2,0.2,22.49,4,0.2106,0.2168,0.2887,-0.00305443613154422,0.9951086825594627
AC09,north,tracking,6795,18.9897,2.7583,405.93,0,13,0,3,0,0.0,,0,0.0,0.2168,0.0,0.01457713241483674,0.6577948386470945
AC09,up,detection,6795,18.9897,0.8035,118.25,2,13,0,13,0,0.0,,2,0.1053,0.2168,0.0825,0.05312239782256139,-0.06328989695154517
AC09,up,tracking,6795,18.9897,2.7013,397.54,0,13,0,3,0,0.0,,0,0.0,0.2168,0.0,0.003263549106269593,0.8786989476757167
AC10,east,detection,4795,17.9931,0.6132,127.89,2,17,1,16,1,0.0625,1.0,1,0.0556,0.229,0.0857,0.016237138308065988,-0.10941932421723292
AC10,east,tracking,4795,17.9931,2.0726,432.23,0,17,0,0,0,,,0,0.0,0.229,0.0,-0.009808965230160642,0.36040346499652126
AC10,north,detection,4795,17.9931,0.5712,119.12,0,17,0,17,0,0.0,,0,0.0,0.229,0.0,-0.023764914697575742,0.5580142150544682
AC10,north,tracking,4795,17.9931,1.8427,384.3,0,17,0,0,0,,,0,0.0,0.229,0.0,-0.022865085237056035,0.5393134658941844
AC10,up,detection,4795,17.9931,0.7232,150.81,0,17,0,17,0,0.0,,0,0.0,0.229,0.0,-0.02090527313639573,0.9111172153233703
AC10,up,tracking,4795,17.9931,2.0088,418.93,0,17,0,0,0,,,0,0.0,0.229,0.0,0.0036438729543334177,0.46987550905336894
AC11,east,detection,7679,21.0869,1.0067,131.09,3,15,2,14,2,0.1429,5.5,1,0.0474,0.1646,0.1188,-0.013672164280045375,-0.15740095561504314
AC11,east,tracking,7679,21.0869,3.1244,406.88,1,15,0,0,0,,,1,0.0474,0.1646,0.0396,-0.020770797285561228,-0.00690350467374502
AC11,north,detection,7679,21.0869,0.9303,121.15,1,15,1,15,1,0.0667,32.0,0,0.0,0.1646,0.0396,-0.00408224645999446,-0.031100440518749474
AC11,north,tracking,7679,21.0869,3.2304,420.68,0,15,0,6,0,0.0,,0,0.0,0.1646,0.0,-0.002958817808603323,-0.05956464848210699
AC11,up,detection,7679,21.0869,0.8941,116.43,3,15,0,12,0,0.0,,3,0.1423,0.1646,0.1188,-2.3410205077347215e-06,0.9643177602355103
AC11,up,tracking,7679,21.0869,3.0679,399.52,0,15,0,6,0,0.0,,0,0.0,0.1646,0.0,0.0020754405495210923,0.9193520855908397
AC12,east,detection,5844,17.6181,0.7431,127.15,2,42,2,34,2,0.0588,29.01,0,0.0,0.2839,0.0813,-0.015165958683579788,0.9309050829534866
AC12,east,tracking,5844,17.6181,2.2524,385.41,0,42,0,5,0,0.0,,0,0.0,0.2839,0.0,-0.012510488497309584,0.8957516719052768
AC12,north,detection,5844,17.6181,0.7234,123.78,4,42,3,33,3,0.0909,29.01,0,0.0,0.2839,0.1626,-0.00823092300523538,0.07067557931453544
AC12,north,tracking,5844,17.6181,2.5428,435.12,0,42,0,5,0,0.0,,0,0.0,0.2839,0.0,-0.03199754556638316,0.511267344606787
AC12,up,detection,5844,17.6181,0.6884,117.8,3,42,2,33,2,0.0606,29.01,1,0.0568,0.2839,0.1219,0.00335529631506573,0.484306442400605
AC12,up,tracking,5844,17.6181,2.2957,392.84,0,42,0,5,0,0.0,,0,0.0,0.2839,0.0,-0.016363283078020208,0.8444810881494788
AC13,east,detection,6221,17.9275,0.8517,136.9,5,17,3,15,3,0.2,36.01,2,0.1116,0.2024,0.2225,-0.0019020722974166326,-0.051487330789070196
AC13,east,tracking,6221,17.9275,2.4688,396.85,1,17,0,0,0,,,1,0.0558,0.2024,0.0445,-0.014941472479225363,0.1841160523771919
AC13,north,detection,6221,17.9275,0.8149,130.99,2,17,2,15,2,0.1333,35.52,0,0.0,0.2024,0.089,-0.007511043636125393,0.8406244501468395
AC13,north,tracking,6221,17.9275,2.8766,462.4,1,17,0,0,0,,,1,0.0558,0.2024,0.0445,-0.007218859708660279,0.8303610287366988
AC13,up,detection,6221,17.9275,0.9244,148.6,2,17,1,15,1,0.0667,34.02,1,0.0558,0.2024,0.089,-0.0035754515648442797,0.7848866006398738
AC13,up,tracking,6221,17.9275,2.4161,388.38,1,17,0,0,0,,,1,0.0558,0.2024,0.0445,-0.010503624645108936,0.9070158140205561
AC14,east,detection,5587,19.0363,0.7672,137.32,8,13,3,11,3,0.2727,40.0,4,0.2101,0.1766,0.346,-0.012736478495388658,0.5872673917504042
AC14,east,tracking,5587,19.0363,2.2423,401.35,0,13,0,2,0,0.0,,0,0.0,0.1766,0.0,-0.026166128410946968,0.8412479894791134
AC14,north,detection,5587,19.0363,0.7911,141.59,12,13,3,9,2,0.2222,31.02,8,0.4202,0.1766,0.519,0.008678384354077322,0.7376949513393131
AC14,north,tracking,5587,19.0363,2.1312,381.45,0,13,0,2,0,0.0,,0,0.0,0.1766,0.0,0.019493505230846194,0.5315085506866256
AC14,up,detection,5587,19.0363,1.0595,189.64,9,13,1,11,1,0.0909,5.99,8,0.4202,0.1766,0.3893,0.03952640958681246,0.01678228846230613
AC14,up,tracking,5587,19.0363,2.4926,446.15,1,13,0,0,0,,,1,0.0525,0.1766,0.0433,-0.005239355830209861,0.8580449164001387
AC15,east,detection,7481,20.8542,1.0003,133.71,8,16,2,16,2,0.125,29.0,6,0.2877,0.2087,0.3035,-0.019438677984970794,-0.009571609754161905
AC15,east,tracking,7481,20.8542,3.6218,484.13,0,16,0,7,0,0.0,,0,0.0,0.2087,0.0,-0.015830550947778663,-0.0808053646545553
AC15,north,detection,7481,20.8542,0.8781,117.38,2,16,0,16,0,0.0,,2,0.0959,0.2087,0.0759,-0.01038159823205205,0.3113661988921753
AC15,north,tracking,7481,20.8542,3.431,458.63,1,16,0,0,0,,,1,0.048,0.2087,0.0379,-0.0023939491289323685,0.14292901345283487
AC15,up,detection,7481,20.8542,0.8776,117.3,2,16,1,16,1,0.0625,21.01,1,0.048,0.2087,0.0759,0.005989551430583079,0.46988683444930585
AC15,up,tracking,7481,20.8542,3.0225,404.02,0,16,0,7,0,0.0,,0,0.0,0.2087,0.0,0.007678570402551271,0.4312073545316039
AC16,east,detection,6563,18.9596,0.8821,134.4,10,13,1,11,1,0.0909,5.01,9,0.4747,0.2208,0.411,-0.020435497336466,0.5106702378154527
AC16,east,tracking,6563,18.9596,2.729,415.82,0,13,0,4,0,0.0,,0,0.0,0.2208,0.0,-0.030590873940687636,0.7024104364528032
AC16,north,detection,6563,18.9596,0.936,142.62,7,13,0,11,0,0.0,,7,0.3692,0.2208,0.2877,0.04503630685978013,-0.05706094039195375
AC16,north,tracking,6563,18.9596,2.8708,437.42,1,13,0,2,0,0.0,,1,0.0527,0.2208,0.0411,0.029999776499598806,0.2308798988603145
AC16,up,detection,6563,18.9596,1.0156,154.75,11,13,1,10,1,0.1,2.01,10,0.5274,0.2208,0.4521,0.049347563633592426,-0.8594140265090753
AC16,up,tracking,6563,18.9596,3.1526,480.36,0,13,0,4,0,0.0,,0,0.0,0.2208,0.0,-0.02586762794707467,0.5465848955666697
AC17,east,detection,7140,19.9699,0.9417,131.9,12,19,2,12,2,0.1667,29.0,5,0.2504,0.2675,0.4402,0.010606121614006113,-0.6209652020610442
AC17,east,tracking,7140,19.9699,3.0998,434.14,0,19,0,5,0,0.0,,0,0.0,0.2675,0.0,-0.0037826584176351274,-0.3321598135282551
AC17,north,detection,7140,19.9699,0.9587,134.27,5,19,0,15,0,0.0,,4,0.2003,0.2675,0.1834,-0.032958173014406705,0.6058579714942252
AC17,north,tracking,7140,19.9699,2.8148,394.23,0,19,0,5,0,0.0,,0,0.0,0.2675,0.0,-0.027328446613804836,0.4906621017481409
AC17,up,detection,7140,19.9699,0.894,125.21,5,19,0,16,0,0.0,,3,0.1502,0.2675,0.1834,0.043990380811800435,-0.1180912280845809
AC17,up,tracking,7140,19.9699,2.938,411.49,0,19,0,5,0,0.0,,0,0.0,0.2675,0.0,0.005096955213471242,0.6520027317936893
AC18,east,detection,6418,18.2724,0.756,117.8,1,18,1,18,1,0.0556,0.99,0,0.0,0.2872,0.039,-0.004391363380687079,-1.001871127787053
AC18,east,tracking,6418,18.2724,2.4493,381.63,0,18,0,2,0,0.0,,0,0.0,0.2872,0.0,-0.008647010764138263,-0.9225380821324947
AC18,north,detection,6418,18.2724,0.7559,117.78,1,18,1,18,1,0.0556,41.02,0,0.0,0.2872,0.039,-0.014456255219518318,0.08980883968853587
AC18,north,tracking,6418,18.2724,2.504,390.15,0,18,0,2,0,0.0,,0,0.0,0.2872,0.0,-0.023166123012169106,0.24401215931843376
AC18,up,detection,6418,18.2724,0.7687,119.77,0,18,0,18,0,0.0,,0,0.0,0.2872,0.0,0.011001381203022633,0.6474864700449108
AC18,up,tracking,6418,18.2724,2.4495,381.67,0,18,0,2,0,0.0,,0,0.0,0.2872,0.0,0.005950580210274129,0.7373695491614685
AC19,east,detection,5959,18.1629,0.6869,115.27,1,14,0,14,0,0.0,,1,0.0551,0.2055,0.0437,-0.001135401647300146,-0.7800386498173622
AC19,east,tracking,5959,18.1629,2.4511,411.33,0,14,0,5,0,0.0,,0,0.0,0.2055,0.0,-0.006790829956328842,-0.6754392608161279
AC19,north,detection,5959,18.1629,0.7021,117.82,4,14,1,14,1,0.0714,18.01,3,0.1652,0.2055,0.175,-0.02566390519759621,0.20385638142461146
AC19,north,tracking,5959,18.1629,2.577,432.46,1,14,0,0,0,,,1,0.0551,0.2055,0.0437,-0.023029017202146985,0.15503858048422833
AC19,up,detection,5959,18.1629,0.7,117.47,0,14,0,14,0,0.0,,0,0.0,0.2055,0.0,-0.00046963708547093867,0.5649111954755851
AC19,up,tracking,5959,18.1629,2.4622,413.2,0,14,0,5,0,0.0,,0,0.0,0.2055,0.0,-4.6746140305682446e-05,0.554432977925239
AC20,east,detection,7270,21.1006,0.8929,122.82,4,17,1,17,1,0.0588,16.01,3,0.1422,0.1985,0.1519,-0.0161422185799921,0.6170829398109443
AC20,east,tracking,7270,21.1006,2.9518,406.03,1,17,0,0,0,,,1,0.0474,0.1985,0.038,-0.019640193684071938,0.6920885624775692
AC20,north,detection,7270,21.1006,0.9638,132.58,3,17,0,17,0,0.0,,3,0.1422,0.1985,0.114,-0.021044749616220253,0.5873322790946219
AC20,north,tracking,7270,21.1006,3.3156,456.07,0,17,0,7,0,0.0,,0,0.0,0.1985,0.0,-0.0020512546526923483,0.18513737778893213
AC20,up,detection,7270,21.1006,0.854,117.46,7,17,0,14,0,0.0,,6,0.2844,0.1985,0.2659,0.05261095365276649,-0.3091202115267688
AC20,up,tracking,7270,21.1006,2.8868,397.09,0,17,0,7,0,0.0,,0,0.0,0.1985,0.0,0.003027639861626312,0.7316681795071628
AC21,east,detection,7163,20.0274,0.8714,121.66,3,26,2,21,2,0.0952,0.01,1,0.0499,0.2271,0.1158,0.006979178146936674,-0.17335911666124895
AC21,east,tracking,7163,20.0274,3.066,428.03,1,26,0,0,0,,,0,0.0,0.2271,0.0386,-0.009573854247693579,0.15941980989518842
AC21,north,detection,7163,20.0274,0.9864,137.7,4,26,2,19,2,0.1053,0.01,1,0.0499,0.2271,0.1544,-0.03025184365325995,-0.17595809131149467
AC21,north,tracking,7163,20.0274,3.146,439.2,1,26,0,13,0,0.0,,0,0.0,0.2271,0.0386,-0.03209068125840174,-0.14419787624395364
AC21,up,detection,7163,20.0274,0.854,119.23,3,26,1,24,1,0.0417,0.01,2,0.0999,0.2271,0.1158,-0.015592120300201729,1.1660914686824342
AC21,up,tracking,7163,20.0274,3.1813,444.13,1,26,0,13,0,0.0,,0,0.0,0.2271,0.0386,0.00549058404818121,0.7438461075830705
AC23,east,detection,6968,19.1841,0.819,117.53,7,17,2,14,2,0.1429,25.5,5,0.2606,0.2485,0.2742,-0.0043232410631990365,0.3653839922486753
AC23,east,tracking,6968,19.1841,3.0508,437.83,0,17,0,6,0,0.0,,0,0.0,0.2485,0.0,-0.011547779793555743,0.5050893802991049
AC23,north,detection,6968,19.1841,1.0736,154.07,4,17,1,17,1,0.0588,57.99,3,0.1564,0.2485,0.1567,-0.02616142477565889,1.064150240369357
AC23,north,tracking,6968,19.1841,2.8046,402.49,0,17,0,6,0,0.0,,0,0.0,0.2485,0.0,-0.021267438268596547,0.9672519074236529
AC23,up,detection,6968,19.1841,0.9831,141.09,8,17,1,15,1,0.0667,30.0,6,0.3128,0.2485,0.3134,0.02740592459733104,0.4025336131317336
AC23,up,tracking,6968,19.1841,2.9286,420.29,0,17,0,6,0,0.0,,0,0.0,0.2485,0.0,0.008549379623242174,0.7648271041026989
AC24,east,detection,7202,20.1451,0.8434,117.11,4,18,2,13,1,0.0769,17.01,2,0.0993,0.2036,0.1581,0.0025093121401980464,0.24422101252801817
AC24,east,tracking,7202,20.1451,2.7948,388.05,1,18,0,0,0,,,0,0.0,0.2036,0.0395,-0.007649421164505486,0.44995434435242126
AC24,north,detection,7202,20.1451,0.8369,116.2,4,18,1,17,1,0.0588,6.01,3,0.1489,0.2036,0.1581,-0.030075948530834475,0.8697066109039902
AC24,north,tracking,7202,20.1451,2.8445,394.96,1,18,0,0,0,,,0,0.0,0.2036,0.0395,-0.025129178686506826,0.7671408886010442
AC24,up,detection,7202,20.1451,0.9431,130.94,0,18,0,18,0,0.0,,0,0.0,0.2036,0.0,-0.008965972708467737,0.5617281312659435
AC24,up,tracking,7202,20.1451,2.8746,399.14,0,18,0,10,0,0.0,,0,0.0,0.2036,0.0,0.0007956197452692071,0.36418652250676004
AC25,east,detection,7157,21.0021,0.8468,118.32,9,32,1,26,1,0.0385,3.0,7,0.3333,0.2835,0.307,0.013349559469334577,-0.6350449620706508
AC25,east,tracking,7157,21.0021,3.0856,431.12,1,32,1,0,0,,43.0,0,0.0,0.2835,0.0341,-0.009145061599145085,-0.16254174822073034
AC25,north,detection,7157,21.0021,0.9249,129.23,9,32,2,26,2,0.0769,18.5,6,0.2857,0.2835,0.307,-0.02656615366833905,0.7518801446944419
AC25,north,tracking,7157,21.0021,2.8754,401.76,1,32,1,0,0,,43.0,0,0.0,0.2835,0.0341,-0.023610845737164515,0.6874349799410903
AC25,up,detection,7157,21.0021,0.8814,123.15,8,32,1,29,1,0.0345,34.0,7,0.3333,0.2835,0.2729,0.015484980471008204,-0.04685421157252599
AC25,up,tracking,7157,21.0021,3.294,460.25,0,32,0,10,0,0.0,,0,0.0,0.2835,0.0,0.00030654818910263125,0.26976561081849487
AC26,east,detection,6628,18.2505,0.7827,118.09,1,18,1,18,1,0.0556,26.01,0,0.0,0.2336,0.042,-0.0081564011225695,0.7503766021735492
AC26,east,tracking,6628,18.2505,2.6174,394.89,0,18,0,3,0,0.0,,0,0.0,0.2336,0.0,-0.009144283925600231,0.7698916581148879
AC26,north,detection,6628,18.2505,0.8297,125.18,3,18,2,17,2,0.1176,24.5,1,0.0548,0.2336,0.126,-0.02490714365518832,0.8673057218463391
AC26,north,tracking,6628,18.2505,2.7676,417.56,0,18,0,3,0,0.0,,0,0.0,0.2336,0.0,-0.019680203400573422,0.7686910179223649
AC26,up,detection,6628,18.2505,0.9505,143.41,0,18,0,18,0,0.0,,0,0.0,0.2336,0.0,0.01599507245243037,-0.0809334033549968
AC26,up,tracking,6628,18.2505,2.8462,429.43,0,18,0,3,0,0.0,,0,0.0,0.2336,0.0,0.0027568456049626576,0.1569144608741275
AC27,east,detection,7829,21.9302,0.9755,124.6,14,19,2,15,2,0.1333,28.99,11,0.5016,0.2343,0.4888,-0.006627677446049024,0.8167714785044061
AC27,east,tracking,7829,21.9302,3.4571,441.58,1,19,0,0,0,,,0,0.0,0.2343,0.0349,-0.005930521880089132,0.8048783152042043
AC27,north,detection,7829,21.9302,0.9742,124.44,8,19,2,16,2,0.125,28.99,5,0.228,0.2343,0.2793,-0.009332244376088957,0.3925887599502264
AC27,north,tracking,7829,21.9302,3.0498,389.56,0,19,0,10,0,0.0,,0,0.0,0.2343,0.0,-0.026178558735127866,0.758390971640425
AC27,up,detection,7829,21.9302,0.9047,115.55,5,19,0,16,0,0.0,,4,0.1824,0.2343,0.1746,0.024521710374933465,0.02832748601909535
AC27,up,tracking,7829,21.9302,3.1369,400.68,0,19,0,10,0,0.0,,0,0.0,0.2343,0.0,0.002523593884432895,0.5049619415128537
AC28,east,detection,6417,17.6208,0.7768,121.05,3,42,1,33,1,0.0303,16.0,2,0.1135,0.2806,0.1225,-0.002494438414543129,-0.8040511776867453
AC28,east,tracking,6417,17.6208,3.1455,490.18,1,42,0,0,0,,,1,0.0568,0.2806,0.0408,-0.012199359584196774,-0.6318810714094998
AC28,north,detection,6417,17.6208,0.7615,118.67,2,42,2,33,2,0.0606,16.01,0,0.0,0.2806,0.0817,-0.024708740867211924,0.04700404880549977
AC28,north,tracking,6417,17.6208,2.6141,407.37,1,42,0,0,0,,,1,0.0568,0.2806,0.0408,-0.03387305941305354,0.22090475794406322
AC28,up,detection,6417,17.6208,0.754,117.5,1,42,1,33,1,0.0303,16.0,0,0.0,0.2806,0.0408,0.00017636212199128882,0.008143128144821522
AC28,up,tracking,6417,17.6208,2.4557,382.68,1,42,0,0,0,,,1,0.0568,0.2806,0.0408,0.0031418069133864516,-0.0382356091148384
AC29,east,detection,3866,12.011,0.4573,118.29,2,8,1,7,1,0.1429,24.98,1,0.0833,0.2118,0.1313,-0.016673267830703668,-1.0861165460332662
AC29,east,tracking,3866,12.011,1.5313,396.09,0,8,0,0,0,,,0,0.0,0.2118,0.0,-0.025661342126121808,-0.9759302297223659
AC29,north,detection,3866,12.011,0.4598,118.93,2,8,1,8,1,0.125,24.98,1,0.0833,0.2118,0.1313,0.0071431047768717604,0.7396480680997183
AC29,north,tracking,3866,12.011,1.5052,389.35,0,8,0,0,0,,,0,0.0,0.2118,0.0,0.01880159770107287,0.5956437655561815
AC29,up,detection,3866,12.011,0.4808,124.38,0,8,0,8,0,0.0,,0,0.0,0.2118,0.0,0.029575380752737815,0.2742670237864343
AC29,up,tracking,3866,12.011,1.5086,390.23,0,8,0,0,0,,,0,0.0,0.2118,0.0,0.006379735719392641,0.5513341588502222
AC31,east,detection,7228,20.0904,0.8998,124.49,11,8,2,8,2,0.25,41.0,9,0.448,0.1145,0.4848,0.011435424546282132,-1.02844610646099
AC31,east,tracking,7228,20.0904,2.9004,401.28,1,8,0,0,0,,,0,0.0,0.1145,0.0441,-0.00443002337324268,-0.7111539205232896
AC31,north,detection,7228,20.0904,1.1586,160.29,5,8,1,8,1,0.125,42.0,4,0.1991,0.1145,0.2204,-0.03185279779290713,0.3088998251411814
AC31,north,tracking,7228,20.0904,3.292,455.45,1,8,0,2,0,0.0,,1,0.0498,0.1145,0.0441,-0.023941118685209123,0.15094585247311101
AC31,up,detection,7228,20.0904,0.9421,130.34,2,8,0,8,0,0.0,,2,0.0996,0.1145,0.0882,-0.02096917679653928,0.7624110548224263
AC31,up,tracking,7228,20.0904,2.9883,413.43,0,8,0,5,0,0.0,,0,0.0,0.1145,0.0,-0.0016926433200390879,0.3741659226493634
AC32,east,detection,6817,19.781,0.8128,119.23,12,20,1,16,1,0.0625,16.99,11,0.5561,0.262,0.4477,-0.018127222520406966,-0.5393550556373801
AC32,east,tracking,6817,19.781,2.8615,419.76,1,20,1,0,0,,5.02,0,0.0,0.262,0.0373,-0.012435247326213757,-0.6525547574201396
AC32,north,detection,6817,19.781,0.932,136.71,9,20,1,17,1,0.0588,56.99,8,0.4044,0.262,0.3358,-0.022836813521780984,0.9162959992672277
AC32,north,tracking,6817,19.781,2.6255,385.14,0,20,0,4,0,0.0,,0,0.0,0.262,0.0,-0.020517103689931673,0.8681372506471045
AC32,up,detection,6817,19.781,0.8887,130.37,4,20,1,17,1,0.0588,30.0,3,0.1517,0.262,0.1492,0.10093419224908041,-1.1935132358233451
AC32,up,tracking,6817,19.781,2.9856,437.97,0,20,0,4,0,0.0,,0,0.0,0.262,0.0,-0.0013775209148638632,0.8195739491963588
AC33,east,detection,5585,18.9158,0.6626,118.65,9,11,0,7,0,0.0,,8,0.4229,0.1756,0.3923,-0.015577352007283734,0.8664696339215116
AC33,east,tracking,5585,18.9158,2.1547,385.8,0,11,0,3,0,0.0,,0,0.0,0.1756,0.0,-0.017087340947656314,0.8946437232168214
AC33,north,detection,5585,18.9158,0.6597,118.12,11,11,1,3,1,0.3333,13.01,7,0.3701,0.1756,0.4794,0.3078139447844496,-5.81284885412357
AC33,north,tracking,5585,18.9158,2.7269,488.26,0,11,0,3,0,0.0,,0,0.0,0.1756,0.0,-0.022073326039200356,0.38548651032894105
AC33,up,detection,5585,18.9158,0.7647,136.91,13,11,0,2,0,0.0,,10,0.5287,0.1756,0.5666,-0.691157140099398,13.207861882199362
AC33,up,tracking,5585,18.9158,2.2666,405.84,0,11,0,3,0,0.0,,0,0.0,0.1756,0.0,0.007012761247120642,0.07442393728160719
AC34,east,detection,7176,20.1615,0.963,134.2,4,18,1,17,1,0.0588,39.01,3,0.1488,0.241,0.1506,-0.008476131363503031,0.6950597811340589
AC34,east,tracking,7176,20.1615,3.0348,422.91,1,18,0,0,0,,,1,0.0496,0.241,0.0376,-0.020371706039349673,0.9356996691719943
AC34,north,detection,7176,20.1615,0.9479,132.09,2,18,1,18,1,0.0556,39.01,1,0.0496,0.241,0.0753,-0.010630340901208308,0.643138722547736
AC34,north,tracking,7176,20.1615,2.8369,395.34,1,18,0,0,0,,,1,0.0496,0.241,0.0376,-0.002296859453068408,0.473072507294693
AC34,up,detection,7176,20.1615,0.8429,117.46,2,18,0,17,0,0.0,,2,0.0992,0.241,0.0753,-0.013090446292781716,0.5603926849878237
AC34,up,tracking,7176,20.1615,2.8728,400.33,0,18,0,8,0,0.0,,0,0.0,0.241,0.0,0.0033862935262062386,0.2268259482039618
AC35,east,detection,6389,19.4743,0.7714,120.73,3,15,2,15,2,0.1333,29.5,1,0.0513,0.2091,0.1218,0.03268275324705952,-0.8956060321226996
AC35,east,tracking,6389,19.4743,2.9302,458.63,0,15,0,4,0,0.0,,0,0.0,0.2091,0.0,-0.013943471599999828,0.008831257374907689
AC35,north,detection,6389,19.4743,0.7459,116.76,3,15,1,13,1,0.0769,10.99,1,0.0513,0.2091,0.1218,-0.0022497515550045535,0.690056676141152
AC35,north,tracking,6389,19.4743,2.5691,402.11,0,15,0,4,0,0.0,,0,0.0,0.2091,0.0,-0.009430381288080547,0.8300727418684133
AC35,up,detection,6389,19.4743,1.0248,160.41,0,15,0,15,0,0.0,,0,0.0,0.2091,0.0,-0.022701395683188727,1.0655013267306237
AC35,up,tracking,6389,19.4743,2.7237,426.31,0,15,0,4,0,0.0,,0,0.0,0.2091,0.0,0.011284352037339384,0.40685600237639974
AC36,east,detection,6726,18.5134,1.0323,153.48,4,17,1,17,1,0.0588,29.01,3,0.162,0.249,0.1623,-0.012603371537110329,-0.2995441084895348
AC36,east,tracking,6726,18.5134,2.7188,404.22,0,17,0,4,0,0.0,,0,0.0,0.249,0.0,-0.013895758805950776,-0.27599330112140497
AC36,north,detection,6726,18.5134,0.9582,142.46,5,17,2,17,2,0.1176,35.51,3,0.162,0.249,0.2028,-0.01849013148364654,0.6253167451978927
AC36,north,tracking,6726,18.5134,2.9225,434.51,0,17,0,4,0,0.0,,0,0.0,0.249,0.0,-0.01920722666879809,0.6350017217213239
AC36,up,detection,6726,18.5134,0.8651,128.62,4,17,0,15,0,0.0,,4,0.2161,0.249,0.1623,0.06241424201508968,-0.599639848225532
AC36,up,tracking,6726,18.5134,2.7637,410.9,1,17,0,0,0,,,0,0.0,0.249,0.0406,0.004788297291226967,0.46089726249930796
AC37,east,detection,6472,18.8994,0.8992,138.94,4,14,0,13,0,0.0,,4,0.2116,0.2228,0.1645,-0.015641452985766944,1.1435571080792184
AC37,east,tracking,6472,18.8994,3.1715,490.04,0,14,0,1,0,0.0,,0,0.0,0.2228,0.0,-0.003112318536499787,0.91397768854074
AC37,north,detection,6472,18.8994,0.7694,118.89,7,14,1,12,1,0.0833,19.01,5,0.2646,0.2228,0.2879,-0.010891480275167838,-0.23098561058723804
AC37,north,tracking,6472,18.8994,2.5871,399.74,1,14,1,0,0,,59.01,0,0.0,0.2228,0.0411,-0.02638381578619954,0.052605457610794285
AC37,up,detection,6472,18.8994,0.7826,120.93,2,14,0,12,0,0.0,,0,0.0,0.2228,0.0822,0.0006450724379133525,0.613917738354779
AC37,up,tracking,6472,18.8994,2.4773,382.77,0,14,0,1,0,0.0,,0,0.0,0.2228,0.0,-0.0008778474022121986,0.6447827423194044
AC38,east,detection,7253,21.2622,0.9726,134.1,4,18,1,17,1,0.0588,16.0,3,0.1411,0.2138,0.1479,0.02155860315916318,-1.76322572181652
AC38,east,tracking,7253,21.2622,3.135,432.24,1,18,0,0,0,,,1,0.047,0.2138,0.037,-0.013707107745784779,-1.0104636583304762
AC38,north,detection,7253,21.2622,0.8308,114.55,5,18,2,18,2,0.1111,17.99,3,0.1411,0.2138,0.1849,-0.012072941260788169,0.2611826698289421
AC38,north,tracking,7253,21.2622,3.1714,437.26,1,18,0,0,0,,,1,0.047,0.2138,0.037,-0.011801732233885297,0.25255589570697645
