sta,kind,index,component,n,span,order,a1,a2,b1,b2,c,v,stderr_a1,stderr_a2,stderr_b1,stderr_b2,stderr_c,stderr_v,rss,bic,converged,midas_v,midas_sigma,midas_span,midas_steps,diff,diff_over_sigma,within_sigma,error
BARA,segmean,-1,east,6649,19.4987,62,0.00030958152484543373,-3.2453020931263995e-05,-0.0014295685788686667,-0.000431663941585883,0.41901707063418675,0.008130098303437796,,,,,,,,,True,0.008021,0.00021,20.8898,7,0.0001090983034377959,0.519515730656171,True,
BARA,segmean,-1,north,6649,19.4987,62,0.0011169085934530502,-0.0010854270967695925,-0.0010393587775135154,-0.0003857833912357914,0.9955665998265726,0.009384522560770232,,,,,,,,,True,0.008745,0.000277,20.8898,7,0.0006395225607702323,2.308745706751741,False,
BARA,segmean,-1,up,6649,19.4987,62,0.001347797651812057,0.00020422386916906204,0.004276116274965557,6.910515068530313e-05,0.7353057474023195,-0.00042125752031920794,,,,,,,,,True,-0.000237,0.000746,20.8898,7,-0.00018425752031920795,-0.2469939950659624,True,
BARB,whole,0,east,550,3.206,42,-0.004494874681113157,-0.0005493265840691444,-0.0017103763756400653,-0.0011896658616689683,-0.46129782589272733,0.013190485301801955,0.0002782796162656715,0.00025134613919823297,0.0002672212624757802,0.0002384436421996797,0.0003632448924078647,0.0002010108416536755,0.008587519735016062,-6049.190471184924,True,0.010244,0.001314,3.206,0,0.0029464853018019554,2.2423784640806357,False,
BARB,whole,0,north,550,3.206,42,0.00040193704506112014,-0.00023355760306597028,-0.000540087606840097,0.00116579384242907,0.8198469945926163,0.015111526887307524,0.0001904319013727666,0.0001720008236051607,0.00018286446482631367,0.0001631714056662442,0.0002485752152940169,0.00013755544615996944,0.004021465653253838,-6466.455412195284,True,0.01516,0.000995,3.206,0,-4.847311269247541e-05,-0.04871669617334212,True,
BARB,whole,0,up,550,3.206,42,0.003212897356771859,-0.0012184378667156473,-0.002784849341398805,-0.0010249122802949322,-0.6048799555287947,9.281426374900797e-05,0.0005335698470668078,0.00048192793583845984,0.0005123666981633327,0.0004571888498691679,0.0006964812022193828,0.00038541566744697525,0.03157094010217172,-5333.130552539192,True,0.000509,0.002583,3.206,0,-0.00041618573625099204,-0.1611249462837755,True,
BARC,whole,0,east,6791,19.1923,170,0.0025616192356362746,0.0007844342561533595,-0.0008466000259211603,-1.502367562425278e-06,-0.26277860914406487,0.02047817804207254,3.360721533825564e-05,3.3556255036464775e-05,3.368062641493611e-05,3.369973366119445e-05,4.765753246570609e-05,4.320134180595185e-06,0.02604331921445719,-84639.98067611197,True,0.020639,0.000139,19.1923,0,-0.00016082195792746154,-1.156992503075263,False,
BARC,whole,0,north,6791,19.1923,170,0.0009037766804619753,0.0005913949085205304,0.00031726699381986963,0.00043498946954753854,0.5803070564857505,0.01644083251213557,3.346484501446199e-05,3.341410059591505e-05,3.3537945099629126e-05,3.3556971401816104e-05,4.745564075108297e-05,4.301832786209104e-06,0.025823131848139565,-84697.64035233913,True,0.016626,0.000162,19.1923,0,-0.00018516748786442938,-1.1430091843483294,False,
BARC,whole,0,up,6791,19.1923,170,0.0030230288645893815,-0.0007015687416528171,0.005869276539104635,0.00020355862319715583,0.437878846238704,0.0007877379031290199,0.00013465024134848703,0.00013444606445176208,0.00013494436923421594,0.0001350209240839497,0.00019094406317193423,1.7308994637613524e-05,0.4180666737143923,-65788.98196557023,True,0.00055,0.000515,19.1923,0,0.00023773790312901983,0.46162699636702875,True,
BARD,whole,0,east,4046,11.4962,108,-0.0015340039861584478,9.735481323804669e-05,0.003776489185423785,-9.870111132283397e-05,-0.7059400889637434,0.018833303183744345,2.66718894538723e-05,2.6920892949519743e-05,2.693133955848612e-05,2.669688555945633e-05,3.829733136639719e-05,5.774050893087657e-06,0.005855314514866682,-54352.2363519081,True,0.018778,0.000137,11.4962,0,5.530318374434573e-05,0.4036728740463192,True,
BARD,whole,0,north,4046,11.4962,108,0.0007529511240001753,-0.0006021323655420743,-0.0002691465428274245,-0.0004925051586393527,0.9044496611402139,0.01642662392198588,2.918295561710165e-05,2.945540193083394e-05,2.946683205191112e-05,2.9210305019592273e-05,4.1902892686020176e-05,6.31765781855396e-06,0.007009728741981174,-53624.1615184495,True,0.016432,0.00015,11.4962,0,-5.37607801411738e-06,-0.03584052009411587,True,
BARD,whole,0,up,4046,11.4962,108,-0.006168246911407481,0.0013193194319392405,0.0007623972810249651,0.000521730396932421,0.6975854837199689,-0.0009591248680401145,0.00010875591977079524,0.00010977124357236226,0.0001098138401258831,0.00010885784260075377,0.00015615922166754321,2.3543971894723058e-05,0.09735280612753125,-42978.96335260322,True,-0.000893,0.000587,11.4962,0,-6.612486804011448e-05,-0.11264883822847443,True,
BARE,whole,0,east,1804,7.655,78,-0.0022947577820793216,-0.0006596604428651458,-0.0018044673573633728,-8.285821552255103e-05,0.6216295769977352,0.010421119405609199,0.00023315282566477842,0.000222627948862811,0.00023089549796180976,0.0002238411364024281,0.0002689014099327346,7.531499704071264e-05,0.07779922384206324,-18087.712916523233,True,0.011715,0.000943,7.655,0,-0.0012938805943908012,-1.3720897077314964,False,
BARE,whole,0,north,1804,7.655,78,0.0009465803098446964,0.0011506202573835847,-0.00023957723120965338,-0.00018870739970559315,0.6128585593899473,0.014027565792825237,0.00012890628242118087,0.00012308725476147236,0.00012765824383719046,0.00012375800578139174,0.0001486710744054227,4.16403972433054e-05,0.023781654506249708,-20225.8443672643,True,0.016351,0.000455,7.655,0,-0.0023234342071747644,-5.106448806977504,False,
BARE,whole,0,up,1804,7.655,78,0.0007874666586210188,7.783164761087968e-05,-0.005343108427242395,0.00162763795435663,0.5614182427964463,0.009703693026796672,0.00027210425090963265,0.00025982104692121906,0.0002694698051896525,0.00026123691432809764,0.0003138251338351428,8.789741575549001e-05,0.10596551446641155,-17530.30893545754,True,0.009956,0.00138,7.655,0,-0.0002523069732033277,-0.18283114000241138,True,
BARH,whole,0,east,9549,27.8878,240,0.0006366438123599502,9.355855653629376e-07,-0.0015408268805561995,-0.0006626075639480487,-0.0171641256193685,-0.015326380557601573,2.379649307866714e-05,2.3729493611081106e-05,2.3623958138433357e-05,2.3685737361602235e-05,3.333894313415356e-05,2.0652146595007024e-06,0.025596036903788574,-122454.00072026238,True,-0.015408,0.000108,27.8878,4,8.161944239842671e-05,0.7557355777632103,True,
BARH,whole,0,north,9549,27.8878,240,-0.0007655902715670657,-0.0008685205067193339,-0.0028630434021966523,-6.220873973197866e-05,0.5163022005908354,0.006776841452665199,3.296943215519785e-05,3.287660610752311e-05,3.273038941105762e-05,3.281598294369008e-05,4.619025249450918e-05,2.8613020572921397e-06,0.049132599646412846,-116227.23888429413,True,0.006819,0.000122,27.8878,4,-4.215854733480122e-05,-0.34556186340001,True,
BARH,whole,0,up,9549,27.8878,240,0.004218034721881728,-0.0013344176524712093,-0.000920099744503233,1.4856446675375174e-05,0.7547547813057837,0.00024263518218057976,7.286235759795776e-05,7.2657212278856e-05,7.23340737675674e-05,7.252323524761297e-05,0.00010208033547415192,6.323469955830696e-06,0.23996795381068364,-101082.69074821075,True,0.000521,0.000381,27.8878,4,-0.0002783648178194202,-0.7306163197360112,True,
BARH,seg,0,east,2796,7.8276,79,0.00022052269131735963,-0.0002656685692205034,-0.0011014565707396738,-0.0007116643792823423,-0.016809915909074092,-0.015511309687385476,4.681093433470891e-05,4.6333847831447563e-05,4.607647240864713e-05,4.633755775196868e-05,6.54268335299033e-05,1.4459045806504872e-05,0.008355067210085006,-35519.83109354802,True,,,,,,,,
BARH,seg,0,north,2796,7.8276,79,-8.861270184493682e-06,-0.0008347715839992251,-0.0031376149470956085,-8.307243053163868e-05,0.518159187577038,0.006610891544854171,5.308550226358499e-05,5.254446677671099e-05,5.225259258569462e-05,5.25486739773794e-05,7.419668863297167e-05,1.63971456626399e-05,0.010745019056515683,-34816.429917477944,True,,,,,,,,
BARH,seg,0,up,2796,7.8276,79,0.004317155183625697,-0.0013143200571151944,-0.0010634708220634745,0.0008257199438778823,0.7546359578125055,0.00035081929993207645,0.00015154123562811456,0.00014999676147408952,0.00014916355892973085,0.00015000877161547727,0.00021180656479665537,4.6808330119071994e-05,0.08756226290209936,-28950.679673111572,True,,,,,,,,
BARH,seg,1,east,1036,2.9158,40,0.001015176871098826,0.0003030801270049832,-0.0012351710734805588,-0.00021574776842239648,-0.020273071130853082,-0.01505569449543686,5.70197066568914e-05,5.62401127909683e-05,5.617153836949543e-05,5.538920957560762e-05,0.0004970824791154444,4.932345355129349e-05,0.0016423960107791547,-13793.832785025514,True,,,,,,,,
BARH,seg,1,north,1036,2.9158,40,-0.001029417023587735,-0.0010411172391988598,-0.0032001581162346255,0.000488196687110855,0.5073056662575757,0.007380742359293778,6.655266358056876e-05,6.564273171086518e-05,6.556269253370879e-05,6.464956849148408e-05,0.0005801882356819694,5.756969657146261e-05,0.0022374781720050163,-13473.508569977434,True,,,,,,,,
BARH,seg,1,up,1036,2.9158,40,0.004017938131858668,-0.000970077063403906,-0.0029004191846463147,0.00021639007704093185,0.7466762717702635,0.001029534675198988,0.00022889437060602232,0.00022576484473275623,0.00022548956623760094,0.00022234906153522756,0.0019954396096960544,0.00019799927987483265,0.02646659963318863,-10914.035210012886,True,,,,,,,,
BARH,seg,2,east,3044,8.8734,87,0.0007026439502592454,8.030860007423618e-05,-0.0020066375386834164,-0.0009143605495496257,-0.014513847918711575,-0.015437619892401973,3.533229197827673e-05,3.5358814707410336e-05,3.5490276132235574e-05,3.5443089469553856e-05,0.00015899435310734027,9.790311716548315e-06,0.0057717692852648226,-40058.71841182816,True,,,,,,,,
BARH,seg,2,north,3044,8.8734,87,-0.0008386322752412404,-0.0006616356643301304,-0.002591813916843333,-0.00020555360994083498,0.5093966409325889,0.0071517076234377044,3.867973328817782e-05,3.8708768825685356e-05,3.8852685129021984e-05,3.880102792183004e-05,0.00017405774797455515,1.0717862465221281e-05,0.006917231060516863,-39507.64213374955,True,,,,,,,,
BARH,seg,2,up,3044,8.8734,87,0.004037467035345798,-0.0012582863741128678,-0.0011705487673447795,-0.0002606715387603839,0.7518328308176409,0.00041211159413253825,0.00012257041329679215,0.00012266242266526628,0.0001231184723657307,0.0001229547782371259,0.0005515635267648238,3.3963337395138364e-05,0.06946029802428605,-32485.926230934205,True,,,,,,,,
BARH,seg,3,east,2583,7.5291,77,0.0008761547795598176,-3.466904281737757e-05,-0.0017608364406729755,-0.0006005309135163922,-0.014370164805860786,-0.015459438405898378,3.4642910143720573e-05,3.444621511358979e-05,3.4320336609604505e-05,3.4471589069626874e-05,0.0002692047874566125,1.1107934558620748e-05,0.003934245482820355,-34551.48080877179,True,,,,,,,,
BARH,seg,3,north,2583,7.5291,77,-0.0012870694919567026,-0.0010920959662509082,-0.0028245449348245524,-4.9996970720826834e-05,0.522473445767067,0.006558868015307286,4.1824539198870555e-05,4.158706841585036e-05,4.1435094739205236e-05,4.1617702505610736e-05,0.00032501213491568047,1.341065870153907e-05,0.005734493301673061,-33578.25735478835,True,,,,,,,,
BARH,seg,3,up,2583,7.5291,77,0.004486991773275485,-0.0015543627964839746,0.00032997862976488795,-0.00047641837083966723,0.7527221494761439,0.0003315193007800974,0.00011940034865130961,0.0001187224190236264,0.00011828856582823391,0.00011880987296975628,0.0009278419551813418,3.8284637566329106e-05,0.04673517895678266,-28159.129081139745,True,,,,,,,,
BARH,segmean,-1,east,9459,27.1459,87,0.0006417444405934955,-2.8957507869190852e-05,-0.0015874569191166722,-0.0006922310133207458,-0.01578409084802108,-0.015423529520891158,,,,,,,,,True,-0.015408,0.000108,27.8878,4,-1.552952089115857e-05,-0.1437918601033201,True,
BARH,segmean,-1,north,9459,27.1459,87,-0.0007367109939138637,-0.0008719232108805227,-0.0028833297737626933,-5.088763209127956e-05,0.5153286863435227,0.006855043443590623,,,,,,,,,True,0.006819,0.000122,27.8878,4,3.604344359062293e-05,0.2954380622182207,True,
BARH,segmean,-1,up,9459,27.1459,87,0.004240754752509379,-0.0013241337925254473,-0.0009186081341471465,5.3792183849402176e-05,0.7523394867008708,0.0004396099727847209,,,,,,,,,True,0.000521,0.000381,27.8878,4,-8.139002721527905e-05,-0.21362211867527311,True,
BARI,whole,0,east,1139,5.0979,57,0.0011962273189892853,0.0013935825417758412,1.3773818890943614e-05,-0.00027116651006636933,-0.9523029905003431,-0.007644143392035454,9.24915893531299e-05,8.980417595744097e-05,8.977324700516525e-05,9.144871316779012e-05,0.00012641958193325233,4.6184021868658e-05,0.005201976890957273,-13963.625611937494,True,,,,,,,,
BARI,whole,0,north,1139,5.0979,57,0.00248304913925239,0.0006955109130066508,-0.001989391244209826,-0.0002679527795480724,0.8046812097097783,-0.0018879806191751767,0.00020081104165840246,0.00019497632428432186,0.00019490917358264907,0.0001985468243975307,0.0002744730424851012,0.00010027140418152857,0.024521052763172024,-12197.61372006529,True,,,,,,,,
BARI,whole,0,up,1139,5.0979,57,-0.0022787808673436177,-0.0005832570076229315,-0.002396209401141788,-0.0018304291595416208,0.2935002919058833,-0.0021329454741186773,0.000291692443547584,0.00028321709799785933,0.0002831195567865041,0.00028840350554849826,0.0003986917840235655,0.00014565140772195017,0.051738554523582725,-11347.155230059623,True,,,,,,,,
BARK,whole,0,east,1564,8.7694,87,0.00116266628879488,-0.00037417946229050073,-0.0007067369217770557,0.0005547838509736822,-0.8513186983956926,0.037226516012515774,0.00013903535319380209,0.00013631051546472437,0.0001334471770750051,0.00013135599404979844,0.0001895679753223739,4.503788233699252e-05,0.020535305840198248,-17536.186467036874,True,0.039997,0.001012,8.7694,6,-0.0027704839874842235,-2.737632398699825,False,
BARK,whole,0,north,1564,8.7694,87,-0.0011555993758464804,-2.864195514451661e-05,-0.0014676366606497084,-0.00016269270759227937,0.6838775678708894,0.029757944383084014,8.690144881795242e-05,8.519833992506094e-05,8.34086637829374e-05,8.210160891912405e-05,0.00011848591977924726,2.8150086556198217e-05,0.008022407541396603,-19006.20112745675,True,0.028113,0.000604,8.7694,6,0.0016449443830840148,2.7234178527881037,False,
BARK,whole,0,up,1564,8.7694,87,0.008838946584039059,-0.003909728460918143,0.014216738964351192,-0.001805707856038028,0.7151592920375027,0.013920245829818342,0.0007909981886629282,0.0007754960760089146,0.0007592060071324044,0.000747308874877161,0.0010784877490797845,0.0002562289556679693,0.6646632463556443,-12097.947522485854,True,0.01293,0.00528,8.7694,6,0.0009902458298183415,0.1875465586777162,True,
BARK,seg,0,east,653,2.1328,34,0.0015563914980562343,3.77756235009814e-05,-0.00029062969534695296,0.0008370926808834788,-0.8596725349625362,0.039819090993008975,0.0001557680267429685,0.00015557200126153356,0.0001554030240540833,0.00014637281096011075,0.0005214227727049872,0.00017987214284761517,0.004468120692881275,-7726.824565314062,True,,,,,,,,
BARK,seg,0,north,653,2.1328,34,-0.001488154214317057,0.0006453963433094434,-0.0007347883516647456,-0.0004363965132324604,0.6879193898826917,0.028289007084346313,0.00012413921028375533,0.0001239829879256139,0.00012384832166882525,0.00011665170022076943,0.0004155474816046298,0.00014334896725625844,0.002837828955419958,-8023.2399320108525,True,,,,,,,,
BARK,seg,0,up,653,2.1328,34,0.00498502214289649,-0.004734714450586617,0.010128462943007765,-0.006355665475597509,0.7036407628901874,0.013736882067778077,0.0008887047596164688,0.0008875863736293059,0.0008866223064091726,0.0008351021483589799,0.002974878154166874,0.001026226195539226,0.1454398008958792,-5452.559843090007,True,,,,,,,,
BARK,seg,1,east,276,1.0869,25,0.0005034296466147145,0.0019160957789238005,-0.00016697255321778345,-0.000675447088346335,-0.828960706066141,0.03244757710851291,0.0007998365640246111,0.0005391947353237403,0.0004052297871083745,0.0003869720418713204,0.003625291460797281,0.0007724387480450781,0.002927424355511775,-3127.5907491245785,True,,,,,,,,
BARK,seg,1,north,276,1.0869,25,-0.0019108974245317506,0.0005550407177832528,-0.0009770982133406384,-0.0009246489771167549,0.6810552386431368,0.030707230420283112,0.0006037295603813047,0.000406992897247567,0.0003058739900478227,0.0002920927489777016,0.002736428563440735,0.0005830492462512515,0.0016678924995149466,-3282.8578952794824,True,,,,,,,,
BARK,seg,1,up,276,1.0869,25,0.008834481416767286,-0.00794623086958414,0.02131027996211148,-0.00873286962846791,0.7484907018344724,0.011622379044309534,0.003346411330262154,0.0022559200875062104,0.0016954283061476278,0.0016190402935530475,0.015167744218731866,0.0032317824598876734,0.051243857904935006,-2337.5482595808753,True,,,,,,,,
BARK,segmean,-1,east,929,3.2197,34,0.001243563219264136,0.0005958126126255219,-0.0002538919437563708,0.0003877267214567527,-0.8505482456456308,0.03762906103378302,,,,,,,,,True,0.039997,0.001012,8.7694,6,-0.0023679389662169745,-2.3398606385543226,False,
BARK,segmean,-1,north,929,3.2197,34,-0.0016137485372656635,0.0006185522608065062,-0.0008067770726793274,-0.000581453219402606,0.6858800941430608,0.029007445879522364,,,,,,,,,True,0.028113,0.000604,8.7694,6,0.0008944458795223653,1.4808706614608695,False,
BARK,segmean,-1,up,929,3.2197,34,0.006128672045575005,-0.0056888355826031035,0.013450509764614465,-0.007061917731993883,0.7169653949123862,0.013108676648534462,,,,,,,,,True,0.01293,0.00528,8.7694,6,0.00017867664853446139,0.03384027434364799,True,
BARM,whole,0,east,1250,3.9534,48,0.00016899568499229958,-0.00045483720951249886,-0.0030514007827948746,-0.00029706422630160765,-0.618861834907439,0.024154027171652007,4.214595319002447e-05,4.231107132252213e-05,4.478881763223832e-05,4.329850094410807e-05,5.8286034029483574e-05,2.5719659660854995e-05,0.0014070099416611088,-17078.69868866069,True,0.024176,0.000288,3.9534,0,-2.197282834799294e-05,-0.07629454287497549,True,
BARM,whole,0,north,1250,3.9534,48,1.6436506931526185e-05,-0.00016389668583749356,8.339743334873793e-05,-0.0006892265782879221,0.24288816301568264,0.018726500406226865,4.766191111000897e-05,4.784863949454143e-05,5.065066710166166e-05,4.8965301458247074e-05,6.591436573620393e-05,2.9085784986481223e-05,0.0017994024600032424,-16771.21393971117,True,0.018996,0.000312,3.9534,0,-0.00026949959377313426,-0.8637807492728662,True,
BARM,whole,0,up,1250,3.9534,48,0.006394179954018321,0.0007047380066025787,-0.001393092982287194,-0.0006156613582003935,0.38703933129069895,0.0010957456702985592,0.00017834185096829653,0.00017904055324334745,0.00018952521024261638,0.00018321889097415106,0.00024663908175363256,0.00010883350269741155,0.025193699484308784,-13472.289815124936,True,0.000305,0.00119,3.9534,0,0.0007907456702985593,0.6644921599147556,True,
BARN,whole,0,east,5049,16.3422,147,0.0001163642553042539,-0.00019558352610621126,0.0013574496683424768,-0.0002651400566617473,0.3732860262203062,-0.015799699704623513,5.5779805949673104e-05,5.568885082673931e-05,5.5669641611059304e-05,5.5627009269727524e-05,7.726364157481963e-05,8.121008992533484e-06,0.03931648568230303,-59340.51235222055,True,-0.015635,0.000198,16.3422,1,-0.0001646997046235131,-0.831816690017743,True,
BARN,whole,0,north,5049,16.3422,147,0.002277667680750527,-0.00034246753494856445,0.002598852703157574,0.00047870379741580713,0.3775705335950451,0.005044756247523463,6.338925210697726e-05,6.328588894319586e-05,6.326405921835573e-05,6.32156109997472e-05,8.780389911912332e-05,9.228871947944656e-06,0.05077523578278752,-58049.155689160754,True,0.00531,0.000239,16.3422,1,-0.0002652437524765369,-1.1098064957177276,False,
BARN,whole,0,up,5049,16.3422,147,-0.003674433013520027,0.00034238303232388107,0.003558578768725278,0.0015977283941751262,0.6322105301700569,0.0003221926771695445,0.00027021027490252647,0.000269769667260508,0.00026967661337906856,0.0002694700924621369,0.0003742829411909175,3.934004493199967e-05,0.9226232865133729,-43408.00358959379,True,0.00042,0.000808,16.3422,1,-9.78073228304555e-05,-0.12104866686937563,True,
BARN,seg,0,east,3375,10.8392,103,8.368941535545408e-05,-8.361417019847385e-05,0.0013527291923050046,-0.00016984490260931744,0.3720075874086795,-0.015500109655664819,6.843325429223115e-05,6.848305936591533e-05,6.889085294056372e-05,6.842253150832629e-05,9.658863557964189e-05,1.568174820540401e-05,0.026557462803230528,-39616.26352253252,True,,,,,,,,
BARN,seg,0,north,3375,10.8392,103,0.002390700309907691,-0.0005268906578276581,0.002618821259852891,0.00042799787931940256,0.3776813622902997,0.005031682493343918,8.240696532587542e-05,8.246694033397043e-05,8.295800321434524e-05,8.2394053005826e-05,0.00011631152756663178,1.8883878809757897e-05,0.03851057813688827,-38362.038707898886,True,,,,,,,,
BARN,seg,0,up,3375,10.8392,103,-0.003925941503739167,0.00019601473467524173,0.006093568602402642,0.002192778745310976,0.6322632423851645,0.0002716966876245598,0.00032918611963903455,0.00032942569817601917,0.00033138731736015133,0.0003291345395751917,0.0004646226235554121,7.543428840676042e-05,0.6145188724173297,-29013.603662886704,True,,,,,,,,
BARN,seg,1,east,1674,5.1444,58,0.00045303860379158765,-0.00046425846427093116,0.0014624936958297242,-0.0005106234985691734,0.3740872228487015,-0.01590489928972597,8.113351714891337e-05,7.833817937734271e-05,7.756034745569003e-05,7.867802427023356e-05,0.0005603769274932597,3.992759553827762e-05,0.00848231825257292,-20366.113517157497,True,,,,,,,,
BARN,seg,1,north,1674,5.1444,58,0.0018287334820008452,1.515521564717638e-05,0.0026175470612597993,0.00045019025639965406,0.37057323429250316,0.005541122879027794,9.325378835412876e-05,9.004086420035512e-05,8.914683450774667e-05,9.043147741211452e-05,0.0006440898069176493,4.589224866194113e-05,0.011205904683717655,-19899.9764121137,True,,,,,,,,
BARN,seg,1,up,1674,5.1444,58,-0.003231083982646524,0.00030224393780146544,-0.0014453824142205017,0.0006782686674022244,0.6425730087827953,-0.00038549135248811163,0.00046062719418625905,0.00044475695165556526,0.00044034089096683937,0.0004466863860616138,0.0031814823376160525,0.0002266848147313054,0.2734091877316748,-14552.335391917179,True,,,,,,,,
BARN,segmean,-1,east,5049,15.9836,103,0.00020614743505085667,-0.00020981709122784472,0.0013891217014950186,-0.0002828303194516226,0.37269709220697556,-0.015634317983535363,,,,,,,,,True,-0.015635,0.000198,16.3422,1,6.820164646370586e-07,0.0034445275991770636,True,
BARN,segmean,-1,north,5049,15.9836,103,0.002204379757339646,-0.00034717491368092156,0.002618398798287267,0.00043535577974173197,0.3753246567509233,0.005200587861859427,,,,,,,,,True,0.00531,0.000239,16.3422,1,-0.00010941213814057247,-0.45779137297310657,True,
BARN,segmean,-1,up,5049,15.9836,103,-0.003695560935248558,0.00023123511218233196,0.0035940233455543273,0.0016906417141326732,0.6356814537041651,5.380546576902169e-05,,,,,,,,,True,0.00042,0.000808,16.3422,1,-0.00036619453423097833,-0.4532110572165573,True,
BARO,whole,0,east,3298,9.3936,92,-0.002672222494950945,0.000437610695722252,-0.002959671113702532,-0.00011784024620460592,0.24312204067742205,-0.005399860282199595,5.121017992577344e-05,5.096590756349739e-05,5.0872258268954004e-05,5.102008416752509e-05,7.288503767827733e-05,1.3472209955534818e-05,0.014078608739180726,-40728.42704687897,True,-0.005558,0.000242,9.3936,1,0.0001581397178004049,0.6534699082661359,True,
BARO,whole,0,north,3298,9.3936,92,-0.0001721853895583246,-0.0007316741007512614,0.0021106313352657847,-0.0001268101390867259,0.15743008939081818,-0.022577118762384676,5.67856760895808e-05,5.651480863193956e-05,5.64109632927186e-05,5.657488370084988e-05,8.082037882652564e-05,1.4938993611322904e-05,0.017311102896991178,-40046.75832523435,True,-0.022435,0.000281,9.3936,1,-0.00014211876238467633,-0.5057607202301648,True,
BARO,whole,0,up,3298,9.3936,92,-0.005455087381132923,-0.0009096119964926462,0.0002729121897228877,-0.0006054709722983593,0.07008129241141871,-0.0021277400892735104,0.00020267192666770196,0.0002017051823530771,0.0002013345512991794,0.00020191959434566378,0.00028845340971102665,5.331828070351773e-05,0.22051306627689943,-31654.63827519846,True,-0.001933,0.001002,9.3936,1,-0.00019474008927351035,-0.19435138650050932,True,
BARO,seg,0,east,2581,7.2772,75,-0.00246269872261904,0.0005272927637658205,-0.0029294537421232104,-1.6974229848629347e-05,0.24300717584756878,-0.005369882689155581,5.470216624746385e-05,5.4318166985873795e-05,5.4496577503901364e-05,5.46390843676414e-05,7.827222614341438e-05,1.8427543911839645e-05,0.009836516668556484,-32157.51342733727,True,,,,,,,,
BARO,seg,0,north,2581,7.2772,75,-0.00017919003033085818,-0.0008238984121488279,0.002318212768981553,-7.6530144749608e-05,0.15712030944281558,-0.022469399113519386,6.12993177411288e-05,6.086900767548933e-05,6.106893473109177e-05,6.122862810559498e-05,8.771195712734864e-05,2.0649929370810492e-05,0.012352178637829635,-31569.740221844484,True,,,,,,,,
BARO,seg,0,up,2581,7.2772,75,-0.0050292652989180914,-0.0008264510929946866,-0.00042963665111377895,-0.00036011731120573655,0.0705621396717825,-0.002285116028002877,0.00021973155898643667,0.00021818908339201292,0.00021890573547281772,0.00021947816719689628,0.00031440945497526355,7.402107137260352e-05,0.15871470131598478,-24979.735372504896,True,,,,,,,,
BARO,seg,1,east,717,2.1136,33,-0.0032136958668287988,5.714055997663396e-06,-0.0029651879079325896,-0.00039681757968078877,0.2512254527078876,-0.006380761438064048,0.0001255393962026048,0.00012102278208743883,0.0001222535621567228,0.00011944503827921292,0.0012161048355102519,0.00014591435365867087,0.003603382076420556,-8708.636609825673,True,,,,,,,,
BARO,seg,1,north,717,2.1136,33,-0.00029982311703665625,-0.00038715219553988364,0.0014038973606665178,-0.0004507941614043018,0.15548068535974627,-0.022379109893194256,0.0001388863537639601,0.00013388954730487963,0.00013525118007737068,0.00013214406268948037,0.001345397313574421,0.00016142751323076112,0.004410312829549172,-8563.75044575558,True,,,,,,,,
BARO,seg,1,up,717,2.1136,33,-0.0070318023596411166,-0.001026640294204346,0.0023395456566298566,-0.0011458686049293648,0.06175725667116419,-0.001109847013410505,0.0005015810785656826,0.0004835353634525256,0.0004884528316999616,0.00047723163358789325,0.0048588347044441005,0.0005829873418238729,0.057521808632478195,-6722.337757515095,True,,,,,,,,
BARO,segmean,-1,east,3298,9.390799999999999,75,-0.0026259688719211614,0.00041389921207698826,-0.002937222510129676,-9.95538786750873e-05,0.24479386611708018,-0.005589652265555633,,,,,,,,,True,-0.005558,0.000242,9.3936,1,-3.165226555563311e-05,-0.13079448576707894,True,
BARO,segmean,-1,north,3298,9.390799999999999,75,-0.00020541620472990527,-0.0007289478247296002,0.002119436496161092,-0.00015789682150564664,0.15676384780923136,-0.02244976983184167,,,,,,,,,True,-0.022435,0.000281,9.3936,1,-1.4769831841669745e-05,-0.05256167915184962,True,
BARO,segmean,-1,up,3298,9.390799999999999,75,-0.005464625842440957,-0.0008699731237003645,0.00017239600948421583,-0.0005309431685737903,0.06864791859493492,-0.002029607270130612,,,,,,,,,True,-0.001933,0.001002,9.3936,1,-9.660727013061196e-05,-0.09641444124811573,True,
BARQ,whole,0,east,359,1.3607,27,0.00020933522996988534,-0.0003350042062401665,-0.0003015963174969141,-0.001346549915642695,0.8890640900452743,-0.004598185123833135,0.0001426712006262308,0.00014401222074031543,0.00017383950596749236,0.00016806922945042724,0.00024362224851827647,0.0003939736678248464,0.0012946859161208687,-4463.978689649335,True,,,,,,,,
BARQ,whole,0,north,359,1.3607,27,0.00036720262475697826,-0.00015614289301731142,-0.001187362592167452,-0.0009478576948686308,0.012643303422161453,0.008102009335381374,0.00014544974069438253,0.00014681687734847544,0.00017722505280972994,0.00017134239941186052,0.00024836682328900845,0.00040164635591496663,0.0013456053164784417,-4450.129966206406,True,,,,,,,,
BARQ,whole,0,up,359,1.3607,27,0.00014854860272547812,0.0011682317068668789,-0.005060008326305764,0.0005655013451809572,1.001313891154988,0.0034249685838164687,0.00031752044151587454,0.0003205049352107257,0.0003868867469077101,0.0003740447666108796,0.0005421910208442668,0.0008768040950401483,0.006412615069501791,-3889.579039682722,True,,,,,,,,
