station,year,field,days,n,dropped_quality,dropped_missing,dropped_repeat,n_days,dropped_days,coef_bytes,gram_bytes,grid_bytes,raw_bytes,npz_bytes,seconds,error
74486094789,2024,TMP,366,12663,5,375,5,365,1,49840,848880,201368,7740547,905595,0.291,
74516023202,2024,TMP,366,11471,66,133,2,361,5,49296,839632,156472,5475571,857433,0.233,
74570013840,2024,TMP,366,11930,22,227,9,365,1,49840,848880,176568,6042967,894001,0.219,
74594013705,2024,TMP,366,12409,75,182,19,363,3,49568,844256,183080,6262032,889043,0.196,
74598013702,2024,TMP,366,12205,47,177,8,361,4,49296,839632,180632,6130472,882530,0.226,
74671013806,2024,TMP,366,12693,24,196,5,363,3,49568,844256,185016,6477655,886353,0.242,
74671693808,2024,TMP,366,11851,3,367,1,366,0,49976,851192,160432,6986435,873036,0.227,
74693093737,2024,TMP,366,17565,98,231,3,365,1,49840,848880,281016,8859265,961592,0.261,
74718503144,2024,TMP,366,7339,4,1957,1,299,4,40864,696288,69536,4651171,652386,0.163,
74718703104,2024,TMP,366,8475,37,690,0,341,19,46576,793392,81520,4742493,747864,0.186,
74718823158,2024,TMP,366,8849,7,425,1,362,3,49432,841944,87824,4742058,796542,0.194,
74740013973,2024,TMP,366,13427,54,453,10,364,2,49704,846568,213704,7345156,914531,0.239,
74775013846,2024,TMP,366,10795,33,187,14,362,4,49432,841944,161624,5282932,881912,0.227,
74777003852,2024,TMP,366,12076,119,176,12,358,5,48888,832696,179592,6216272,879289,0.25,
74780413824,2024,TMP,366,11875,21,210,6,359,6,49024,835008,178920,5925075,881373,0.221,
74781013857,2024,TMP,366,9958,791,199,10,283,41,38688,659296,146640,5243240,697589,0.179,
74790013849,2024,TMP,366,11842,75,188,10,361,5,49296,839632,176128,5964364,883505,0.221,
91165022536,2024,TMP,366,14603,1,452,990,365,1,49840,848880,233560,9217832,931442,0.257,
91176022519,2024,TMP,366,10813,30,1091,50,334,19,45624,777208,164384,6578267,824374,0.237,
91182022521,2024,TMP,366,11875,9,337,136,366,0,49976,851192,188464,7337353,898739,0.177,
91186022534,2024,TMP,366,9913,13,670,742,330,34,45080,767960,128376,6377197,774748,0.258,
91190022516,2024,TMP,366,12050,11,361,252,365,1,49840,848880,191152,6893330,897576,0.23,
91212041415,2024,TMP,366,13973,412,414,2345,364,2,49704,846568,222736,9250803,923860,0.256,
91218041414,2024,TMP,366,18697,3,775,10,353,7,48208,821136,297992,8950520,927281,0.277,
91285021504,2024,TMP,366,15876,67,365,1479,363,3,49568,844256,253640,9917117,938159,0.261,
91334040505,2024,TMP,366,9968,0,1070,1,359,4,49024,835008,159248,6533006,893841,0.22,
91366040604,2024,TMP,366,24284,82,826,0,354,5,48344,823448,283776,10242747,771613,0.22,
91413040308,2024,TMP,366,10080,1,646,425,359,4,49024,835008,161040,6717795,901920,0.146,
91765061705,2024,TMP,366,10022,0,1089,0,359,4,49024,835008,159888,6594670,881699,0.231,
