isd_station,normals_id,path
72503614757,USW00014757,/home/fallen/data/showcase/normals/USW00014757.csv
72503794745,USW00094745,/home/fallen/data/showcase/normals/USW00094745.csv
72504094702,USW00094702,/home/fallen/data/showcase/normals/USW00094702.csv
72506454769,USW00054769,/home/fallen/data/showcase/normals/USW00054769.csv
72507014765,USW00014765,/home/fallen/data/showcase/normals/USW00014765.csv
72508014740,USW00014740,/home/fallen/data/showcase/normals/USW00014740.csv
72509014739,USW00014739,/home/fallen/data/showcase/normals/USW00014739.csv
72512504787,USW00004787,/home/fallen/data/showcase/normals/USW00004787.csv
72512614736,USW00014736,/home/fallen/data/showcase/normals/USW00014736.csv
72512704726,USW00004726,/home/fallen/data/showcase/normals/USW00004726.csv
72513014777,USW00014777,/home/fallen/data/showcase/normals/USW00014777.csv
72514014778,USW00014778,/home/fallen/data/showcase/normals/USW00014778.csv
72515004725,USW00004725,/home/fallen/data/showcase/normals/USW00004725.csv
72515614748,USW00014748,/home/fallen/data/showcase/normals/USW00014748.csv
72517014737,USW00014737,/home/fallen/data/showcase/normals/USW00014737.csv
72518014735,USW00014735,/home/fallen/data/showcase/normals/USW00014735.csv
72519014771,USW00014771,/home/fallen/data/showcase/normals/USW00014771.csv
72520094823,USW00094823,/home/fallen/data/showcase/normals/USW00094823.csv
72520514762,USW00014762,/home/fallen/data/showcase/normals/USW00014762.csv
72521014895,USW00014895,/home/fallen/data/showcase/normals/USW00014895.csv
72524014820,USW00014820,/home/fallen/data/showcase/normals/USW00014820.csv
72524504853,USW00004853,/home/fallen/data/showcase/normals/USW00004853.csv
72525014852,USW00014852,/home/fallen/data/showcase/normals/USW00014852.csv
72526014860,USW00014860,/home/fallen/data/showcase/normals/USW00014860.csv
72526604751,USW00004751,/home/fallen/data/showcase/normals/USW00004751.csv
72528014733,USW00014733,/home/fallen/data/showcase/normals/USW00014733.csv
72528704724,USW00004724,/home/fallen/data/showcase/normals/USW00004724.csv
72529014768,USW00014768,/home/fallen/data/showcase/normals/USW00014768.csv
72530094846,USW00094846,/home/fallen/data/showcase/normals/USW00094846.csv
72530594892,USW00094892,/home/fallen/data/showcase/normals/USW00094892.csv
72531603887,USW00003887,/home/fallen/data/showcase/normals/USW00003887.csv
72532014842,USW00014842,/home/fallen/data/showcase/normals/USW00014842.csv
72533014827,USW00014827,/home/fallen/data/showcase/normals/USW00014827.csv
72534014819,USW00014819,/home/fallen/data/showcase/normals/USW00014819.csv
72535014848,USW00014848,/home/fallen/data/showcase/normals/USW00014848.csv
72536094830,USW00094830,/home/fallen/data/showcase/normals/USW00094830.csv
72536614825,USW00014825,/home/fallen/data/showcase/normals/USW00014825.csv
72537094847,USW00094847,/home/fallen/data/showcase/normals/USW00094847.csv
72537514822,USW00014822,/home/fallen/data/showcase/normals/USW00014822.csv
72537614853,USW00014853,/home/fallen/data/showcase/normals/USW00014853.csv
72537714804,USW00014804,/home/fallen/data/showcase/normals/USW00014804.csv
72539014836,USW00014836,/home/fallen/data/showcase/normals/USW00014836.csv
72539514833,USW00014833,/home/fallen/data/showcase/normals/USW00014833.csv
72543094822,USW00094822,/home/fallen/data/showcase/normals/USW00094822.csv
72544014923,USW00014923,/home/fallen/data/showcase/normals/USW00014923.csv
