group,n_blocks,n,n_flags,digest,bytes_header,bytes_payload,samples,p_c,p_v
0AMB/north,46,4090,1,12e0f0679aee78ee7581026b59f6fa6d552a71d3b22bdb47199e8a5274cca50e,93256,66976,4090,0.6978294937287974,0.014926611135684538
0AMB/up,46,4090,0,439cfbf8065eb29be1f3ac6ce1ac6530d6f91277ab8734feb393b1b6c6290348,93097,66976,4090,0.04402835124716099,0.007331902547584345
0AME/east,69,6179,2,3c2644ae1aca657decc5b4df45e6d0cfb801c0edb9b6d2ab06ebc56650ff3add,141567,100464,6179,0.6570315676130698,0.01806645283487874
0AME/north,69,6179,2,d3edffdb8ef53f5415e718c401628677a0012ceae8ac189eb8c6af055b337c9a,141625,100464,6179,0.08344174525251025,0.014387879755276872
0AME/up,69,6179,1,47a8d6dc18a4584f7c6953e6c51d790b1c4f76d76f07d564734061e6b1057919,141522,100464,6179,0.36342886435130206,0.005247952739129447
0AMM/east,75,6683,2,f1096f0e877b3b6ece626b8ebd975ab32374a3f26d2de02d5c80a6159607e22d,153378,109200,6683,0.9545054813332924,0.015191532466591938
0AMM/north,75,6683,2,aa35b2ca2580217e02d7d04c0a58ab01e61e16afbe679ed86efaf5a745b88c02,153338,109200,6683,0.6970848483441678,0.015039189591486153
0AMM/up,75,6683,0,a89e65cda5ae0d00073106f7cca60b512eeccb5a697f101ae418a26da7f4bbae,153123,109200,6683,0.20919660928234726,0.007519791269308072
0AMS/east,42,3714,1,3386748bef6775612827ca294bad32b2c4976e542b5d85ceb16244cd604ae72f,84651,61152,3714,0.04208590559166552,0.016943477900306404
0AMS/north,42,3714,1,581f7e6c892c9569b9734fe42f9a5ca2fe9cf508989aebecb255f31ac8081a1a,84638,61152,3714,0.9354604076286358,0.014225556610462221
0AMS/up,42,3714,1,ab4a43f639713ecd2b2aa49f7de00a784e82c596e3bd38c101544f0dd946d136,84499,61152,3714,0.80843069561103,0.01021105571895744
0ANA/east,76,6849,2,64b98381ffb7c16888973689e703f28eebeda21e0be92aaac46cdf5cf25e7ff0,156864,110656,6849,-0.35565767731982323,0.01597446402795231
0ANA/north,76,6849,2,50fa27e5f147c0613c5f6ecd4e0ed7ccb05b57841acce4c09d3746106282e671,156954,110656,6849,0.5025239288281071,0.01547536905354362
0ANA/up,76,6849,1,8fbf55e46d7340614f42c10acf1fc3a2bde23195abda1282d1899e48441a98a1,156624,110656,6849,0.6374227182234882,0.008099567008966826
0ANG/east,73,6616,2,5e8ff0756dce3de36da2a24ad22a28909f600cf9ba4083995f23ff93898467cd,151251,106288,6616,-0.9001268342918701,0.01641771215308579
0ANG/north,73,6616,2,d4b4bb644df9fdaf18d0fefd236027c8b6af27648416212528ea79ebb6cc5ec4,151188,106288,6616,0.8871414035664867,0.014663375208289118
0ANG/up,73,6616,0,da6bea93bf50fe210d1f96d827d4c122079562af31b488e840481a73240c57ae,151023,106288,6616,0.7876236163417201,0.00909658065984509
