station,year,field,n,order,score,coverage,gram_cond,design_cond,day_score,n_days_checked,gate,worst_param,amp_image,amp_raw
72259003927,2024,TMP,13023,24,1.780969542363305e-13,2.2255094485259953e-13,49.423964033796885,913.304451268013,1.6791819825088728e-12,7,ok,b2,9.795837888456582,9.795837888456592
72259453909,2024,TMP,10249,24,1.4168660962127148e-13,2.2255094485259953e-13,50.167970549919644,899.869912665561,3.2086123370324157e-12,8,ok,b2,10.114972550434649,10.114972550434652
72261022010,2024,TMP,13064,24,7.376749950510888e-13,2.2255094485259953e-13,49.872314305615305,908.4669416984601,3.008969248120223e-13,8,ok,b2,9.29529281921672,9.295292819216725
72263023034,2024,TMP,12761,24,4.56225752768763e-13,2.2255094485259953e-13,49.08126309024464,913.4381414742464,1.816735423947587e-12,8,ok,b2,10.121690535039201,10.121690535039226
72265023023,2024,TMP,12340,24,4.570968533364296e-13,2.2255094485259953e-13,48.54412230177974,919.1427193457122,5.417502882744565e-13,8,ok,b2,10.497827323268199,10.49782732326822
72265623040,2024,TMP,9017,24,8.102185034404068e-13,2.2255094485259953e-13,49.97910795775443,917.756754924255,1.7223051904650026e-13,6,ok,b2,11.153063169633116,11.15306316963314
72266013962,2024,TMP,12957,24,2.150655793359122e-13,2.2255094485259953e-13,49.10243931590411,905.7423387856517,8.048965895585536e-13,7,ok,b2,10.095313225460236,10.095313225460247
72267023042,2024,TMP,12438,24,1.351718827461512e-13,2.2255094485259953e-13,49.02025330297019,926.2327044980677,2.0266948358642706e-13,7,ok,b2,10.98146989542512,10.981469895425127
72268023009,2024,TMP,12547,24,3.113662181348676e-13,2.2255094485259953e-13,50.2027365336626,930.2378723024558,6.905889156606099e-13,8,ok,b2,11.669402368536861,11.669402368536907
72268623008,2024,TMP,10710,24,1.0189094016513313e-13,2.2255094485259953e-13,53.69128190915858,927.5167914802499,4.442342301297396e-14,4,ok,b2,11.401626359854351,11.401626359854385
72268793033,2024,TMP,9466,24,5.210712516693118e-13,2.2255094485259953e-13,49.64752572100401,955.4754548903527,1.9482412996042516e-13,8,ok,b2,11.02988472368825,11.029884723688241
72270023044,2024,TMP,11811,24,6.432284676681764e-13,2.2255094485259953e-13,49.195247408061995,934.626081255101,2.834342364248339e-13,8,ok,b2,11.201631630233951,11.20163163023398
72271093045,2024,TMP,11951,24,9.87770073578958e-14,2.2255094485259953e-13,49.942506572765765,938.4511977898403,2.281545292317556e-13,8,ok,b2,11.184816215634232,11.18481621563424
72274023160,2024,TMP,12071,24,1.375061382336349e-13,2.2255094485259953e-13,50.43298232748914,937.5313394830229,3.4460085983034213e-13,8,ok,b2,10.904668171199253,10.904668171199242
72274523109,2024,TMP,9995,24,1.6894808306814246e-13,2.2255094485259953e-13,53.08840938965894,927.8360075727169,8.919879449296864e-14,5,ok,b2,10.917294268932503,10.917294268932496
72274793084,2024,TMP,8980,24,3.85672053309729e-14,2.2255094485259953e-13,50.38349903702422,935.8803615706893,2.982770231257192e-13,5,ok,b2,12.418519258722926,12.418519258722913
72278023183,2024,TMP,11864,24,8.476515880484328e-14,2.2255094485259953e-13,49.64003665121478,934.4968106371285,8.314985666476395e-13,8,ok,b2,12.452142232072203,12.45214223207219
